Rk,Player_URL,Player,Pos,Age,Tm_URL,Tm,G,MP,PER,TS_,ThreePAr,FTr,ORB_,DRB_,TRB_,AST_,STL_,BLK_,TOV_,USG_,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,BPM1,VORP
117,https://www.basketball-reference.com/players/d/davised01.html,Ed Davis,PF,24,https://www.basketball-reference.com/teams/MEM/2014.html,MEM,63,956,15.9,.542,.000,.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,1.2,1.4,2.6,.129,-1.3,0.1,-1.2,,0.2
118,https://www.basketball-reference.com/players/d/davisgl01.html,Glen Davis,PF,28,,,68,1662,13.1,.491,.019,.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,0.2,1.8,2.0,.058,-2.2,-0.3,-2.5,,-0.2
118,https://www.basketball-reference.com/players/d/davisgl01.html,Glen Davis,PF,28,https://www.basketball-reference.com/teams/ORL/2014.html,ORL,45,1354,13.7,.485,.020,.223,7.2,16.4,11.8,8.8,1.7,1.3,9.5,20.9,0.2,1.3,1.5,.053,-1.8,-0.4,-2.1,,0.0
118,https://www.basketball-reference.com/players/d/davisgl01.html,Glen Davis,PF,28,https://www.basketball-reference.com/teams/LAC/2014.html,LAC,23,308,10.3,.527,.012,.284,7.8,16.7,12.4,3.3,1.9,1.7,15.7,15.5,0.1,0.4,0.5,.079,-4.4,0.1,-4.3,-4.3,-0.2
119,https://www.basketball-reference.com/players/d/dayeau01.html,Austin Daye,SF,25,,,22,148,11.0,.456,.544,.147,3.9,16.4,10.4,8.2,1.4,2.0,6.5,23.7,-0.1,0.2,0.1,.047,-2.8,-1.0,-3.8,-3.8,-0.1
119,https://www.basketball-reference.com/players/d/dayeau01.html,Austin Daye,SF,25,https://www.basketball-reference.com/teams/TOR/2014.html,TOR,8,33,2.4,.279,.615,.231,7.0,17.8,12.4,9.2,0.0,0.0,0.0,19.7,-0.1,0.0,0.0,-0.067,-6.9,-3.4,-10.3,-10.3,-0.1
119,https://www.basketball-reference.com/players/d/dayeau01.html,Austin Daye,SF,25,https://www.basketball-reference.com/teams/SAS/2014.html,SAS,14,115,13.5,.499,.527,.127,3.1,16.0,9.8,7.9,1.8,2.5,7.9,24.8,0.0,0.2,0.2,.080,-1.6,-0.4,-1.9,-1.9,0.0
120,https://www.basketball-reference.com/players/d/decolna01.html,Nando De Colo,SF,26,,,47,494,13.1,.526,.346,.229,3.3,13.3,8.4,19.7,2.3,0.9,17.2,18.6,0.3,0.7,1.0,.100,-1.1,1.3,0.2,0.2,0.3
120,https://www.basketball-reference.com/players/d/decolna01.html,Nando De Colo,SF,26,https://www.basketball-reference.com/teams/SAS/2014.html,SAS,26,301,13.2,.545,.333,.237,2.3,14.0,8.4,15.1,2.5,0.7,17.0,18.6,0.1,0.5,0.6,.101,-1.5,1.7,0.1,0.1,0.2
120,https://www.basketball-reference.com/players/d/decolna01.html,Nando De Colo,SF,26,https://www.basketball-reference.com/teams/TOR/2014.html,TOR,21,193,12.9,.495,.367,.217,4.8,12.1,8.5,26.9,1.9,1.2,17.6,18.8,0.2,0.2,0.4,.098,-0.5,0.8,0.3,0.3,0.1
