Rk,Player_URL,Player,Pos,Age,Tm_URL,Tm,G,MP,PER,TS_,ThreePAr,FTr,ORB_,DRB_,TRB_,AST_,STL_,BLK_,TOV_,USG_,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,BPM1,VORP
9,https://www.basketball-reference.com/players/a/allento01.html,Tony Allen,SG,31,https://www.basketball-reference.com/teams/MEM/2013.html,MEM,79,2109,13.2,.489,.038,.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,.115,-2.0,2.4,0.4,,1.2
10,https://www.basketball-reference.com/players/a/aminual01.html,Al-Farouq Aminu,SF,22,https://www.basketball-reference.com/teams/NOH/2013.html,NOH,76,2066,13.7,.519,.040,.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,.073,-1.3,1.2,-0.1,,1.0
11,https://www.basketball-reference.com/players/a/amundlo01.html,Lou Amundson,PF,30,,,39,372,9.3,.392,.000,.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,-0.3,0.4,0.1,.019,-4.2,0.0,-4.2,-4.2,-0.2
11,https://www.basketball-reference.com/players/a/amundlo01.html,Lou Amundson,PF,30,https://www.basketball-reference.com/teams/MIN/2013.html,MIN,20,161,6.3,.342,.000,.526,15.9,17.6,16.7,2.8,2.2,2.9,19.0,16.1,-0.4,0.2,-0.1,-0.038,-6.9,-1.0,-7.9,-7.9,-0.2
11,https://www.basketball-reference.com/players/a/amundlo01.html,Lou Amundson,PF,30,https://www.basketball-reference.com/teams/CHI/2013.html,CHI,1,2,0.0,.000,.000,.000,56.7,0.0,28.7,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,-0.274,-4.7,-18.2,-22.8,-22.8,0.0
11,https://www.basketball-reference.com/players/a/amundlo01.html,Lou Amundson,PF,30,https://www.basketball-reference.com/teams/NOH/2013.html,NOH,18,209,11.7,.449,.000,.381,13.4,19.7,16.5,5.8,2.3,2.4,14.0,12.7,0.1,0.2,0.3,.065,-2.1,1.0,-1.1,-1.1,0.0
12,https://www.basketball-reference.com/players/a/anderch01.html,Chris Andersen,C,34,https://www.basketball-reference.com/teams/MIA/2013.html,MIA,42,624,17.4,.631,.024,.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,1.6,1.1,2.7,.207,-1.0,0.8,-0.2,-0.2,0.3
13,https://www.basketball-reference.com/players/a/anderal01.html,Alan Anderson,SF,30,https://www.basketball-reference.com/teams/TOR/2013.html,TOR,65,1495,12.6,.509,.463,.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,.052,-0.5,-1.3,-1.8,,0.1
14,https://www.basketball-reference.com/players/a/anderja01.html,James Anderson,SG-SF,23,,,39,401,13.9,.539,.476,.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,0.4,0.4,0.9,.106,0.5,0.5,1.0,1.0,0.3
14,https://www.basketball-reference.com/players/a/anderja01.html,James Anderson,SF,23,https://www.basketball-reference.com/teams/SAS/2013.html,SAS,10,94,13.0,.587,.440,.360,3.9,12.8,8.6,13.9,1.6,1.5,19.5,17.6,0.1,0.1,0.2,.109,-0.4,0.8,0.4,0.4,0.1
14,https://www.basketball-reference.com/players/a/anderja01.html,James Anderson,SG,23,https://www.basketball-reference.com/teams/HOU/2013.html,HOU,29,307,14.2,.526,.485,.188,5.6,15.7,10.7,16.4,2.0,0.7,14.1,18.1,0.4,0.3,0.7,.105,0.7,0.4,1.2,1.2,0.2
15,https://www.basketball-reference.com/players/a/anderry01.html,Ryan Anderson,PF,24,https://www.basketball-reference.com/teams/NOH/2013.html,NOH,81,2503,18.1,.548,.500,.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,5.7,0.8,6.5,.125,4.1,-2.1,2.0,,2.5
16,https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,PF,28,https://www.basketball-reference.com/teams/NYK/2013.html,NYK,67,2482,24.8,.560,.278,.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,9.5,.184,6.0,-1.7,4.3,,3.9
17,https://www.basketball-reference.com/players/a/anthojo01.html,Joel Anthony,C,30,https://www.basketball-reference.com/teams/MIA/2013.html,MIA,62,566,10.4,.542,.000,.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.4,0.8,1.2,.100,-2.3,0.9,-1.3,-1.3,0.1
18,https://www.basketball-reference.com/players/a/arizatr01.html,Trevor Ariza,SF,27,https://www.basketball-reference.com/teams/WAS/2013.html,WAS,56,1471,14.0,.538,.463,.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,.102,0.1,2.0,2.1,2.1,1.6
19,https://www.basketball-reference.com/players/a/arthuda01.html,Darrell Arthur,PF,24,https://www.basketball-reference.com/teams/MEM/2013.html,MEM,59,970,11.8,.477,.050,.128,8.1,12.5,10.3,5.9,1.3,2.8,10.2,20.1,0.2,1.5,1.7,.084,-2.8,0.4,-2.4,-2.4,-0.1
20,https://www.basketball-reference.com/players/a/asikom01.html,Ömer Aşık,C,26,https://www.basketball-reference.com/teams/HOU/2013.html,HOU,82,2464,14.9,.558,.002,.487,12.8,31.0,22.0,4.6,0.9,2.7,18.8,16.3,2.0,3.5,5.5,.108,-1.3,-0.3,-1.6,,0.3
21,https://www.basketball-reference.com/players/a/augusdj01.html,D.J. Augustin,PG,25,https://www.basketball-reference.com/teams/IND/2013.html,IND,76,1226,11.0,.527,.646,.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,1.4,1.5,2.8,.112,-0.7,0.1,-0.6,,0.5
22,https://www.basketball-reference.com/players/a/ayongu01.html,Gustavo Ayón,C,27,,,55,734,12.8,.540,.000,.299,9.0,21.3,15.1,14.7,1.5,1.8,19.9,14.5,0.4,0.8,1.2,.077,-3.0,1.3,-1.7,-1.7,0.1
22,https://www.basketball-reference.com/players/a/ayongu01.html,Gustavo Ayón,C,27,https://www.basketball-reference.com/teams/ORL/2013.html,ORL,43,571,11.7,.540,.000,.304,7.9,19.8,13.8,15.5,1.2,1.8,21.1,14.3,0.3,0.5,0.7,.061,-3.3,1.3,-2.0,-2.0,0.0
22,https://www.basketball-reference.com/players/a/ayongu01.html,Gustavo Ayón,C,27,https://www.basketball-reference.com/teams/MIL/2013.html,MIL,12,163,16.6,.539,.000,.286,12.7,26.7,19.4,11.6,2.8,1.8,16.0,15.0,0.1,0.3,0.4,.132,-1.8,1.4,-0.5,-0.5,0.1
23,https://www.basketball-reference.com/players/p/pendeje02.html,Jeff Ayres,PF,25,https://www.basketball-reference.com/teams/IND/2013.html,IND,37,369,14.5,.533,.032,.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,0.3,0.7,1.0,.129,-1.9,0.9,-1.0,-1.0,0.1
24,https://www.basketball-reference.com/players/b/babbilu01.html,Luke Babbitt,PF,23,https://www.basketball-reference.com/teams/POR/2013.html,POR,62,730,9.4,.509,.761,.056,2.4,19.7,10.9,6.2,1.0,0.5,8.4,16.4,0.3,0.4,0.7,.047,-1.7,-0.7,-2.4,-2.4,-0.1
25,https://www.basketball-reference.com/players/b/barbole01.html,Leandro Barbosa,PG,30,https://www.basketball-reference.com/teams/BOS/2013.html,BOS,41,513,13.5,.509,.244,.212,1.9,8.5,5.3,19.0,1.7,0.9,9.1,21.4,0.4,0.5,0.9,.086,-1.0,0.3,-0.7,-0.7,0.2
26,https://www.basketball-reference.com/players/b/bareajo01.html,J.J. Barea,PG,28,https://www.basketball-reference.com/teams/MIN/2013.html,MIN,74,1713,14.1,.510,.369,.177,2.2,11.9,6.9,30.6,1.0,0.0,15.1,25.1,0.8,1.0,1.9,.053,0.7,-1.3,-0.6,,0.6
27,https://www.basketball-reference.com/players/b/bargnan01.html,Andrea Bargnani,PF,27,https://www.basketball-reference.com/teams/TOR/2013.html,TOR,35,1003,11.2,.482,.289,.181,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,.007,-1.1,-1.6,-2.7,-2.7,-0.2
28,https://www.basketball-reference.com/players/b/barneha02.html,Harrison Barnes,SF,20,https://www.basketball-reference.com/teams/GSW/2013.html,GSW,81,2058,11.0,.526,.231,.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,.065,-1.6,-0.1,-1.7,,0.1
29,https://www.basketball-reference.com/players/b/barnema02.html,Matt Barnes,SF,32,https://www.basketball-reference.com/teams/LAC/2013.html,LAC,80,2058,15.5,.566,.481,.173,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,.146,1.1,0.7,1.8,,2.0
30,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,31,,,12,159,8.9,.361,.000,.137,15.4,28.1,21.6,5.0,1.6,3.0,16.9,18.8,-0.3,0.3,0.0,-0.003,-6.7,-1.2,-7.9,-7.9,-0.2
30,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,31,https://www.basketball-reference.com/teams/WAS/2013.html,WAS,11,122,6.9,.357,.000,.135,14.4,24.7,19.5,3.9,2.1,3.2,20.3,18.4,-0.3,0.3,-0.1,-0.025,-8.3,-0.5,-8.9,-8.9,-0.2
30,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,31,https://www.basketball-reference.com/teams/NYK/2013.html,NYK,1,37,15.4,.370,.000,.143,18.4,39.3,28.5,8.7,0.0,2.3,6.3,20.1,0.0,0.1,0.1,.069,-1.3,-3.6,-4.9,-4.9,0.0
31,https://www.basketball-reference.com/players/b/bartowi01.html,Will Barton,SG,22,https://www.basketball-reference.com/teams/POR/2013.html,POR,73,894,9.1,.437,.210,.210,4.6,14.3,9.4,10.4,2.0,0.8,15.1,20.4,-1.1,0.6,-0.5,-0.028,-4.0,-0.6,-4.6,,-0.6
32,https://www.basketball-reference.com/players/b/bassbr01.html,Brandon Bass,PF,27,https://www.basketball-reference.com/teams/BOS/2013.html,BOS,81,2239,12.3,.535,.003,.255,7.0,15.2,11.2,6.0,1.0,2.3,10.9,15.5,2.0,2.7,4.7,.101,-1.9,0.0,-1.9,,0.1
33,https://www.basketball-reference.com/players/b/battish01.html,Shane Battier,SF,34,https://www.basketball-reference.com/teams/MIA/2013.html,MIA,72,1786,10.7,.623,.873,.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,2.8,1.6,4.4,.119,0.9,0.1,1.0,,1.4
34,https://www.basketball-reference.com/players/b/batumni01.html,Nicolas Batum,SF,24,https://www.basketball-reference.com/teams/POR/2013.html,POR,73,2807,15.7,.566,.533,.252,4.0,13.2,8.5,20.3,1.7,2.2,17.0,18.2,3.8,1.9,5.8,.099,2.3,0.5,2.8,,3.4
35,https://www.basketball-reference.com/players/b/bayleje01.html,Jerryd Bayless,PG,24,https://www.basketball-reference.com/teams/MEM/2013.html,MEM,80,1765,13.5,.514,.324,.196,1.4,10.5,5.9,24.9,1.8,0.8,15.1,20.8,1.5,2.5,4.0,.108,-0.6,0.7,0.1,,1.0
36,https://www.basketball-reference.com/players/b/baynear01.html,Aron Baynes,C,26,https://www.basketball-reference.com/teams/SAS/2013.html,SAS,16,141,8.8,.521,.028,.333,10.4,15.5,13.1,5.2,0.4,3.1,21.0,17.1,0.0,0.2,0.1,.050,-6.4,-0.6,-7.0,-7.0,-0.2
37,https://www.basketball-reference.com/players/b/bazemke01.html,Kent Bazemore,SG,23,https://www.basketball-reference.com/teams/GSW/2013.html,GSW,61,267,11.3,.454,.293,.379,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,-0.3,0.3,0.1,.014,-3.1,0.7,-2.4,-2.4,0.0
38,https://www.basketball-reference.com/players/b/bealbr01.html,Bradley Beal,SG,19,https://www.basketball-reference.com/teams/WAS/2013.html,WAS,56,1745,13.6,.515,.344,.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,3.0,.082,0.0,0.2,0.2,,1.0
39,https://www.basketball-reference.com/players/b/beaslmi01.html,Michael Beasley,SF,24,https://www.basketball-reference.com/teams/PHO/2013.html,PHO,75,1554,10.8,.462,.188,.164,3.7,17.2,10.3,12.5,1.0,1.6,14.9,27.6,-2.5,1.0,-1.5,-0.047,-2.7,-2.0,-4.7,,-1.1
40,https://www.basketball-reference.com/players/b/beaubro01.html,Rodrigue Beaubois,PG,24,https://www.basketball-reference.com/teams/DAL/2013.html,DAL,45,549,10.6,.470,.409,.216,1.9,9.6,5.8,22.6,1.8,0.6,14.6,18.7,0.0,0.4,0.4,.032,-2.3,-0.3,-2.6,-2.6,-0.1
41,https://www.basketball-reference.com/players/b/belinma01.html,Marco Belinelli,SG,26,https://www.basketball-reference.com/teams/CHI/2013.html,CHI,73,1882,10.4,.513,.362,.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,1.3,1.6,3.0,.076,-1.9,-0.4,-2.3,,-0.1
42,https://www.basketball-reference.com/players/b/beverpa01.html,Patrick Beverley,PG,24,https://www.basketball-reference.com/teams/HOU/2013.html,HOU,41,713,15.4,.551,.508,.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,1.4,0.8,2.2,.148,1.7,2.1,3.8,3.8,1.0
43,https://www.basketball-reference.com/players/b/biedran01.html,Andris Biedriņš,C,26,https://www.basketball-reference.com/teams/GSW/2013.html,GSW,53,495,7.7,.449,.000,.619,7.8,25.7,17.0,3.7,1.5,6.6,34.4,3.7,0.1,1.0,1.1,.102,-4.8,3.8,-1.0,-1.0,0.1
44,https://www.basketball-reference.com/players/b/billuch01.html,Chauncey Billups,SG,36,https://www.basketball-reference.com/teams/LAC/2013.html,LAC,22,418,15.0,.601,.682,.364,0.6,8.4,4.6,17.4,1.5,0.2,14.5,19.6,1.0,0.3,1.3,.146,1.6,-1.1,0.5,0.5,0.3
45,https://www.basketball-reference.com/players/b/biyombi01.html,Bismack Biyombo,C,20,https://www.basketball-reference.com/teams/CHA/2013.html,CHA,80,2186,10.1,.472,.000,.410,9.9,20.9,15.2,2.5,0.7,5.3,16.7,10.2,0.1,1.3,1.4,.031,-3.6,-0.8,-4.4,,-1.3
46,https://www.basketball-reference.com/players/b/blairde01.html,DeJuan Blair,PF,23,https://www.basketball-reference.com/teams/SAS/2013.html,SAS,61,851,14.6,.543,.004,.258,9.5,21.1,15.6,8.3,2.2,0.9,14.0,19.0,0.7,1.5,2.2,.126,-2.4,0.8,-1.6,-1.6,0.1
47,https://www.basketball-reference.com/players/b/blakest01.html,Steve Blake,PG,32,https://www.basketball-reference.com/teams/LAL/2013.html,LAL,45,1175,11.7,.573,.633,.130,2.0,10.1,6.2,21.9,1.5,0.4,17.8,13.2,1.6,0.8,2.4,.097,0.1,0.4,0.5,0.5,0.7
48,https://www.basketball-reference.com/players/b/blatcan01.html,Andray Blatche,C,26,https://www.basketball-reference.com/teams/BRK/2013.html,BRK,82,1555,21.9,.547,.033,.320,12.2,19.6,15.8,10.5,3.0,2.7,13.8,26.5,2.4,2.5,4.9,.153,1.3,0.9,2.2,,1.6
49,https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,PG,23,https://www.basketball-reference.com/teams/LAC/2013.html,LAC,76,1553,17.5,.513,.137,.236,6.1,11.1,8.6,23.5,3.7,3.0,17.9,22.5,1.1,2.6,3.7,.115,1.3,2.2,3.5,,2.2
50,https://www.basketball-reference.com/players/b/boganke01.html,Keith Bogans,SG,32,https://www.basketball-reference.com/teams/BRK/2013.html,BRK,74,1408,6.7,.533,.863,.060,1.3,8.8,5.0,8.1,1.1,0.2,14.4,11.2,0.7,0.7,1.4,.047,-2.3,-0.3,-2.6,,-0.2
51,https://www.basketball-reference.com/players/b/bogutan01.html,Andrew Bogut,C,28,https://www.basketball-reference.com/teams/GSW/2013.html,GSW,32,786,13.8,.463,.005,.207,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,0.4,1.4,1.7,.106,-1.4,2.8,1.4,1.4,0.7
52,https://www.basketball-reference.com/players/b/bonnema01.html,Matt Bonner,PF,32,https://www.basketball-reference.com/teams/SAS/2013.html,SAS,68,909,11.8,.609,.522,.065,3.4,12.5,8.2,5.8,1.0,1.5,6.3,12.8,1.4,1.1,2.5,.133,-0.2,0.4,0.2,0.2,0.5
53,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,25,https://www.basketball-reference.com/teams/WAS/2013.html,WAS,48,887,13.9,.509,.023,.327,12.2,17.8,14.9,7.4,1.9,1.4,11.0,14.5,0.9,1.4,2.3,.126,-1.5,0.6,-1.0,-1.0,0.2
54,https://www.basketball-reference.com/players/b/boozeca01.html,Carlos Boozer,PF,31,https://www.basketball-reference.com/teams/CHI/2013.html,CHI,79,2546,17.1,.510,.002,.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,.108,-0.3,0.2,-0.1,,1.2
55,https://www.basketball-reference.com/players/b/boshch01.html,Chris Bosh,C,28,https://www.basketball-reference.com/teams/MIA/2013.html,MIA,74,2454,20.0,.592,.082,.333,7.0,17.6,12.6,8.4,1.4,3.4,11.0,22.7,5.6,3.4,9.0,.175,1.5,-0.2,1.3,,2.1
56,https://www.basketball-reference.com/players/b/bradlav01.html,Avery Bradley,PG,22,https://www.basketball-reference.com/teams/BOS/2013.html,BOS,50,1435,8.8,.461,.264,.103,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,0.4,.012,-4.0,0.3,-3.7,-3.7,-0.6
57,https://www.basketball-reference.com/players/b/brandel01.html,Elton Brand,C,33,https://www.basketball-reference.com/teams/DAL/2013.html,DAL,72,1527,15.2,.499,.002,.195,9.7,21.5,15.7,7.1,1.7,4.6,9.9,17.2,1.2,2.2,3.4,.107,-1.7,0.9,-0.9,,0.4
58,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SF,26,https://www.basketball-reference.com/teams/DEN/2013.html,DEN,82,2003,14.7,.506,.348,.245,3.1,9.9,6.6,9.5,3.0,0.9,9.4,23.4,1.7,2.2,3.9,.093,-0.2,0.6,0.4,,1.2
59,https://www.basketball-reference.com/players/b/brewero02.html,Ronnie Brewer,SF,27,,,60,853,10.0,.416,.384,.197,5.7,13.5,9.6,8.6,2.7,0.6,7.7,12.7,0.1,1.0,1.1,.060,-1.7,0.9,-0.7,-0.7,0.3
59,https://www.basketball-reference.com/players/b/brewero02.html,Ronnie Brewer,SF,27,https://www.basketball-reference.com/teams/NYK/2013.html,NYK,46,711,10.2,.432,.406,.223,4.6,12.1,8.2,8.4,2.6,0.7,6.8,13.6,0.1,0.7,0.8,.057,-1.6,0.8,-0.8,-0.8,0.2
59,https://www.basketball-reference.com/players/b/brewero02.html,Ronnie Brewer,SF,27,https://www.basketball-reference.com/teams/OKC/2013.html,OKC,14,142,9.1,.283,.217,.000,11.3,20.3,16.2,9.4,3.3,0.0,14.8,8.6,0.0,0.3,0.2,.072,-2.2,1.7,-0.6,-0.6,0.1
60,https://www.basketball-reference.com/players/b/brookaa01.html,Aaron Brooks,PG,28,,,53,997,11.8,.555,.424,.165,1.5,7.9,4.6,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.8,.041,-0.8,-1.4,-2.2,-2.2,0.0
60,https://www.basketball-reference.com/players/b/brookaa01.html,Aaron Brooks,PG,28,https://www.basketball-reference.com/teams/SAC/2013.html,SAC,46,959,12.1,.562,.419,.172,1.4,8.1,4.7,17.8,1.5,0.6,16.2,18.0,0.9,0.0,0.9,.045,-0.7,-1.4,-2.1,-2.1,0.0
60,https://www.basketball-reference.com/players/b/brookaa01.html,Aaron Brooks,PG,28,https://www.basketball-reference.com/teams/HOU/2013.html,HOU,7,38,5.6,.385,.538,.000,3.0,3.0,3.0,23.1,1.3,6.0,23.5,19.6,-0.1,0.0,0.0,-0.063,-4.1,0.1,-4.0,-4.0,0.0
61,https://www.basketball-reference.com/players/b/brookma01.html,MarShon Brooks,SG,24,https://www.basketball-reference.com/teams/BRK/2013.html,BRK,73,912,13.5,.523,.164,.281,4.1,9.4,6.7,14.6,2.0,1.3,15.5,22.5,0.5,0.8,1.3,.068,-1.6,-0.1,-1.7,,0.1
62,https://www.basketball-reference.com/players/b/brownkw01.html,Kwame Brown,C,30,https://www.basketball-reference.com/teams/PHI/2013.html,PHI,22,269,8.8,.452,.000,.514,9.4,22.1,15.5,4.7,1.2,2.9,15.0,9.1,0.0,0.4,0.4,.071,-4.9,0.0,-4.9,-4.9,-0.2
63,https://www.basketball-reference.com/players/b/brownsh01.html,Shannon Brown,SG,27,https://www.basketball-reference.com/teams/PHO/2013.html,PHO,59,1402,13.1,.493,.247,.219,3.5,8.7,6.0,12.8,2.2,0.8,10.6,22.2,0.4,0.8,1.2,.041,-1.1,-0.5,-1.6,,0.2
64,https://www.basketball-reference.com/players/b/bryanko01.html,Kobe Bryant,SG,34,https://www.basketball-reference.com/teams/LAL/2013.html,LAL,78,3013,23.0,.570,.255,.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,10.9,.174,4.7,-0.1,4.6,,5.0
65,https://www.basketball-reference.com/players/b/budinch01.html,Chase Budinger,SF,24,https://www.basketball-reference.com/teams/MIN/2013.html,MIN,23,508,12.6,.516,.424,.220,3.3,13.0,8.0,8.3,1.4,1.1,9.9,20.5,0.3,0.4,0.7,.066,-0.6,-0.8,-1.4,-1.4,0.1
66,https://www.basketball-reference.com/players/b/burksal01.html,Alec Burks,SG,21,https://www.basketball-reference.com/teams/UTA/2013.html,UTA,64,1137,11.5,.507,.237,.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,.044,-1.9,-0.7,-2.6,-2.6,-0.2
67,https://www.basketball-reference.com/players/b/butleca01.html,Caron Butler,SF,32,https://www.basketball-reference.com/teams/LAC/2013.html,LAC,78,1879,12.4,.535,.458,.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,1.9,1.6,3.6,.091,-0.1,-1.2,-1.3,,0.3
68,https://www.basketball-reference.com/players/b/butleji01.html,Jimmy Butler,SF,23,https://www.basketball-reference.com/teams/CHI/2013.html,CHI,82,2134,15.2,.574,.205,.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,7.0,.158,1.0,1.0,2.0,,2.1
69,https://www.basketball-reference.com/players/b/bynumwi01.html,Will Bynum,PG,30,https://www.basketball-reference.com/teams/DET/2013.html,DET,65,1219,16.6,.532,.141,.243,2.6,6.6,4.6,34.8,2.0,0.3,17.3,27.0,1.2,0.5,1.7,.067,0.6,-1.6,-1.0,,0.3
70,https://www.basketball-reference.com/players/c/caldejo01.html,José Calderón,PG,31,,,73,2160,18.8,.616,.444,.126,1.1,8.6,4.8,39.8,1.4,0.3,15.8,17.0,6.6,0.9,7.4,.165,4.3,-1.2,3.1,,2.8
70,https://www.basketball-reference.com/players/c/caldejo01.html,José Calderón,PG,31,https://www.basketball-reference.com/teams/TOR/2013.html,TOR,45,1273,19.2,.594,.462,.131,1.3,8.7,5.0,43.7,1.2,0.4,15.1,18.1,4.0,0.5,4.4,.167,5.0,-1.4,3.6,3.6,1.8
70,https://www.basketball-reference.com/players/c/caldejo01.html,José Calderón,PG,31,https://www.basketball-reference.com/teams/DET/2013.html,DET,28,887,18.2,.654,.414,.118,0.8,8.5,4.5,34.1,1.8,0.2,17.0,15.4,2.6,0.4,3.0,.163,3.3,-0.8,2.5,2.5,1.0
71,https://www.basketball-reference.com/players/c/cambyma01.html,Marcus Camby,PF,38,https://www.basketball-reference.com/teams/NYK/2013.html,NYK,24,250,8.6,.342,.000,.358,10.9,27.1,18.7,8.1,1.5,4.8,19.6,14.3,-0.4,0.4,0.0,.007,-4.8,1.2,-3.6,-3.6,-0.1
72,https://www.basketball-reference.com/players/c/carrode01.html,DeMarre Carroll,SF,26,https://www.basketball-reference.com/teams/UTA/2013.html,UTA,66,1111,15.5,.535,.216,.302,9.1,10.8,9.9,8.7,2.8,1.7,8.5,16.4,2.0,1.1,3.1,.134,0.4,0.9,1.3,1.3,0.9
73,https://www.basketball-reference.com/players/c/carroma01.html,Matt Carroll,SG,32,https://www.basketball-reference.com/teams/CHA/2013.html,CHA,1,6,2.9,,,,0.0,0.0,0.0,23.4,0.0,0.0,,0.0,0.0,0.0,0.0,.029,-6.8,-3.2,-10.0,-10.0,0.0
