Rk,Player_URL,Player,Pos,Age,Tm_URL,Tm,G,MP,PER,TS_,ThreePAr,FTr,ORB_,DRB_,TRB_,AST_,STL_,BLK_,TOV_,USG_,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,BPM1,VORP
12,https://www.basketball-reference.com/players/a/anderju01.html,Justin Anderson,SF,24,https://www.basketball-reference.com/teams/PHI/2018.html,PHI,38,519,13.0,.540,.510,.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,.115,-0.6,-0.3,-0.9,-0.9,0.1
13,https://www.basketball-reference.com/players/a/anderky01.html,Kyle Anderson,SF,24,https://www.basketball-reference.com/teams/SAS/2018.html,SAS,74,1978,15.9,.582,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,.151,-0.4,3.3,2.9,,2.4
14,https://www.basketball-reference.com/players/a/anderry01.html,Ryan Anderson,PF,29,https://www.basketball-reference.com/teams/HOU/2018.html,HOU,66,1725,12.6,.592,.706,.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,.132,0.9,-0.8,0.1,,0.9
15,https://www.basketball-reference.com/players/a/anigbik01.html,Ike Anigbogu,C,19,https://www.basketball-reference.com/teams/IND/2018.html,IND,11,30,21.6,.558,.000,.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,.165,1.8,0.1,1.9,1.9,0.0
16,https://www.basketball-reference.com/players/a/antetgi01.html,Giannis Antetokounmpo,PF,23,https://www.basketball-reference.com/teams/MIL/2018.html,MIL,75,2756,27.3,.598,.100,.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,.207,5.3,0.9,6.2,,5.7
17,https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,PF,33,https://www.basketball-reference.com/teams/OKC/2018.html,OKC,78,2501,12.7,.503,.406,.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,.071,-0.6,-1.3,-1.9,,0.0
18,https://www.basketball-reference.com/players/a/anunoog01.html,OG Anunoby,SF,20,https://www.basketball-reference.com/teams/TOR/2018.html,TOR,74,1481,10.0,.587,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,.098,-1.2,0.6,-0.6,,0.5
19,https://www.basketball-reference.com/players/a/arcidry01.html,Ryan Arcidiacono,PG,23,https://www.basketball-reference.com/teams/CHI/2018.html,CHI,24,304,7.3,.550,.756,.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,0.1,0.2,0.3,.040,-4.7,0.6,-4.1,-4.1,-0.2
20,https://www.basketball-reference.com/players/a/arizatr01.html,Trevor Ariza,SF,32,https://www.basketball-reference.com/teams/HOU/2018.html,HOU,67,2269,11.8,.567,.710,.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,.113,0.0,0.7,0.7,,1.5
21,https://www.basketball-reference.com/players/a/arthuda01.html,Darrell Arthur,PF,29,https://www.basketball-reference.com/teams/DEN/2018.html,DEN,19,141,8.4,.559,.489,.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011,-4.8,-0.5,-5.3,-5.3,-0.1
22,https://www.basketball-reference.com/players/a/artisja01.html,Jamel Artis,SG,25,https://www.basketball-reference.com/teams/ORL/2018.html,ORL,15,279,6.9,.457,.367,.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-3.8,-1.6,-5.4,-5.4,-0.2
23,https://www.basketball-reference.com/players/a/asikom01.html,Ömer Aşık,C,31,,,18,182,3.1,.397,.000,.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-6.5,-1.5,-8.0,-8.0,-0.3
23,https://www.basketball-reference.com/players/a/asikom01.html,Ömer Aşık,C,31,https://www.basketball-reference.com/teams/NOP/2018.html,NOP,14,121,4.5,.423,.000,.750,6.5,26.0,16.6,2.0,0.4,1.3,19.0,9.4,-0.1,0.1,0.0,.008,-5.6,-1.4,-7.0,-7.0,-0.2
23,https://www.basketball-reference.com/players/a/asikom01.html,Ömer Aşık,C,31,https://www.basketball-reference.com/teams/CHI/2018.html,CHI,4,61,0.2,.311,.000,.167,3.4,14.6,8.8,2.1,0.8,2.9,38.3,7.4,-0.1,0.0,-0.1,-0.078,-8.5,-1.5,-10.0,-10.0,-0.1
24,https://www.basketball-reference.com/players/a/augusdj01.html,D.J. Augustin,PG,30,https://www.basketball-reference.com/teams/ORL/2018.html,ORL,75,1760,15.4,.615,.504,.350,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,.110,1.0,-1.2,-0.2,,0.8
25,https://www.basketball-reference.com/players/b/babbilu01.html,Luke Babbitt,SF,28,,,50,715,9.8,.576,.726,.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,.060,-0.9,-1.5,-2.4,-2.4,-0.1
25,https://www.basketball-reference.com/players/b/babbilu01.html,Luke Babbitt,SF,28,https://www.basketball-reference.com/teams/ATL/2018.html,ATL,37,570,12.0,.636,.661,.131,1.0,14.9,7.9,7.0,0.6,0.8,7.8,14.8,0.9,0.3,1.1,.094,0.4,-1.1,-0.7,-0.7,0.2
25,https://www.basketball-reference.com/players/b/babbilu01.html,Luke Babbitt,SF,28,https://www.basketball-reference.com/teams/MIA/2018.html,MIA,13,145,1.3,.351,.957,.000,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,-0.3,0.1,-0.2,-0.073,-5.9,-3.3,-9.2,-9.2,-0.3
26,https://www.basketball-reference.com/players/b/bacondw01.html,Dwayne Bacon,SG,22,https://www.basketball-reference.com/teams/CHO/2018.html,CHO,53,713,5.8,.431,.224,.130,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-4.7,-0.5
27,https://www.basketball-reference.com/players/b/bakerro01.html,Ron Baker,SG,24,https://www.basketball-reference.com/teams/NYK/2018.html,NYK,29,385,9.3,.504,.559,.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,.059,-2.8,2.4,-0.4,-0.4,0.2
28,https://www.basketball-reference.com/players/b/baldwwa01.html,Wade Baldwin,PG,21,https://www.basketball-reference.com/teams/POR/2018.html,POR,7,80,16.6,.748,.238,.476,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,0.2,0.1,0.3,.187,0.2,1.7,1.9,1.9,0.1
29,https://www.basketball-reference.com/players/b/balllo01.html,Lonzo Ball,PG,20,https://www.basketball-reference.com/teams/LAL/2018.html,LAL,52,1780,12.5,.444,.523,.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,.053,-0.7,1.6,1.0,,1.3
30,https://www.basketball-reference.com/players/b/bareajo01.html,J.J. Barea,PG,33,https://www.basketball-reference.com/teams/DAL/2018.html,DAL,69,1603,17.8,.545,.454,.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,.098,2.7,-1.5,1.2,,1.3
31,https://www.basketball-reference.com/players/b/barneha02.html,Harrison Barnes,PF,25,https://www.basketball-reference.com/teams/DAL/2018.html,DAL,77,2634,15.8,.539,.276,.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,.070,0.8,-1.3,-0.5,,1.0
32,https://www.basketball-reference.com/players/b/bartowi01.html,Will Barton,SG,27,https://www.basketball-reference.com/teams/DEN/2018.html,DEN,81,2683,16.2,.562,.411,.220,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,.111,1.6,-0.4,1.1,,2.1
33,https://www.basketball-reference.com/players/b/batumni01.html,Nicolas Batum,SG,29,https://www.basketball-reference.com/teams/CHO/2018.html,CHO,64,1981,14.4,.523,.422,.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,.084,0.5,-0.1,0.4,,1.2
34,https://www.basketball-reference.com/players/b/bayleje01.html,Jerryd Bayless,SG,29,https://www.basketball-reference.com/teams/PHI/2018.html,PHI,39,925,7.5,.546,.557,.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,.055,-2.7,-0.2,-2.8,-2.8,-0.2
35,https://www.basketball-reference.com/players/b/baynear01.html,Aron Baynes,C,31,https://www.basketball-reference.com/teams/BOS/2018.html,BOS,81,1485,12.0,.502,.047,.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,.097,-3.6,0.7,-2.9,,-0.3
36,https://www.basketball-reference.com/players/b/bazemke01.html,Kent Bazemore,SG,28,https://www.basketball-reference.com/teams/ATL/2018.html,ATL,65,1789,14.5,.547,.405,.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,.059,-0.4,1.0,0.6,,1.2
37,https://www.basketball-reference.com/players/b/bealbr01.html,Bradley Beal,SG,24,https://www.basketball-reference.com/teams/WAS/2018.html,WAS,82,2977,18.4,.564,.357,.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,.111,2.9,-0.7,2.2,,3.1
38,https://www.basketball-reference.com/players/b/beaslma01.html,Malik Beasley,SG,21,https://www.basketball-reference.com/teams/DEN/2018.html,DEN,62,583,9.0,.509,.461,.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,.028,-2.4,-1.4,-3.8,,-0.3
39,https://www.basketball-reference.com/players/b/beaslmi01.html,Michael Beasley,PF,29,https://www.basketball-reference.com/teams/NYK/2018.html,NYK,74,1653,17.8,.556,.107,.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,.069,0.6,-0.8,-0.2,,0.7
40,https://www.basketball-reference.com/players/b/belinma01.html,Marco Belinelli,SG,31,,,80,1947,14.1,.581,.517,.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,.092,0.4,-0.8,-0.5,,0.8
40,https://www.basketball-reference.com/players/b/belinma01.html,Marco Belinelli,SG,31,https://www.basketball-reference.com/teams/ATL/2018.html,ATL,52,1210,14.1,.554,.509,.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,.075,0.6,-0.8,-0.2,,0.5
40,https://www.basketball-reference.com/players/b/belinma01.html,Marco Belinelli,SG,31,https://www.basketball-reference.com/teams/PHI/2018.html,PHI,28,737,14.2,.628,.530,.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,.119,0.0,-0.8,-0.8,-0.8,0.2
41,https://www.basketball-reference.com/players/b/belljo01.html,Jordan Bell,C,23,https://www.basketball-reference.com/teams/GSW/2018.html,GSW,57,809,18.0,.641,.022,.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,.174,0.0,2.8,2.8,2.8,1.0
42,https://www.basketball-reference.com/players/b/bembrde01.html,DeAndre' Bembry,SF,23,https://www.basketball-reference.com/teams/ATL/2018.html,ATL,26,455,7.6,.477,.234,.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.040,-5.1,0.3,-4.7,-4.7,-0.3
43,https://www.basketball-reference.com/players/b/bendedr01.html,Dragan Bender,PF,20,https://www.basketball-reference.com/teams/PHO/2018.html,PHO,82,2069,7.1,.524,.665,.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,.001,-2.9,-0.8,-3.7,,-0.9
44,https://www.basketball-reference.com/players/b/bertada01.html,Dāvis Bertāns,PF,25,https://www.basketball-reference.com/teams/SAS/2018.html,SAS,77,1086,14.1,.588,.689,.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,.135,1.0,0.6,1.6,,1.0
45,https://www.basketball-reference.com/players/b/beverpa01.html,Patrick Beverley,SG,29,https://www.basketball-reference.com/teams/LAC/2018.html,LAC,11,334,12.4,.530,.504,.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,.056,-0.3,0.8,0.5,0.5,0.2
46,https://www.basketball-reference.com/players/b/birchkh01.html,Khem Birch,C,25,https://www.basketball-reference.com/teams/ORL/2018.html,ORL,42,578,16.4,.582,.000,.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,.150,-0.7,-0.2,-0.9,-0.9,0.2
47,https://www.basketball-reference.com/players/b/birdja01.html,Jabari Bird,SG,23,https://www.basketball-reference.com/teams/BOS/2018.html,BOS,13,115,12.1,.615,.269,.500,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,.098,-2.7,-0.4,-3.1,-3.1,0.0
48,https://www.basketball-reference.com/players/b/biyombi01.html,Bismack Biyombo,C,25,https://www.basketball-reference.com/teams/ORL/2018.html,ORL,82,1495,14.1,.556,.003,.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,.094,-2.6,0.2,-2.4,,-0.2
49,https://www.basketball-reference.com/players/b/bjeline01.html,Nemanja Bjelica,PF,29,https://www.basketball-reference.com/teams/MIN/2018.html,MIN,67,1371,12.6,.581,.493,.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,.097,-0.1,0.2,0.1,,0.7
50,https://www.basketball-reference.com/players/b/blackta01.html,Tarik Black,C,26,https://www.basketball-reference.com/teams/HOU/2018.html,HOU,51,536,14.3,.582,.087,.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,.136,-3.7,1.2,-2.6,-2.6,-0.1
51,https://www.basketball-reference.com/players/b/blakean01.html,Antonio Blakeney,SG,21,https://www.basketball-reference.com/teams/CHI/2018.html,CHI,19,314,10.1,.471,.364,.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-5.2,-0.3
52,https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,PG,28,,,74,2322,19.7,.582,.364,.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,.116,2.3,0.3,2.5,,2.6
52,https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,PG,28,https://www.basketball-reference.com/teams/PHO/2018.html,PHO,3,83,13.0,.509,.325,.350,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.028,-0.7,-2.4,-3.2,-3.2,0.0
52,https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,PG,28,https://www.basketball-reference.com/teams/MIL/2018.html,MIL,71,2239,20.0,.585,.366,.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,.121,2.4,0.4,2.8,,2.7
53,https://www.basketball-reference.com/players/b/blueva01.html,Vander Blue,SG,25,https://www.basketball-reference.com/teams/LAL/2018.html,LAL,5,45,-1.8,.255,.400,.400,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.103,-7.6,-0.7,-8.4,-8.4,-0.1
54,https://www.basketball-reference.com/players/b/bogdabo01.html,Bogdan Bogdanović,SG,25,https://www.basketball-reference.com/teams/SAC/2018.html,SAC,78,2175,13.5,.556,.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,.064,-0.6,-0.9,-1.5,,0.3
55,https://www.basketball-reference.com/players/b/bogdabo02.html,Bojan Bogdanović,SF,28,https://www.basketball-reference.com/teams/IND/2018.html,IND,80,2464,13.9,.605,.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,.105,0.5,-1.2,-0.7,,0.8
56,https://www.basketball-reference.com/players/b/bogutan01.html,Andrew Bogut,C,33,https://www.basketball-reference.com/teams/LAL/2018.html,LAL,24,216,10.9,.696,.000,.080,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,.094,-4.7,1.9,-2.8,-2.8,-0.1
57,https://www.basketball-reference.com/players/b/bolomjo01.html,Joel Bolomboy,PF,24,https://www.basketball-reference.com/teams/MIL/2018.html,MIL,6,38,11.7,.521,.167,1.000,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,.079,-2.6,-2.4,-5.0,-5.0,0.0
58,https://www.basketball-reference.com/players/b/bookede01.html,Devin Booker,SG,21,https://www.basketball-reference.com/teams/PHO/2018.html,PHO,54,1865,18.1,.561,.364,.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,.063,2.9,-2.0,0.9,,1.4
59,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,30,,,68,1158,14.9,.557,.096,.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,.121,-0.6,0.0,-0.6,,0.4
59,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,30,https://www.basketball-reference.com/teams/BRK/2018.html,BRK,18,395,15.4,.536,.080,.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,.072,-1.1,-0.5,-1.7,-1.7,0.0
59,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,30,https://www.basketball-reference.com/teams/PHI/2018.html,PHI,33,494,14.5,.618,.064,.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,.163,-0.3,0.9,0.7,0.7,0.3
59,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,30,https://www.basketball-reference.com/teams/IND/2018.html,IND,17,269,14.7,.512,.167,.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.2,0.7,.118,-0.3,-0.8,-1.1,-1.1,0.1
60,https://www.basketball-reference.com/players/b/bouchch01.html,Chris Boucher,PF,25,https://www.basketball-reference.com/teams/GSW/2018.html,GSW,1,1,-28.5,.000,1.000,.000,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-21.7,-11.4,-33.1,-33.1,0.0
61,https://www.basketball-reference.com/players/b/bradlav01.html,Avery Bradley,SG,27,,,46,1433,9.6,.496,.325,.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3.0,-1.0,-4.0,,-0.7
61,https://www.basketball-reference.com/players/b/bradlav01.html,Avery Bradley,SG,27,https://www.basketball-reference.com/teams/DET/2018.html,DET,40,1268,9.7,.497,.340,.140,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009,-2.8,-1.1,-3.9,,-0.6
61,https://www.basketball-reference.com/players/b/bradlav01.html,Avery Bradley,SG,27,https://www.basketball-reference.com/teams/LAC/2018.html,LAC,6,165,9.0,.492,.164,.036,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,.009,-4.1,-0.3,-4.4,-4.4,-0.1
62,https://www.basketball-reference.com/players/b/bradlto01.html,Tony Bradley,C,20,https://www.basketball-reference.com/teams/UTA/2018.html,UTA,9,29,9.5,.337,.091,.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,.033,-3.0,-4.5,-7.5,-7.5,0.0
63,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SF-SG,31,,,72,1208,11.2,.534,.348,.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,.091,-3.2,1.9,-1.3,,0.2
63,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SF,31,https://www.basketball-reference.com/teams/LAL/2018.html,LAL,54,694,8.9,.509,.250,.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,-0.2,0.9,0.7,.048,-4.7,1.6,-3.1,-3.1,-0.2
63,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SG,31,https://www.basketball-reference.com/teams/OKC/2018.html,OKC,18,514,14.2,.565,.465,.271,4.2,9.2,6.6,6.7,3.7,1.1,6.4,14.4,0.9,0.7,1.6,.150,-1.2,2.3,1.1,1.1,0.4
64,https://www.basketball-reference.com/players/b/brogdma01.html,Malcolm Brogdon,PG,25,https://www.basketball-reference.com/teams/MIL/2018.html,MIL,48,1436,14.3,.578,.320,.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,.091,-0.1,-1.0,-1.2,,0.3
65,https://www.basketball-reference.com/players/b/brookaa01.html,Aaron Brooks,PG,33,https://www.basketball-reference.com/teams/MIN/2018.html,MIN,32,189,9.8,.508,.449,.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,.033,-2.6,-1.3,-3.8,-3.8,-0.1
66,https://www.basketball-reference.com/players/b/brookdi01.html,Dillon Brooks,SF,22,https://www.basketball-reference.com/teams/MEM/2018.html,MEM,82,2350,9.8,.531,.342,.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,.024,-2.9,-1.1,-4.0,,-1.2
67,https://www.basketball-reference.com/players/b/brookma01.html,MarShon Brooks,SG,29,https://www.basketball-reference.com/teams/MEM/2018.html,MEM,7,193,26.1,.629,.314,.225,4.7,8.0,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,.179,7.5,-0.4,7.1,7.1,0.4
68,https://www.basketball-reference.com/players/b/brownan02.html,Anthony Brown,SF,25,https://www.basketball-reference.com/teams/MIN/2018.html,MIN,1,4,41.9,1.500,1.000,.000,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,0.0,0.0,0.0,.571,26.2,4.3,30.5,30.5,0.0
69,https://www.basketball-reference.com/players/b/brownbo02.html,Bobby Brown,PG,33,https://www.basketball-reference.com/teams/HOU/2018.html,HOU,20,115,5.5,.425,.690,.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.080,-4.9,-2.3,-7.2,-7.2,-0.2
70,https://www.basketball-reference.com/players/b/brownja02.html,Jaylen Brown,SG,21,https://www.basketball-reference.com/teams/BOS/2018.html,BOS,70,2152,13.6,.562,.381,.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,.100,-0.8,0.3,-0.5,,0.8
71,https://www.basketball-reference.com/players/b/brownlo01.html,Lorenzo Brown,PG,27,https://www.basketball-reference.com/teams/TOR/2018.html,TOR,14,139,8.2,.459,.353,.059,0.8,11.1,6.0,12.4,1.8,0.0,7.9,11.9,0.0,0.1,0.2,.060,-3.9,1.5,-2.5,-2.5,0.0
72,https://www.basketball-reference.com/players/b/brownma02.html,Markel Brown,SG,26,https://www.basketball-reference.com/teams/HOU/2018.html,HOU,4,31,-1.2,.357,.714,.000,3.7,14.4,9.1,8.7,0.0,0.0,22.2,12.8,-0.1,0.0,0.0,-0.063,-8.8,-2.0,-10.8,-10.8,-0.1
73,https://www.basketball-reference.com/players/b/brownst02.html,Sterling Brown,SG,22,https://www.basketball-reference.com/teams/MIL/2018.html,MIL,54,776,9.1,.503,.444,.117,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,.043,-2.8,-0.2,-3.1,-3.1,-0.2
74,https://www.basketball-reference.com/players/b/brussni01.html,Nicolás Brussino,SF,24,https://www.basketball-reference.com/teams/ATL/2018.html,ATL,4,10,-4.6,.000,1.000,.000,0.0,33.5,16.7,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.180,-8.1,-3.2,-11.3,-11.3,0.0
