Rk,Player_URL,Player,Pos,Age,Tm_URL,Tm,G,MP,PER,TS_,ThreePAr,FTr,ORB_,DRB_,TRB_,AST_,STL_,BLK_,TOV_,USG_,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,BPM1,VORP
12,https://www.basketball-reference.com/players/a/amundlo01.html,Lou Amundson,PF,28,https://www.basketball-reference.com/teams/GSW/2011.html,GSW,46,691,11.5,.452,.000,.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,0.2,0.5,0.6,.044,-3.1,-1.4,-4.5,-4.5,-0.4
13,https://www.basketball-reference.com/players/a/anderch01.html,Chris Andersen,C,32,https://www.basketball-reference.com/teams/DEN/2011.html,DEN,45,732,19.0,.636,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,1.9,1.2,3.2,.207,1.2,1.8,3.0,3.0,0.9
14,https://www.basketball-reference.com/players/a/anderda03.html,David Andersen,PF,30,,,40,373,10.9,.513,.190,.182,6.4,21.0,13.6,5.6,0.7,2.0,14.4,19.1,-0.1,0.3,0.3,.032,-2.8,-0.7,-3.4,-3.4,-0.1
14,https://www.basketball-reference.com/players/a/anderda03.html,David Andersen,PF,30,https://www.basketball-reference.com/teams/TOR/2011.html,TOR,11,150,13.8,.559,.213,.149,6.2,21.1,13.4,7.3,1.0,1.5,13.8,17.3,0.1,0.1,0.2,.063,0.0,-0.5,-0.5,-0.5,0.1
14,https://www.basketball-reference.com/players/a/anderda03.html,David Andersen,PF,30,https://www.basketball-reference.com/teams/NOH/2011.html,NOH,29,223,8.9,.484,.176,.203,6.5,20.9,13.6,4.5,0.5,2.2,14.8,20.2,-0.2,0.3,0.1,.012,-4.6,-0.8,-5.4,-5.4,-0.2
15,https://www.basketball-reference.com/players/a/anderja01.html,James Anderson,SF,21,https://www.basketball-reference.com/teams/SAS/2011.html,SAS,26,286,8.5,.529,.568,.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,0.1,0.2,0.3,.051,-1.1,-0.6,-1.7,-1.7,0.0
16,https://www.basketball-reference.com/players/a/anderry01.html,Ryan Anderson,PF,22,https://www.basketball-reference.com/teams/ORL/2011.html,ORL,64,1424,19.0,.591,.650,.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,4.0,2.5,6.4,.216,4.2,0.4,4.6,,2.4
17,https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,SF,26,,,77,2751,21.7,.557,.167,.403,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,5.4,2.5,7.9,.138,3.2,-1.2,1.9,,2.7
17,https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,SF,26,https://www.basketball-reference.com/teams/DEN/2011.html,DEN,50,1774,21.2,.547,.130,.431,5.2,19.3,12.4,14.3,1.2,1.3,11.0,32.5,2.8,1.9,4.7,.127,2.4,-1.0,1.4,,1.5
17,https://www.basketball-reference.com/players/a/anthoca01.html,Carmelo Anthony,SF,26,https://www.basketball-reference.com/teams/NYK/2011.html,NYK,27,977,22.8,.575,.233,.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31.0,2.6,0.6,3.2,.157,4.6,-1.7,2.9,,1.2
18,https://www.basketball-reference.com/players/a/anthojo01.html,Joel Anthony,C,28,https://www.basketball-reference.com/teams/MIA/2011.html,MIA,75,1463,7.3,.583,.000,.737,9.0,12.4,10.8,2.2,0.4,5.0,21.5,5.3,1.2,2.1,3.3,.107,-3.2,1.6,-1.6,,0.2
19,https://www.basketball-reference.com/players/a/arenagi01.html,Gilbert Arenas,PG,29,,,70,1796,10.8,.471,.446,.208,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,-1.6,2.2,0.5,.014,-2.2,-0.3,-2.4,,-0.2
19,https://www.basketball-reference.com/players/a/arenagi01.html,Gilbert Arenas,PG,29,https://www.basketball-reference.com/teams/WAS/2011.html,WAS,21,726,14.0,.505,.439,.203,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,0.0,0.4,0.4,.025,0.4,-1.2,-0.8,-0.8,0.2
19,https://www.basketball-reference.com/players/a/arenagi01.html,Gilbert Arenas,PG,29,https://www.basketball-reference.com/teams/ORL/2011.html,ORL,49,1070,8.6,.444,.450,.213,1.8,11.0,6.5,23.8,2.2,0.7,19.3,23.7,-1.6,1.7,0.2,.007,-3.9,0.3,-3.6,-3.6,-0.4
20,https://www.basketball-reference.com/players/a/arizatr01.html,Trevor Ariza,SF,25,https://www.basketball-reference.com/teams/NOH/2011.html,NOH,75,2600,11.3,.487,.356,.259,2.8,16.4,9.5,10.0,2.5,1.0,12.2,17.7,-0.4,3.8,3.4,.062,-1.7,1.3,-0.4,,1.0
21,https://www.basketball-reference.com/players/a/armsthi01.html,Hilton Armstrong,C,26,,,53,488,8.8,.508,.053,.434,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,-0.1,0.6,0.5,.045,-4.7,1.0,-3.7,-3.7,-0.2
21,https://www.basketball-reference.com/players/a/armsthi01.html,Hilton Armstrong,C,26,https://www.basketball-reference.com/teams/WAS/2011.html,WAS,41,412,8.6,.519,.047,.359,10.4,21.5,15.8,3.5,1.9,3.0,25.2,10.6,-0.1,0.4,0.4,.043,-5.0,0.9,-4.2,-4.2,-0.2
21,https://www.basketball-reference.com/players/a/armsthi01.html,Hilton Armstrong,C,26,https://www.basketball-reference.com/teams/ATL/2011.html,ATL,12,76,10.1,.457,.083,.833,4.8,22.0,13.5,7.8,2.1,5.0,15.5,12.1,-0.1,0.1,0.1,.054,-3.2,2.0,-1.2,-1.2,0.0
22,https://www.basketball-reference.com/players/a/arroyca01.html,Carlos Arroyo,PG,31,,,64,1185,9.0,.528,.253,.172,2.2,7.9,5.2,15.8,0.9,0.1,17.0,14.0,0.5,1.1,1.7,.068,-2.1,-0.2,-2.3,-2.3,-0.1
22,https://www.basketball-reference.com/players/a/arroyca01.html,Carlos Arroyo,PG,31,https://www.basketball-reference.com/teams/MIA/2011.html,MIA,49,995,9.5,.541,.269,.147,1.6,7.5,4.8,15.3,0.7,0.1,14.5,13.9,0.8,0.9,1.6,.078,-1.7,-0.5,-2.2,-2.2,0.0
22,https://www.basketball-reference.com/players/a/arroyca01.html,Carlos Arroyo,PG,31,https://www.basketball-reference.com/teams/BOS/2011.html,BOS,15,190,6.7,.447,.143,.343,4.8,9.8,7.4,18.6,2.0,0.0,29.7,14.5,-0.2,0.3,0.1,.016,-4.1,1.0,-3.0,-3.0,-0.1
23,https://www.basketball-reference.com/players/a/arthuda01.html,Darrell Arthur,PF,22,https://www.basketball-reference.com/teams/MEM/2011.html,MEM,80,1609,15.7,.534,.010,.215,8.5,17.0,12.7,5.4,1.7,3.2,11.4,21.6,1.5,2.2,3.8,.113,-1.8,0.2,-1.6,,0.2
24,https://www.basketball-reference.com/players/a/asikom01.html,Ömer Aşık,C,24,https://www.basketball-reference.com/teams/CHI/2011.html,CHI,82,989,11.8,.559,.000,1.028,13.7,22.3,18.1,4.7,1.1,4.3,23.8,12.5,0.5,2.2,2.7,.130,-3.6,1.8,-1.8,,0.1
25,https://www.basketball-reference.com/players/a/augusdj01.html,D.J. Augustin,PG,23,https://www.basketball-reference.com/teams/CHA/2011.html,CHA,82,2757,15.9,.541,.348,.310,1.7,8.3,4.9,31.1,1.0,0.1,12.5,21.2,4.9,1.3,6.2,.108,1.7,-1.6,0.1,,1.5
26,https://www.basketball-reference.com/players/b/babbilu01.html,Luke Babbitt,SF,21,https://www.basketball-reference.com/teams/POR/2011.html,POR,24,137,1.0,.305,.291,.164,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,-0.6,0.1,-0.4,-0.143,-8.3,-2.5,-10.8,-10.8,-0.3
27,https://www.basketball-reference.com/players/b/balkmre01.html,Renaldo Balkman,SF,26,,,8,62,9.3,.542,.154,.308,3.7,9.1,6.5,4.7,3.2,2.4,6.3,11.3,0.1,0.1,0.1,.114,-5.0,0.9,-4.1,-4.1,0.0
27,https://www.basketball-reference.com/players/b/balkmre01.html,Renaldo Balkman,SF,26,https://www.basketball-reference.com/teams/DEN/2011.html,DEN,5,44,12.8,.604,.000,.444,2.7,7.6,5.2,6.6,3.4,3.4,0.0,10.9,0.1,0.1,0.2,.182,-3.6,2.1,-1.5,-1.5,0.0
27,https://www.basketball-reference.com/players/b/balkmre01.html,Renaldo Balkman,SF,26,https://www.basketball-reference.com/teams/NYK/2011.html,NYK,3,18,0.7,.375,.500,.000,6.3,12.8,9.5,0.0,2.8,0.0,20.0,12.3,0.0,0.0,0.0,-0.050,-8.6,-1.9,-10.5,-10.5,0.0
28,https://www.basketball-reference.com/players/b/banksma01.html,Marcus Banks,PG,29,https://www.basketball-reference.com/teams/TOR/2011.html,TOR,3,22,6.8,.543,.000,4.000,0.0,5.5,2.7,17.2,2.3,0.0,26.6,15.3,0.0,0.0,0.0,.011,-6.6,0.1,-6.5,-6.5,0.0
29,https://www.basketball-reference.com/players/b/barbole01.html,Leandro Barbosa,SG,28,https://www.basketball-reference.com/teams/TOR/2011.html,TOR,58,1395,15.3,.539,.326,.210,1.2,7.4,4.2,14.6,1.9,0.3,10.5,25.6,1.4,0.1,1.5,.052,0.4,-1.7,-1.3,,0.2
30,https://www.basketball-reference.com/players/b/bareajo01.html,J.J. Barea,PG,26,https://www.basketball-reference.com/teams/DAL/2011.html,DAL,81,1669,14.8,.535,.291,.242,2.1,8.8,5.6,31.2,0.9,0.0,15.9,23.9,1.9,1.4,3.2,.093,0.5,-1.0,-0.5,,0.6
31,https://www.basketball-reference.com/players/b/bargnan01.html,Andrea Bargnani,C,25,https://www.basketball-reference.com/teams/TOR/2011.html,TOR,66,2353,16.4,.533,.190,.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,.052,1.2,-2.6,-1.4,,0.4
32,https://www.basketball-reference.com/players/b/barnema02.html,Matt Barnes,SF,30,https://www.basketball-reference.com/teams/LAL/2011.html,LAL,53,1020,14.6,.569,.384,.276,8.4,16.7,12.7,10.5,2.0,1.6,15.6,16.6,1.4,1.6,3.0,.142,-0.5,1.0,0.6,0.6,0.7
33,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,29,,,21,305,6.2,.361,.000,.242,12.1,17.2,14.6,5.8,1.4,1.5,12.7,18.9,-0.6,0.3,-0.2,-0.039,-6.3,-1.9,-8.1,-8.1,-0.5
33,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,29,https://www.basketball-reference.com/teams/PHO/2011.html,PHO,12,183,1.5,.301,.000,.392,10.1,15.2,12.6,3.0,1.7,1.6,15.5,17.5,-0.5,0.1,-0.4,-0.106,-9.1,-2.4,-11.5,-11.5,-0.4
33,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,29,https://www.basketball-reference.com/teams/MIL/2011.html,MIL,7,85,17.3,.475,.000,.054,16.0,14.1,15.1,9.2,1.3,1.9,5.0,22.0,0.1,0.1,0.2,.130,0.6,-0.6,0.0,0.0,0.0
33,https://www.basketball-reference.com/players/b/barroea01.html,Earl Barron,C,29,https://www.basketball-reference.com/teams/POR/2011.html,POR,2,37,3.8,.295,.000,.182,12.7,34.6,23.1,12.2,0.0,0.0,20.2,18.8,-0.1,0.0,-0.1,-0.093,-8.0,-2.3,-10.4,-10.4,-0.1
34,https://www.basketball-reference.com/players/b/bassbr01.html,Brandon Bass,PF,25,https://www.basketball-reference.com/teams/ORL/2011.html,ORL,76,1980,15.9,.571,.003,.361,8.1,16.7,12.5,5.0,0.7,2.0,11.5,19.8,3.2,3.1,6.3,.153,-0.3,0.5,0.2,,1.1
35,https://www.basketball-reference.com/players/b/battito01.html,Tony Battie,C,34,https://www.basketball-reference.com/teams/PHI/2011.html,PHI,38,377,9.5,.489,.031,.146,5.2,25.1,15.1,4.8,0.7,3.0,10.5,13.9,0.0,0.6,0.6,.075,-4.1,0.8,-3.3,-3.3,-0.1
36,https://www.basketball-reference.com/players/b/battish01.html,Shane Battier,SF,32,,,82,2375,12.3,.567,.525,.183,4.4,13.7,9.0,11.1,1.5,2.4,12.6,11.7,2.9,2.2,5.1,.103,0.6,0.9,1.4,,2.0
36,https://www.basketball-reference.com/players/b/battish01.html,Shane Battier,SF,32,https://www.basketball-reference.com/teams/HOU/2011.html,HOU,59,1818,12.9,.577,.551,.186,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,2.3,1.7,4.0,.105,0.8,1.1,1.9,,1.8
36,https://www.basketball-reference.com/players/b/battish01.html,Shane Battier,SF,32,https://www.basketball-reference.com/teams/MEM/2011.html,MEM,23,557,10.6,.530,.416,.168,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,0.5,0.6,1.1,.097,-0.3,0.2,-0.1,-0.1,0.3
37,https://www.basketball-reference.com/players/b/batumni01.html,Nicolas Batum,SF,22,https://www.basketball-reference.com/teams/POR/2011.html,POR,80,2522,14.8,.563,.424,.203,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,4.4,2.3,6.6,.126,1.1,0.0,1.1,,2.0
38,https://www.basketball-reference.com/players/b/bayleje01.html,Jerryd Bayless,PG,22,,,71,1496,14.1,.536,.282,.398,2.0,11.3,6.6,27.6,1.3,0.3,17.3,22.1,1.4,0.3,1.6,.053,0.1,-1.9,-1.8,,0.1
38,https://www.basketball-reference.com/players/b/bayleje01.html,Jerryd Bayless,PG,22,https://www.basketball-reference.com/teams/NOH/2011.html,NOH,11,149,7.2,.443,.286,.347,1.6,10.7,6.1,29.9,0.7,0.6,23.1,23.5,-0.3,0.1,-0.2,-0.050,-4.8,-2.5,-7.3,-7.3,-0.2
38,https://www.basketball-reference.com/players/b/bayleje01.html,Jerryd Bayless,PG,22,https://www.basketball-reference.com/teams/TOR/2011.html,TOR,60,1347,14.9,.545,.282,.404,2.1,11.4,6.6,27.4,1.4,0.2,16.6,22.0,1.7,0.1,1.8,.064,0.6,-1.8,-1.2,,0.3
39,https://www.basketball-reference.com/players/b/beaslmi01.html,Michael Beasley,SF,22,https://www.basketball-reference.com/teams/MIN/2011.html,MIN,73,2361,15.5,.510,.132,.234,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.7,1.0,1.7,.035,0.0,-1.8,-1.8,,0.1
40,https://www.basketball-reference.com/players/b/beaubro01.html,Rodrigue Beaubois,PG,22,https://www.basketball-reference.com/teams/DAL/2011.html,DAL,28,496,11.4,.500,.372,.135,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,-0.4,0.7,0.2,.022,-3.2,0.5,-2.7,-2.7,-0.1
41,https://www.basketball-reference.com/players/b/belinma01.html,Marco Belinelli,SG,24,https://www.basketball-reference.com/teams/NOH/2011.html,NOH,80,1957,12.1,.560,.469,.181,1.1,8.4,4.7,8.0,1.1,0.3,9.4,20.0,1.9,1.5,3.4,.084,0.2,-0.8,-0.6,,0.7
42,https://www.basketball-reference.com/players/b/bellch01.html,Charlie Bell,SG,31,https://www.basketball-reference.com/teams/GSW/2011.html,GSW,19,171,4.7,.357,.488,.093,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,-0.2,0.0,-0.1,-0.040,-4.2,-0.8,-5.0,-5.0,-0.1
43,https://www.basketball-reference.com/players/b/bellra01.html,Raja Bell,SG,34,https://www.basketball-reference.com/teams/UTA/2011.html,UTA,68,2097,8.2,.528,.413,.218,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,1.2,0.5,1.7,.040,-2.4,-0.7,-3.1,,-0.6
44,https://www.basketball-reference.com/players/b/bibbymi01.html,Mike Bibby,PG,32,,,80,2285,10.9,.570,.604,.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,2.2,1.8,4.0,.085,-0.6,-0.4,-0.9,,0.6
44,https://www.basketball-reference.com/players/b/bibbymi01.html,Mike Bibby,PG,32,https://www.basketball-reference.com/teams/ATL/2011.html,ATL,56,1674,11.7,.570,.580,.104,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15.0,1.9,1.2,3.1,.089,-0.3,-0.3,-0.6,,0.6
44,https://www.basketball-reference.com/players/b/bibbymi01.html,Mike Bibby,PG,32,https://www.basketball-reference.com/teams/WAS/2011.html,WAS,2,29,1.1,.111,.444,.000,0.0,12.2,5.9,37.8,1.8,0.0,10.0,15.2,-0.1,0.0,-0.1,-0.161,-8.4,-0.7,-9.1,-9.1,-0.1
44,https://www.basketball-reference.com/players/b/bibbymi01.html,Mike Bibby,PG,32,https://www.basketball-reference.com/teams/MIA/2011.html,MIA,22,582,9.0,.601,.698,.127,0.4,9.1,5.0,14.1,1.0,0.4,19.4,13.3,0.4,0.6,1.0,.084,-1.0,-0.5,-1.5,-1.5,0.1
45,https://www.basketball-reference.com/players/b/biedran01.html,Andris Biedriņš,C,24,https://www.basketball-reference.com/teams/GSW/2011.html,GSW,59,1397,12.1,.526,.000,.117,11.5,23.3,17.3,6.0,1.9,2.8,16.9,10.6,1.1,1.5,2.6,.088,-2.5,0.2,-2.3,-2.3,-0.1
46,https://www.basketball-reference.com/players/b/billuch01.html,Chauncey Billups,PG,34,,,72,2310,18.7,.617,.457,.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,6.6,1.4,8.0,.166,3.7,-1.2,2.6,,2.7
46,https://www.basketball-reference.com/players/b/billuch01.html,Chauncey Billups,PG,34,https://www.basketball-reference.com/teams/DEN/2011.html,DEN,51,1646,18.6,.634,.444,.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,4.7,1.1,5.8,.171,3.8,-0.9,2.9,,2.1
46,https://www.basketball-reference.com/players/b/billuch01.html,Chauncey Billups,PG,34,https://www.basketball-reference.com/teams/NYK/2011.html,NYK,21,664,19.1,.582,.484,.512,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,1.9,0.2,2.1,.155,3.4,-1.8,1.6,1.6,0.6
47,https://www.basketball-reference.com/players/b/blairde01.html,DeJuan Blair,PF,21,https://www.basketball-reference.com/teams/SAS/2011.html,SAS,81,1734,17.1,.524,.003,.235,14.8,22.9,18.9,7.1,2.8,1.7,14.9,20.1,1.5,3.2,4.8,.132,-1.2,0.7,-0.5,,0.7
48,https://www.basketball-reference.com/players/b/blakest01.html,Steve Blake,PG,30,https://www.basketball-reference.com/teams/LAL/2011.html,LAL,79,1581,7.5,.500,.631,.098,1.4,9.5,5.6,15.0,1.3,0.1,18.6,11.3,0.3,1.5,1.8,.055,-2.6,0.2,-2.3,,-0.1
49,https://www.basketball-reference.com/players/b/blatcan01.html,Andray Blatche,PF,24,https://www.basketball-reference.com/teams/WAS/2011.html,WAS,64,2172,16.9,.497,.019,.296,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,0.3,2.1,2.4,.053,-0.3,-0.5,-0.9,,0.6
50,https://www.basketball-reference.com/players/b/bledser01.html,Eric Bledsoe,PG,21,https://www.basketball-reference.com/teams/LAC/2011.html,LAC,81,1841,10.8,.499,.239,.274,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,-1.3,1.6,0.3,.008,-2.4,0.2,-2.2,,-0.1
51,https://www.basketball-reference.com/players/b/boganke01.html,Keith Bogans,SG,30,https://www.basketball-reference.com/teams/CHI/2011.html,CHI,82,1461,9.0,.559,.772,.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,1.4,2.2,3.6,.118,-1.5,1.4,-0.2,,0.7
52,https://www.basketball-reference.com/players/b/bogutan01.html,Andrew Bogut,C,26,https://www.basketball-reference.com/teams/MIL/2011.html,MIL,65,2297,16.7,.496,.005,.292,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,0.3,5.1,5.4,.112,-1.0,2.4,1.3,,1.9
53,https://www.basketball-reference.com/players/b/bonnema01.html,Matt Bonner,PF,30,https://www.basketball-reference.com/teams/SAS/2011.html,SAS,66,1432,13.5,.617,.620,.116,5.0,14.2,9.7,6.2,0.9,1.0,6.5,13.4,3.0,1.4,4.4,.147,1.7,0.2,1.9,1.9,1.4
54,https://www.basketball-reference.com/players/b/booketr01.html,Trevor Booker,PF,23,https://www.basketball-reference.com/teams/WAS/2011.html,WAS,65,1063,15.3,.582,.004,.399,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,1.8,0.8,2.6,.119,-0.6,-0.3,-0.9,-0.9,0.3
55,https://www.basketball-reference.com/players/b/boozeca01.html,Carlos Boozer,C,29,https://www.basketball-reference.com/teams/CHI/2011.html,CHI,59,1882,18.8,.542,.000,.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,.149,0.2,0.8,1.0,,1.4
56,https://www.basketball-reference.com/players/b/boshch01.html,Chris Bosh,PF,26,https://www.basketball-reference.com/teams/MIA/2011.html,MIA,77,2795,19.4,.569,.024,.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,.177,1.4,-0.2,1.3,,2.3
57,https://www.basketball-reference.com/players/b/boykiea01.html,Earl Boykins,PG,34,https://www.basketball-reference.com/teams/MIL/2011.html,MIL,57,862,17.6,.526,.202,.233,2.0,5.6,3.7,30.9,2.4,0.3,11.8,23.9,1.1,1.1,2.3,.125,2.1,0.4,2.4,2.4,1.0
58,https://www.basketball-reference.com/players/b/brackcr01.html,Craig Brackins,PF,23,https://www.basketball-reference.com/teams/PHI/2011.html,PHI,3,33,0.1,.250,.313,.000,7.0,7.0,7.0,4.6,1.6,0.0,0.0,22.3,-0.1,0.0,-0.1,-0.154,-8.4,-4.1,-12.5,-12.5,-0.1
59,https://www.basketball-reference.com/players/b/bradlav01.html,Avery Bradley,PG,20,https://www.basketball-reference.com/teams/BOS/2011.html,BOS,31,162,2.2,.360,.075,.179,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,-0.8,0.3,-0.5,-0.139,-10.8,-0.3,-11.1,-11.1,-0.4
60,https://www.basketball-reference.com/players/b/brandel01.html,Elton Brand,PF,31,https://www.basketball-reference.com/teams/PHI/2011.html,PHI,81,2809,18.5,.553,.001,.278,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,5.1,4.4,9.4,.161,0.7,0.6,1.3,,2.4
61,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SF-SG,24,,,69,1510,11.0,.482,.230,.393,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,-0.1,1.3,1.1,.036,-3.5,1.2,-2.3,,-0.1
61,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SF,24,https://www.basketball-reference.com/teams/MIN/2011.html,MIN,56,1362,10.3,.471,.227,.391,3.6,9.0,6.2,8.6,3.3,0.8,13.1,18.4,-0.4,1.0,0.6,.023,-3.8,1.0,-2.8,,-0.3
61,https://www.basketball-reference.com/players/b/breweco01.html,Corey Brewer,SG,24,https://www.basketball-reference.com/teams/DAL/2011.html,DAL,13,148,17.6,.573,.255,.412,9.9,8.4,9.1,13.3,3.9,1.0,14.2,22.2,0.3,0.3,0.5,.163,-0.8,2.6,1.8,1.8,0.1
62,https://www.basketball-reference.com/players/b/brewero02.html,Ronnie Brewer,SG,25,https://www.basketball-reference.com/teams/CHI/2011.html,CHI,81,1781,13.8,.518,.063,.311,3.7,13.2,8.6,12.1,3.2,0.9,10.2,13.9,1.7,3.8,5.4,.147,-1.3,3.7,2.4,,2.0
