Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
128,"T.J. Warren, PHX",66,31.0,.539,7.4,5.6,18.1,6.5,11.7,9.0,15.64,15.64,157.1,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2982334,T.J. Warren
129,"Will Barton, DEN",60,28.4,.547,19.6,9.2,21.1,3.8,12.9,8.4,15.55,15.55,128.6,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
130,"Tyreke Evans, NO/SAC",40,19.7,.501,20.8,10.2,26.8,1.8,17.2,9.5,15.53,15.53,59.2,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3983,Tyreke Evans
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Seth Curry, DAL",70,29.0,.601,18.3,9.0,18.6,1.4,9.3,5.1,15.52,15.52,152.0,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2326307,Seth Curry
132,"Lucas Nogueira, TOR",57,19.1,.682,15.4,16.8,9.2,8.5,16.8,12.7,15.51,15.51,79.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3032980,Lucas Nogueira
133,"Marcin Gortat, WSH",82,31.2,.593,12.3,12.1,14.0,10.6,26.8,18.7,15.48,15.48,186.1,6.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2758,Marcin Gortat
134,"Ty Lawson, SAC",69,25.1,.551,30.9,11.9,20.2,3.0,9.0,6.0,15.42,15.42,114.2,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4000,Ty Lawson
135,"Darren Collison, SAC",68,30.3,.570,25.7,9.4,19.9,1.3,7.1,4.3,15.37,15.37,134.5,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3973,Darren Collison
136,"D'Angelo Russell, LAL",63,28.7,.518,21.2,12.3,26.5,1.8,11.9,6.7,15.36,15.36,117.9,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3136776,D'Angelo Russell
137,"John Henson, MIL",58,19.4,.550,12.3,11.2,15.5,9.7,20.8,15.3,15.35,15.35,79.5,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6592,John Henson
138,"Cristiano Felicio, CHI",66,15.8,.603,11.9,9.9,12.0,12.8,19.5,16.1,15.34,15.34,59.7,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3113587,Cristiano Felicio
139,"Kelly Olynyk, BOS",75,20.5,.603,18.4,11.9,18.3,5.3,20.7,13.1,15.32,15.32,108.4,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2489663,Kelly Olynyk
,"Tristan Thompson, CLE",78,29.9,.594,11.5,9.5,10.7,13.9,19.6,16.9,15.32,15.32,164.4,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Chris McCullough, BKN/WSH",16,5.0,.526,5.1,7.7,18.5,12.1,13.2,12.6,15.28,15.28,4.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3153165,Chris McCullough
,"Patty Mills, SA",80,21.9,.578,26.9,9.7,19.9,1.6,7.4,4.6,15.28,15.28,112.0,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
143,"Tim Hardaway Jr., ATL",79,27.3,.568,14.1,8.2,21.5,1.8,9.5,5.7,15.26,15.26,152.9,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2528210,Tim Hardaway Jr.
144,"Joakim Noah, NY",46,22.1,.491,25.9,14.6,13.0,17.1,25.7,21.4,15.25,15.25,70.5,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3224,Joakim Noah
145,"Christian Wood, CHA",13,8.2,.591,5.2,18.1,14.1,14.3,15.5,14.9,15.10,15.10,5.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3058254,Christian Wood
146,"Tarik Black, LAL",67,16.3,.562,8.9,13.2,14.8,13.8,20.7,17.1,15.09,15.09,73.2,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2528393,Tarik Black
147,"Khris Middleton, MIL",29,30.7,.570,18.4,12.1,21.7,1.5,14.4,8.0,15.07,15.07,60.7,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6609,Khris Middleton
,"Taj Gibson, CHI/OKC",78,25.5,.543,7.6,11.0,18.3,8.6,18.0,13.2,15.07,15.07,105.9,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
149,"Tiago Splitter, PHI",8,9.5,.544,8.7,13.1,22.2,11.6,20.3,15.9,15.06,15.06,5.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3233,Tiago Splitter
150,"Alex Len, PHX",77,20.3,.553,6.3,14.6,16.5,10.6,25.3,17.8,15.04,15.04,103.3,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Amir Johnson, BOS",80,20.1,.628,22.2,12.2,13.3,8.3,17.0,12.7,15.03,15.03,84.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
152,"Shabazz Muhammad, MIN",78,19.4,.566,4.5,7.2,20.1,6.4,10.6,8.5,15.00,15.00,101.9,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2993875,Shabazz Muhammad
,"Delon Wright, TOR",27,16.5,.535,25.7,11.3,16.8,4.1,8.1,6.1,15.00,15.00,26.6,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3064447,Delon Wright
,"Wilson Chandler, DEN",71,30.9,.545,11.0,8.9,21.2,5.2,17.8,11.6,15.00,15.00,147.4,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
155,"Jae Crowder, BOS",72,32.4,.613,14.8,7.6,16.1,2.3,17.3,9.9,14.99,14.99,156.5,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
,"Bobby Portis, CHI",64,15.6,.545,7.4,7.8,18.2,8.0,24.0,15.9,14.99,14.99,52.1,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3064482,Bobby Portis
157,"Thaddeus Young, IND",74,30.2,.562,13.0,10.1,15.5,6.7,15.7,11.2,14.96,14.96,115.7,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3244,Thaddeus Young
158,"Reggie Jackson, DET",52,27.4,.510,24.1,10.2,26.9,1.6,7.4,4.4,14.94,14.94,83.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
159,"Johnny O'Bryant III, DEN/CHA",11,7.3,.582,13.4,13.4,17.4,12.4,13.8,13.1,14.93,14.93,4.1,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2581084,Johnny O'Bryant III
160,"Malcolm Brogdon, MIL",75,26.4,.555,28.3,10.1,18.7,2.8,9.6,6.3,14.90,14.90,130.3,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2566769,Malcolm Brogdon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"Jahlil Okafor, PHI",50,22.7,.546,8.4,13.2,22.5,7.9,15.5,11.7,14.88,14.88,72.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3135048,Jahlil Okafor
162,"JJ Redick, LAC",78,28.2,.599,9.3,8.3,20.4,0.6,7.9,4.4,14.87,14.87,143.3,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3024,JJ Redick
163,"Salah Mejri, DAL",73,12.4,.650,6.4,18.4,9.7,11.9,28.4,19.8,14.86,14.86,57.5,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2968458,Salah Mejri
164,"Ish Smith, DET",81,24.1,.477,31.6,8.5,21.7,1.1,12.4,6.6,14.79,14.79,110.5,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
165,"Dahntay Jones, CLE",1,12.0,.461,8.5,8.5,37.1,9.5,8.9,9.2,14.78,14.78,0.8,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
166,"Anthony Bennett, BKN",23,11.5,.533,9.1,9.1,17.9,10.2,21.0,15.6,14.72,14.72,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991473,Anthony Bennett
167,"Zach LaVine, MIN",47,37.2,.576,14.0,8.5,21.0,1.2,9.5,5.3,14.69,14.69,96.4,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3064440,Zach LaVine
168,"Ersan Ilyasova, ATL/PHI/OKC",82,26.1,.546,11.3,9.3,18.8,0.0,0.0,0.0,14.65,14.65,100.8,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
169,"Devin Booker, PHX",78,35.0,.531,12.6,11.3,27.5,1.8,8.3,5.0,14.64,14.64,168.9,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3136193,Devin Booker
170,"Bruno Caboclo, TOR",9,4.4,.438,18.2,9.1,19.7,14.2,14.1,14.1,14.62,14.62,2.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3113297,Bruno Caboclo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"Dion Waiters, MIA",46,30.1,.507,19.6,10.1,26.0,1.4,10.9,6.1,14.61,14.61,84.8,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6628,Dion Waiters
172,"Nikola Mirotic, CHI",70,24.0,.546,9.0,9.6,18.9,3.9,20.9,12.3,14.54,14.54,76.1,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6459,Nikola Mirotic
173,"Avery Bradley, BOS",55,33.4,.548,11.9,8.6,20.5,4.0,16.2,10.1,14.52,14.52,110.0,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
,"Aaron Gordon, ORL",80,28.7,.530,12.5,7.4,19.1,5.3,14.1,9.6,14.52,14.52,103.4,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3064290,Aaron Gordon
175,"Robin Lopez, CHI",81,28.0,.511,8.1,9.2,16.7,11.5,13.2,12.3,14.47,14.47,131.0,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3447,Robin Lopez
,"Kevin Seraphin, IND",49,11.4,.559,8.9,11.2,17.6,8.3,20.0,14.3,14.47,14.47,32.3,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
177,"Adreian Payne, MIN",18,7.5,.505,9.0,10.3,21.9,7.7,21.0,14.3,14.44,14.44,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2531100,Adreian Payne
178,"Mike Muscala, ATL",70,17.7,.596,18.4,10.8,14.5,6.9,14.3,10.6,14.43,14.43,54.2,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2490089,Mike Muscala
,"Jordan Farmar, SAC",2,17.5,.500,37.5,12.5,20.9,3.3,6.5,5.0,14.43,14.43,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3002,Jordan Farmar
180,"Andre Iguodala, GS",76,26.3,.624,33.5,7.4,11.7,3.0,13.1,8.3,14.37,14.37,115.3,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2386,Andre Iguodala
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"Michael Kidd-Gilchrist, CHA",81,29.0,.528,13.1,6.4,13.7,7.3,19.3,13.2,14.30,14.30,133.1,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6601,Michael Kidd-Gilchrist
182,"Jon Leuer, DET",75,25.9,.551,12.7,7.6,16.7,5.5,17.5,11.3,14.21,14.21,78.7,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6452,Jon Leuer
183,"Gorgui Dieng, MIN",82,32.4,.555,15.8,10.7,13.7,8.1,20.5,14.2,14.19,14.19,106.4,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2534781,Gorgui Dieng
184,"Ian Mahinmi, WSH",31,17.9,.601,9.6,17.3,13.2,9.6,20.8,15.2,14.15,14.15,29.4,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
185,"Nick Young, LAL",60,25.9,.588,7.6,4.7,18.3,1.7,8.2,4.8,14.12,14.12,84.0,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
186,"Norman Powell, TOR",76,18.0,.552,11.3,9.6,20.0,2.2,11.8,7.0,14.09,14.09,73.2,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2595516,Norman Powell
187,"Thon Maker, MIL",57,9.9,.558,9.5,7.0,16.5,8.4,15.2,11.8,14.08,14.08,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4017843,Thon Maker
188,"Jarrod Uthoff, DAL",9,12.8,.487,17.0,5.7,17.2,7.7,15.9,11.6,14.06,14.06,5.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2579293,Jarrod Uthoff
189,"Deron Williams, CLE/DAL",64,25.9,.541,31.4,12.0,18.7,0.9,9.4,5.1,14.02,14.02,74.7,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2798,Deron Williams
190,"Evan Fournier, ORL",68,32.9,.555,14.5,10.1,22.5,2.1,8.3,5.1,13.99,13.99,116.4,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Justin Anderson, DAL/PHI",75,16.4,.538,10.5,10.5,21.6,6.2,16.7,11.3,13.96,13.96,63.4,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2982340,Justin Anderson
,"Luis Scola, BKN",36,12.8,.550,15.5,14.3,17.7,11.9,19.9,16.0,13.96,13.96,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1781,Luis Scola
193,"Manu Ginobili, SA",69,18.7,.532,23.9,12.5,20.4,2.5,11.1,6.9,13.94,13.94,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=272,Manu Ginobili
194,"Tyus Jones, MIN",60,12.9,.523,39.6,9.6,15.2,1.5,8.7,5.0,13.86,13.86,33.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3135046,Tyus Jones
195,"Devin Harris, DAL",65,16.7,.549,23.0,9.6,19.3,1.1,13.0,6.8,13.84,13.84,46.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2382,Devin Harris
196,"Kosta Koufos, SAC",71,20.0,.560,8.9,11.6,14.2,9.7,23.0,16.4,13.82,13.82,68.2,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3444,Kosta Koufos
197,"Chasson Randle, NY/PHI",26,11.5,.586,20.0,11.2,19.8,2.5,9.4,6.0,13.81,13.81,12.5,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2580898,Chasson Randle
198,"Malik Beasley, DEN",22,7.5,.536,11.4,8.3,21.2,3.4,8.0,5.7,13.79,13.79,8.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3907822,Malik Beasley
199,"C.J. Miles, IND",76,23.4,.592,6.2,5.3,16.9,1.9,12.4,7.2,13.77,13.77,86.7,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
200,"Markieff Morris, WSH",76,31.2,.540,10.2,10.4,19.3,5.1,18.2,11.7,13.75,13.75,79.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Marvin Williams, CHA",76,30.2,.551,11.3,6.4,15.2,4.2,19.8,12.0,13.74,13.74,76.6,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
202,"T.J. McConnell, PHI",81,26.3,.504,42.9,12.8,16.3,2.0,11.0,6.5,13.73,13.73,86.8,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2530530,T.J. McConnell
203,"Rondae Hollis-Jefferson, BKN",78,22.6,.517,16.7,12.6,17.8,5.8,21.1,13.6,13.71,13.71,84.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064291,Rondae Hollis-Jefferson
204,"Kris Humphries, ATL",56,12.3,.514,9.4,9.1,16.5,9.7,23.0,16.4,13.65,13.65,22.1,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2433,Kris Humphries
205,"Victor Oladipo, OKC",67,33.2,.534,13.6,9.2,20.8,1.9,12.6,7.2,13.62,13.62,103.5,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2527963,Victor Oladipo
206,"Justin Hamilton, BKN",64,18.4,.550,11.0,8.6,15.0,6.5,17.0,11.8,13.61,13.61,52.9,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6590,Justin Hamilton
,"Jason Smith, WSH",74,14.4,.598,8.3,13.0,15.6,6.8,20.4,13.6,13.61,13.61,33.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3232,Jason Smith
,"Shabazz Napier, POR",53,9.7,.533,21.4,13.1,20.9,1.7,11.5,6.6,13.61,13.61,19.9,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2530780,Shabazz Napier
209,"Kevon Looney, GS",53,8.4,.553,17.3,10.1,12.8,11.5,18.5,15.2,13.60,13.60,20.7,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3155535,Kevon Looney
210,"Rajon Rondo, CHI",69,26.7,.461,38.0,13.9,19.9,4.2,16.6,10.4,13.59,13.59,71.2,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3026,Rajon Rondo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Roy Hibbert, DEN/CHA",48,14.2,.614,9.0,13.7,15.4,8.7,15.9,12.3,13.58,13.58,30.3,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3436,Roy Hibbert
212,"Bojan Bogdanovic, BKN/WSH",81,25.7,.585,9.3,11.0,20.8,1.9,12.3,7.2,13.56,13.56,95.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3593,Bojan Bogdanovic
,"JaMychal Green, MEM",77,27.3,.602,11.2,12.5,13.8,8.8,21.1,14.8,13.56,13.56,64.4,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2327577,JaMychal Green
214,"Ryan Anderson, HOU",72,29.4,.583,7.1,5.7,16.7,5.8,11.2,8.5,13.53,13.53,64.2,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3412,Ryan Anderson
215,"Terrence Ross, ORL/TOR",78,25.1,.550,9.4,7.3,17.5,1.0,10.8,5.9,13.46,13.46,86.5,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
216,"Juan Hernangomez, DEN",62,13.6,.592,9.1,9.8,13.9,5.7,18.7,12.3,13.41,13.41,24.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4017839,Juan Hernangomez
217,"Marco Belinelli, CHA",74,24.0,.566,16.2,7.7,18.3,0.9,10.2,5.5,13.40,13.40,76.9,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
218,"Tony Allen, MEM",71,27.0,.493,11.5,11.8,17.1,9.7,13.8,11.7,13.33,13.33,80.9,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
219,"Robert Covington, PHI",67,31.6,.534,9.8,12.6,18.0,4.8,17.9,11.3,13.27,13.27,87.6,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2490620,Robert Covington
220,"Jordan Clarkson, LAL",82,29.2,.526,14.0,10.8,22.6,2.2,9.3,5.6,13.23,13.23,79.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528426,Jordan Clarkson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Cory Joseph, TOR",80,25.0,.518,24.4,9.9,18.5,2.9,10.4,6.6,13.22,13.22,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
,"Ian Clark, GS",77,14.8,.575,14.9,9.1,18.5,2.3,9.1,5.9,13.22,13.22,46.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2489785,Ian Clark
,"Eric Gordon, HOU",75,31.0,.557,13.4,8.6,21.2,1.4,8.1,4.7,13.22,13.22,94.3,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
224,"Jerian Grant, CHI",63,16.3,.555,24.3,8.8,16.4,1.8,9.9,5.8,13.21,13.21,33.9,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2531047,Jerian Grant
225,"Maurice Harkless, POR",77,28.9,.570,10.3,10.1,14.2,6.2,10.8,8.5,13.16,13.16,88.2,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6591,Maurice Harkless
,"Sean Kilpatrick, BKN",70,25.1,.546,13.9,11.9,22.4,1.3,15.4,8.4,13.16,13.16,69.5,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2488689,Sean Kilpatrick
227,"Jodie Meeks, ORL",36,20.5,.567,12.2,9.7,18.3,0.7,10.9,5.7,13.15,13.15,29.2,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
,"Yogi Ferrell, DAL/BKN",46,26.0,.533,25.5,10.4,19.4,1.8,9.1,5.3,13.15,13.15,38.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2991018,Yogi Ferrell
229,"James Michael McAdoo, GS",52,8.8,.543,10.4,11.0,13.6,8.7,12.6,10.8,13.14,13.14,18.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2594818,James Michael McAdoo
230,"Frank Kaminsky, CHA",75,26.1,.502,14.6,6.9,20.7,3.2,15.9,9.5,13.12,13.12,73.3,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2579294,Frank Kaminsky
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Aron Baynes, DET",75,15.5,.570,8.0,12.4,13.3,10.0,21.6,15.6,13.11,13.11,43.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2968439,Aron Baynes
232,"Tony Parker, SA",63,25.2,.514,28.7,8.9,20.8,0.7,7.3,4.0,13.10,13.10,49.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1015,Tony Parker
,"Pierre Deshawn Jackson, DAL",8,10.5,.416,29.7,4.7,25.7,1.3,11.6,6.2,13.10,13.10,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2578204,Pierre Deshawn Jackson
234,"Sam Dekker, HOU",77,18.4,.549,13.2,7.1,14.3,7.2,14.6,10.9,13.09,13.09,54.9,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2991184,Sam Dekker
235,"Patrick Beverley, HOU",67,30.7,.546,29.1,10.4,14.6,5.0,15.8,10.4,13.06,13.06,63.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
236,"Tyler Ulis, PHX",61,18.4,.474,29.3,10.0,21.2,1.9,7.5,4.6,13.05,13.05,34.3,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3136194,Tyler Ulis
237,"Tyler Zeller, BOS",51,10.3,.508,17.7,8.4,15.8,9.2,17.0,13.2,13.04,13.04,19.1,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6631,Tyler Zeller
,"Alex Poythress, PHI",6,26.2,.548,7.5,4.5,15.7,7.7,12.7,10.2,13.04,13.04,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991283,Alex Poythress
239,"Nick Collison, OKC",20,6.4,.622,28.2,9.4,10.6,7.8,19.1,13.4,12.95,12.95,2.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
240,"Davis Bertans, SA",67,12.1,.609,14.1,9.8,15.0,3.2,10.4,6.9,12.94,12.94,29.5,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6426,Davis Bertans
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Alexis Ajinca, NO",39,15.0,.529,5.0,13.0,15.6,8.3,23.8,16.0,12.91,12.91,20.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3410,Alexis Ajinca
242,"Kentavious Caldwell-Pope, DET",76,33.3,.519,15.0,6.7,18.7,2.3,8.7,5.3,12.90,12.90,90.4,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2581018,Kentavious Caldwell-Pope
243,"Darrell Arthur, DEN",41,15.6,.583,13.9,11.9,16.9,4.4,14.9,9.7,12.89,12.89,13.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3413,Darrell Arthur
244,"Dario Saric, PHI",81,26.3,.508,13.1,13.2,23.3,5.8,20.8,13.3,12.84,12.84,42.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3032978,Dario Saric
245,"Joe Johnson, UTAH",78,23.6,.542,16.5,7.9,17.8,2.1,12.8,7.6,12.82,12.82,63.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
246,"Georgios Papagiannis, SAC",22,16.1,.573,13.1,15.8,15.9,7.9,20.0,14.0,12.72,12.72,11.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4017846,Georgios Papagiannis
,"Spencer Dinwiddie, BKN",59,22.6,.581,29.7,10.6,14.3,2.2,10.7,6.5,12.72,12.72,34.2,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2580782,Spencer Dinwiddie
248,"Justin Holiday, NY",82,20.0,.549,13.8,8.9,16.5,1.8,13.1,7.4,12.71,12.71,54.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2284101,Justin Holiday
249,"Cole Aldrich, MIN",62,8.6,.549,18.2,12.3,9.3,11.0,23.9,17.4,12.69,12.69,16.6,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4267,Cole Aldrich
250,"Wayne Ellington, MIA",62,24.2,.565,10.4,4.5,16.9,1.3,8.5,4.9,12.68,12.68,48.7,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Joffrey Lauvergne, CHI/OKC",70,14.0,.509,14.2,11.3,20.3,8.1,20.2,14.1,12.63,12.63,29.7,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2959753,Joffrey Lauvergne
252,"Kyle Anderson, SA",72,14.2,.525,25.2,10.7,12.2,3.7,19.0,11.5,12.59,12.59,31.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2993874,Kyle Anderson
253,"Marcus Morris Sr., DET",79,32.5,.508,12.0,6.5,19.5,3.2,12.8,7.8,12.47,12.47,37.2,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
,"Rodney Hood, UTAH",59,27.0,.522,10.9,7.4,21.5,1.2,13.1,7.3,12.47,12.47,46.8,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2581177,Rodney Hood
