Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
17,"JaVale McGee, GS",77,9.6,.642,4.0,9.4,21.6,15.9,20.1,18.1,25.26,25.26,161.7,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3452,JaVale McGee
18,"Jimmy Butler, CHI",76,37.0,.586,19.6,7.5,26.6,4.9,13.2,9.0,25.19,25.19,616.0,20.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
19,"Stephen Curry, GS",79,33.4,.624,22.2,10.1,29.5,2.7,11.4,7.3,24.74,24.74,541.1,18.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3975,Stephen Curry
20,"Shawn Long, PHI",18,13.0,.595,8.6,8.6,23.7,19.3,20.8,20.0,24.22,24.22,44.4,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2581180,Shawn Long
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
21,"Damian Lillard, POR",75,35.9,.586,18.6,8.3,30.7,1.9,13.3,7.6,24.15,24.15,528.7,17.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6606,Damian Lillard
,"Joel Embiid, PHI",31,25.4,.585,9.2,16.3,33.6,8.5,25.6,17.0,24.15,24.15,159.0,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3059318,Joel Embiid
23,"DeMar DeRozan, TOR",74,35.4,.552,12.6,7.8,32.7,3.0,13.6,8.3,24.09,24.09,531.4,17.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
24,"Enes Kanter, OKC",72,21.3,.599,6.4,11.7,25.8,14.1,20.8,17.4,23.74,23.74,300.5,10.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
25,"Rudy Gobert, UTAH",81,33.9,.681,9.0,13.6,15.6,13.6,29.5,21.8,23.31,23.31,520.5,17.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3032976,Rudy Gobert
26,"John Wall, WSH",78,36.4,.541,29.5,11.4,31.7,2.4,10.6,6.5,23.28,23.28,519.7,17.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4237,John Wall
27,"Mike Conley, MEM",69,33.2,.604,24.6,8.9,26.8,1.5,10.8,6.0,23.26,23.26,419.3,14.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3195,Mike Conley
28,"Kyrie Irving, CLE",72,35.1,.580,19.3,8.3,29.9,2.3,7.5,5.0,23.09,23.09,455.6,15.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6442,Kyrie Irving
29,"Kyle Lowry, TOR",60,37.4,.623,25.0,10.4,25.2,2.4,12.0,7.2,22.92,22.92,399.1,13.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3012,Kyle Lowry
30,"Blake Griffin, LAC",61,34.0,.569,18.8,8.9,27.1,6.2,20.2,13.4,22.71,22.71,347.3,11.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3989,Blake Griffin
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
31,"Hassan Whiteside, MIA",77,32.6,.579,4.2,11.5,21.0,12.8,35.3,24.0,22.68,22.68,453.2,15.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4262,Hassan Whiteside
32,"Gordon Hayward, UTAH",73,34.5,.595,14.5,8.1,26.3,2.3,15.4,9.0,22.23,22.23,440.6,14.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4249,Gordon Hayward
33,"DeAndre Jordan, LAC",81,31.7,.673,9.8,11.8,14.3,13.3,34.6,24.2,21.84,21.84,431.2,14.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3442,DeAndre Jordan
34,"Clint Capela, HOU",65,23.9,.638,8.0,11.0,18.6,12.5,24.5,18.5,21.48,21.48,251.8,8.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3102529,Clint Capela
35,"Lou Williams, HOU/LAL",81,24.6,.593,15.0,10.0,24.3,1.4,9.9,5.5,21.44,21.44,325.5,10.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2799,Lou Williams
36,"Kemba Walker, CHA",79,34.7,.569,19.6,7.6,28.3,1.8,10.6,6.2,21.41,21.41,425.4,14.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6479,Kemba Walker
37,"Edy Tavares, ATL/CLE",2,14.0,.633,10.7,21.5,18.6,16.2,26.7,21.6,21.30,21.30,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3033031,Edy Tavares
38,"Greg Monroe, MIL",81,22.5,.573,16.2,12.1,23.1,10.8,23.1,17.0,21.23,21.23,289.3,9.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4260,Greg Monroe
39,"Kevin Love, CLE",60,31.4,.573,9.4,9.9,24.6,8.9,29.3,19.5,21.18,21.18,272.4,9.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3449,Kevin Love
40,"Andre Drummond, DET",81,29.7,.518,6.9,11.6,21.1,15.1,36.2,25.2,20.91,20.91,370.8,12.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6585,Andre Drummond
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
41,"Dwight Howard, ATL",74,29.7,.627,9.7,15.8,18.1,15.0,31.7,23.5,20.89,20.89,337.8,11.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2384,Dwight Howard
42,"Kyle O'Quinn, NY",79,15.6,.552,18.2,11.8,18.4,13.7,24.8,19.2,20.59,20.59,183.2,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6615,Kyle O'Quinn
43,"Eric Bledsoe, PHX",66,33.0,.563,22.3,11.9,28.2,2.5,13.8,8.0,20.56,20.56,310.5,10.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4238,Eric Bledsoe
44,"Brook Lopez, BKN",75,29.6,.578,10.4,10.9,27.0,5.8,13.3,9.6,20.48,20.48,327.7,10.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3448,Brook Lopez
45,"Nerlens Noel, DAL/PHI",51,20.5,.622,10.9,11.1,16.0,9.8,22.2,15.8,20.40,20.40,139.1,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2991280,Nerlens Noel
46,"Kenneth Faried, DEN",61,21.2,.588,9.0,9.6,17.4,15.8,23.6,19.7,20.36,20.36,171.3,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6433,Kenneth Faried
47,"Marc Gasol, MEM",74,34.2,.554,18.7,9.2,26.1,2.6,18.7,10.5,20.32,20.32,367.1,12.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3206,Marc Gasol
48,"Paul George, IND",75,35.9,.587,12.7,11.1,27.2,2.5,17.9,10.3,20.30,20.30,393.4,13.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4251,Paul George
49,"Pau Gasol, SA",64,25.4,.578,16.4,8.8,20.5,7.6,26.8,17.4,20.23,20.23,233.8,7.8,http://insider.espn.go.com/nba/players/hollinger?playerId=996,Pau Gasol
50,"Bradley Beal, WSH",77,34.9,.604,14.1,8.2,25.4,2.2,7.8,5.0,20.21,20.21,388.9,13.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
51,"Jonas Valanciunas, TOR",80,25.8,.601,5.9,11.0,18.2,12.4,29.1,20.8,20.13,20.13,293.8,9.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6477,Jonas Valanciunas
52,"CJ McCollum, POR",80,35.0,.585,14.1,8.5,26.2,2.4,9.1,5.7,19.99,19.99,395.9,13.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2490149,CJ McCollum
53,"Goran Dragic, MIA",73,33.7,.575,22.0,11.0,27.0,2.8,9.9,6.3,19.84,19.84,324.3,10.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3423,Goran Dragic
54,"Joel Bolomboy, UTAH",12,4.4,.590,8.8,8.8,17.0,9.0,27.6,18.5,19.75,19.75,6.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2983551,Joel Bolomboy
55,"Brandon Bass, LAC",52,11.1,.650,7.6,10.6,18.2,8.6,16.2,12.5,19.71,19.71,70.7,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2745,Brandon Bass
56,"Alan Williams, PHX",47,15.1,.547,6.1,9.8,19.6,14.0,31.2,22.4,19.59,19.59,85.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2579326,Alan Williams
57,"George Hill, UTAH",49,31.5,.599,20.8,8.7,23.1,1.8,10.5,6.2,19.38,19.38,193.0,6.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
58,"Jeremy Lin, BKN",36,24.5,.566,25.1,11.7,26.3,1.3,14.7,8.1,19.33,19.33,109.8,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
59,"Jeff Teague, IND",82,32.4,.574,32.8,11.1,23.0,1.4,12.4,7.0,19.24,19.24,326.6,10.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
60,"Montrezl Harrell, HOU",58,18.3,.662,12.6,8.7,16.8,8.3,14.2,11.2,19.23,19.23,122.8,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991055,Montrezl Harrell
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
61,"Nikola Vucevic, ORL",75,28.8,.498,14.6,8.2,23.7,8.6,31.3,19.6,19.19,19.19,277.3,9.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6478,Nikola Vucevic
62,"Jabari Parker, MIL",51,33.9,.563,12.4,8.1,24.8,5.4,15.7,10.6,19.15,19.15,197.2,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
63,"Willy Hernangomez, NY",72,18.4,.564,13.4,14.0,19.7,13.8,27.1,20.4,19.00,19.00,166.0,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2999409,Willy Hernangomez
64,"Al Jefferson, IND",66,14.1,.526,9.5,5.5,24.2,9.2,24.2,16.8,18.96,18.96,116.2,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2389,Al Jefferson
65,"Nene , HOU",67,17.9,.630,10.5,11.7,18.6,8.6,17.0,12.8,18.91,18.91,148.7,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1713,Nene 
66,"Jeff Withey, UTAH",51,8.5,.588,4.8,9.6,13.7,14.3,17.9,16.2,18.83,18.83,53.1,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2333797,Jeff Withey
67,"Archie Goodwin, NO/BKN",15,14.3,.651,19.6,11.4,12.8,3.5,10.3,6.9,18.77,18.77,26.4,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2991281,Archie Goodwin
68,"LaMarcus Aldridge, SA",72,32.4,.532,9.9,7.0,23.0,8.5,16.6,12.7,18.66,18.66,249.4,8.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2983,LaMarcus Aldridge
69,"Richaun Holmes, PHI",57,20.9,.611,10.2,9.6,17.4,8.7,20.1,14.4,18.61,18.61,126.6,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2993370,Richaun Holmes
,"Brandan Wright, MEM",28,16.0,.628,8.6,5.7,15.4,7.7,12.4,10.0,18.61,18.61,47.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3242,Brandan Wright
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
71,"Zach Randolph, MEM",73,24.5,.490,9.6,7.8,27.7,11.3,27.4,19.2,18.58,18.58,188.6,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1017,Zach Randolph
72,"Dwyane Wade, CHI",60,29.9,.508,15.8,9.6,29.2,3.8,12.6,8.1,18.55,18.55,215.2,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1987,Dwyane Wade
73,"Myles Turner, IND",81,31.4,.585,8.7,8.7,18.1,6.2,19.6,13.0,18.51,18.51,300.1,10.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3133628,Myles Turner
74,"David Lee, SA",79,18.7,.613,18.2,12.2,16.4,11.7,21.9,16.9,18.48,18.48,154.0,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2772,David Lee
75,"Mason Plumlee, DEN/POR",81,26.5,.558,24.2,11.4,17.6,8.8,22.4,15.6,18.18,18.18,242.9,8.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2488653,Mason Plumlee
76,"Carmelo Anthony, NY",74,34.3,.535,11.1,8.0,28.0,2.6,16.0,9.3,17.96,17.96,282.6,9.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1975,Carmelo Anthony
77,"Rudy Gay, SAC",30,33.8,.559,12.6,11.2,24.3,4.0,17.5,10.8,17.95,17.95,112.7,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3005,Rudy Gay
78,"Paul Millsap, ATL",69,34.0,.542,16.2,10.1,23.5,5.3,19.5,12.5,17.91,17.91,224.1,7.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3015,Paul Millsap
,"Michael Beasley, MIL",56,16.7,.584,9.3,11.6,23.4,5.0,18.9,12.0,17.91,17.91,103.4,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
80,"Al Horford, BOS",68,32.3,.553,25.7,8.8,19.7,4.9,18.6,11.8,17.77,17.77,234.7,7.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3213,Al Horford
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
81,"Jordan Crawford, NO",19,23.3,.582,18.3,8.0,24.4,1.0,7.2,4.1,17.71,17.71,47.6,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4243,Jordan Crawford
82,"Dwight Powell, DAL",77,17.3,.588,9.4,6.5,15.4,7.7,19.5,13.3,17.66,17.66,122.5,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2531367,Dwight Powell
83,"Marreese Speights, LAC",82,15.7,.584,8.9,9.3,21.9,7.9,24.1,16.2,17.62,17.62,134.7,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
84,"Jusuf Nurkic, DEN/POR",65,21.4,.528,13.8,16.0,21.8,12.3,24.8,18.6,17.57,17.57,144.7,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3102530,Jusuf Nurkic
85,"Klay Thompson, GS",78,34.0,.592,9.1,7.3,24.1,2.2,9.2,5.9,17.53,17.53,278.0,9.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
86,"Kristaps Porzingis, NY",66,32.8,.546,7.4,9.0,23.1,5.5,18.2,11.8,17.49,17.49,193.3,6.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3102531,Kristaps Porzingis
87,"Danilo Gallinari, DEN",63,33.9,.622,11.9,7.2,19.2,2.0,14.7,8.4,17.41,17.41,220.2,7.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3428,Danilo Gallinari
88,"Thomas Robinson, LAL",48,11.7,.535,10.3,15.2,19.7,15.8,28.1,21.8,17.38,17.38,49.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6618,Thomas Robinson
89,"John Jenkins, PHX",4,3.3,.595,14.5,0.0,18.3,0.0,8.6,4.2,17.37,17.37,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6594,John Jenkins
90,"Otto Porter Jr., WSH",80,32.6,.628,11.9,4.3,14.3,5.1,17.1,11.1,17.35,17.35,266.3,8.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
91,"Brice Johnson, LAC",3,3.0,.286,11.1,11.1,37.2,12.8,24.2,18.6,17.28,17.28,0.9,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2982330,Brice Johnson
92,"J.J. Barea, DAL",35,22.0,.521,31.1,10.1,26.8,1.3,11.9,6.3,17.26,17.26,72.0,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
93,"Elfrid Payton, ORL",82,29.4,.520,30.9,10.4,22.5,3.9,13.9,8.7,17.25,17.25,225.1,7.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
94,"Jrue Holiday, NO",67,32.7,.532,29.6,11.8,23.8,2.2,10.6,6.4,17.19,17.19,202.4,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3995,Jrue Holiday
95,"Willie Reed, MIA",71,14.5,.578,6.8,8.1,14.3,13.7,22.0,17.8,17.14,17.14,86.9,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2326015,Willie Reed
96,"Dirk Nowitzki, DAL",54,26.4,.529,9.5,5.9,23.7,1.8,28.3,14.4,17.10,17.10,118.9,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=609,Dirk Nowitzki
97,"Jeremy Lamb, CHA",62,18.4,.550,11.2,6.0,21.6,2.9,22.7,12.7,17.09,17.09,112.3,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
98,"Derrick Rose, NY",64,32.5,.530,18.6,9.7,25.6,3.4,9.3,6.4,17.05,17.05,188.0,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3456,Derrick Rose
99,"James Johnson, MIA",76,27.4,.565,21.1,13.0,21.9,3.5,16.6,10.0,17.03,17.03,171.9,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
100,"Ivica Zubac, LAL",38,16.0,.547,9.4,9.4,19.3,7.1,21.9,14.3,17.02,17.02,58.4,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4017837,Ivica Zubac
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
101,"Tobias Harris, DET",82,31.3,.568,10.1,6.9,20.7,2.6,15.6,8.8,16.95,16.95,247.0,8.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6440,Tobias Harris
102,"Skal Labissiere, SAC",33,18.5,.577,8.6,11.8,19.7,9.7,20.7,15.3,16.91,16.91,49.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3936296,Skal Labissiere
103,"Cheick Diallo, NO",17,11.7,.510,4.2,7.3,18.6,12.1,26.7,19.4,16.89,16.89,16.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3919335,Cheick Diallo
104,"Ricky Rubio, MIN",75,32.9,.539,41.3,11.8,19.7,3.2,11.4,7.2,16.87,16.87,216.1,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
105,"Cody Zeller, CHA",62,27.8,.604,14.3,9.4,14.7,8.6,17.3,12.9,16.70,16.70,157.1,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2579258,Cody Zeller
106,"Tyson Chandler, PHX",47,27.6,.703,7.9,17.2,10.6,12.5,33.2,22.6,16.63,16.63,116.7,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=984,Tyson Chandler
107,"Andrew Wiggins, MIN",82,37.2,.534,8.7,8.6,27.5,3.8,8.8,6.3,16.62,16.62,278.2,9.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3059319,Andrew Wiggins
108,"David West, GS",68,12.6,.571,29.8,15.6,18.4,6.5,18.8,13.0,16.57,16.57,64.7,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2177,David West
109,"Gary Harris, DEN",57,31.3,.611,17.5,8.1,18.2,3.0,8.0,5.5,16.52,16.52,160.1,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2999547,Gary Harris
110,"Steven Adams, OKC",80,29.9,.589,8.6,14.6,15.5,13.0,15.4,14.2,16.51,16.51,210.7,7.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Draymond Green, GS",76,32.5,.522,36.5,12.6,17.3,4.7,20.9,13.3,16.51,16.51,184.7,6.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6589,Draymond Green
112,"Serge Ibaka, ORL/TOR",79,30.7,.566,6.2,8.6,19.3,5.8,19.0,12.2,16.46,16.46,179.4,6.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3439,Serge Ibaka
113,"Willie Cauley-Stein, SAC",75,18.9,.558,11.5,9.9,18.4,7.0,20.4,13.7,16.37,16.37,122.4,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991282,Willie Cauley-Stein
114,"Harrison Barnes, DAL",79,35.5,.541,7.2,6.3,23.1,3.7,13.1,8.2,16.34,16.34,244.3,8.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
115,"Julius Randle, LAL",74,28.8,.543,19.8,13.0,21.3,7.5,25.8,16.3,16.32,16.32,153.2,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3064514,Julius Randle
116,"Beno Udrih, DET",39,14.4,.535,34.6,9.5,21.2,1.1,10.3,5.6,16.20,16.20,43.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
117,"Dennis Schroder, ATL",79,31.5,.533,24.0,12.4,27.9,1.9,9.0,5.5,16.18,16.18,192.0,6.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3032979,Dennis Schroder
118,"Terrence Jones, NO/MIL",54,23.5,.515,8.8,7.1,19.7,5.4,20.1,12.7,16.17,16.17,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6597,Terrence Jones
119,"Zaza Pachulia, GS",70,18.1,.588,22.7,15.0,15.0,12.9,22.0,17.7,16.14,16.14,104.8,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
120,"Dewayne Dedmon, SA",76,17.5,.645,10.9,15.1,11.6,11.2,30.6,21.1,16.00,16.00,107.1,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2580913,Dewayne Dedmon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
121,"Tyler Johnson, MIA",73,29.8,.535,18.5,7.2,20.5,2.5,12.5,7.4,15.94,15.94,176.6,5.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2530276,Tyler Johnson
122,"Derrick Favors, UTAH",50,23.7,.512,9.6,10.3,19.3,9.2,20.2,14.9,15.88,15.88,77.5,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4257,Derrick Favors
123,"Nicolas Batum, CHA",77,34.0,.529,26.1,11.1,22.3,1.9,18.4,10.1,15.86,15.86,209.4,7.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
124,"Larry Nance Jr., LAL",63,22.9,.567,17.5,10.2,13.2,8.8,19.6,14.0,15.76,15.76,91.7,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2580365,Larry Nance Jr.
125,"Channing Frye, CLE",74,18.9,.612,6.9,8.1,17.8,3.0,19.3,11.4,15.72,15.72,88.1,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
126,"Trevor Booker, BKN",71,24.7,.554,15.3,14.0,17.7,8.7,25.5,17.2,15.71,15.71,110.2,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
127,"Spencer Hawes, MIL/CHA",54,14.8,.562,18.8,11.4,19.6,5.3,21.4,13.3,15.69,15.69,49.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3211,Spencer Hawes
