Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
257,"Mike Dunleavy, CHI",82,31.5,.549,16.3,9.5,16.3,2.1,13.0,7.6,12.62,12.62,81.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1708,Mike Dunleavy
258,"Khris Middleton, MIL",82,30.0,.541,14.0,10.2,18.2,2.7,12.0,7.2,12.55,12.55,38.5,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6609,Khris Middleton
259,"Gary Neal, MIL/CHA",52,21.4,.530,12.5,9.6,23.9,1.0,8.3,4.6,12.54,12.54,34.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
260,"Kevin Seraphin, WSH",53,10.9,.533,5.8,14.1,19.6,10.5,15.3,12.8,12.52,12.52,16.6,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Lavoy Allen, IND/PHI",65,16.5,.470,16.2,10.1,16.1,11.7,20.0,15.7,12.52,12.52,16.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
262,"Aaron Brooks, DEN/HOU",72,21.6,.518,24.0,12.0,20.8,3.1,6.7,4.9,12.51,12.51,35.0,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3192,Aaron Brooks
263,"Mike Miller, MEM",82,20.8,.619,19.3,11.4,14.4,2.1,12.3,7.2,12.50,12.50,51.0,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=558,Mike Miller
264,"Wilson Chandler, DEN",62,31.1,.526,11.4,7.9,18.3,3.2,13.3,8.2,12.48,12.48,56.9,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
,"Andrei Kirilenko, BKN",45,19.0,.532,21.3,16.0,13.9,7.7,12.7,10.2,12.48,12.48,25.3,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=434,Andrei Kirilenko
266,"Jason Smith, NO",31,26.8,.495,8.0,7.8,16.8,7.0,18.5,12.7,12.47,12.47,23.2,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3232,Jason Smith
267,"Evan Turner, IND/PHI",81,30.3,.498,16.5,11.9,18.5,2.7,15.7,9.1,12.43,12.43,70.9,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
,"Patrick Beverley, HOU",56,31.3,.545,20.3,8.9,14.3,4.9,7.4,6.2,12.43,12.43,37.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
269,"Greg Oden, MIA",23,9.2,.567,1.4,16.6,13.9,14.2,17.7,16.0,12.40,12.40,5.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3225,Greg Oden
270,"Nick Calathes, MEM",71,16.5,.506,31.8,15.5,18.3,2.3,11.5,6.9,12.36,12.36,32.5,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3969,Nick Calathes
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Xavier Henry, LAL",43,21.1,.511,9.6,10.7,20.9,2.9,10.5,6.7,12.36,12.36,25.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4241,Xavier Henry
272,"Wayne Ellington, DAL",45,8.7,.554,11.8,6.8,15.2,2.4,10.2,6.3,12.29,12.29,10.5,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
273,"Steve Nash, LAL",15,20.9,.488,38.8,14.0,20.0,1.4,8.5,4.9,12.26,12.26,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=592,Steve Nash
274,"Kenyon Martin, NY",32,19.8,.521,24.1,12.5,11.4,6.5,18.7,12.5,12.25,12.25,7.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=515,Kenyon Martin
275,"Caron Butler, MIL/OKC",56,25.3,.512,11.5,8.4,22.4,1.7,16.6,9.2,12.24,12.24,36.8,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
276,"Rasual Butler, IND",50,7.6,.585,11.8,7.6,14.3,1.9,9.9,6.1,12.23,12.23,9.8,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1767,Rasual Butler
,"Anthony Randolph, DEN",43,12.3,.499,11.5,14.1,18.6,4.1,21.0,12.5,12.23,12.23,13.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3455,Anthony Randolph
278,"Chris Douglas-Roberts, CHA",49,20.7,.588,13.6,9.6,13.7,1.8,11.5,6.6,12.19,12.19,25.6,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3422,Chris Douglas-Roberts
279,"Robert Sacre, LAL",65,16.8,.513,11.7,10.1,14.1,8.0,16.9,12.5,12.17,12.17,25.5,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6620,Robert Sacre
280,"Luke Babbitt, NO",27,17.5,.525,14.1,7.3,16.1,4.4,17.5,10.8,12.10,12.10,11.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
281,"Terrence Ross, TOR",81,26.7,.553,8.2,9.2,17.2,2.3,11.3,6.8,12.09,12.09,51.4,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
282,"Michael Kidd-Gilchrist, CHA",62,24.2,.516,9.5,11.0,13.8,8.2,16.2,12.2,12.07,12.07,35.2,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6601,Michael Kidd-Gilchrist
283,"Matt Barnes, LAC",63,27.5,.552,16.1,10.9,15.6,4.0,14.4,9.4,12.05,12.05,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
284,"Jerryd Bayless, BOS/MEM",72,23.4,.498,20.5,8.7,19.7,1.5,8.6,5.0,12.04,12.04,26.2,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
285,"Marcus Thornton, BKN/SAC",72,24.2,.511,9.3,8.1,22.0,3.7,9.4,6.6,12.00,12.00,39.0,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4017,Marcus Thornton
286,"Dorell Wright, POR",68,14.5,.524,14.9,9.1,15.6,3.2,17.5,10.5,11.98,11.98,21.7,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2423,Dorell Wright
287,"Justin Hamilton, MIA/CHA",8,9.0,.586,0.0,15.3,15.3,7.2,5.0,6.1,11.91,11.91,1.4,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6590,Justin Hamilton
288,"Jae Crowder, DAL",78,16.1,.551,14.2,9.7,12.3,4.3,13.5,8.9,11.89,11.89,26.1,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
,"Ryan Hollins, LAC",61,7.9,.730,6.0,21.7,10.4,7.4,13.1,10.4,11.89,11.89,9.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3008,Ryan Hollins
290,"Richard Jefferson, UTAH",82,27.0,.573,13.7,9.9,16.1,0.9,10.8,5.7,11.88,11.88,45.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
291,"James Southerland, NO/CHA",4,7.5,.441,0.0,5.9,21.0,0.0,31.3,15.4,11.87,11.87,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488749,James Southerland
,"Maurice Harkless, ORL",80,24.4,.542,11.2,12.1,13.6,4.0,11.4,7.7,11.87,11.87,39.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6591,Maurice Harkless
,"Mo Williams, POR",74,24.8,.507,27.2,12.6,20.9,2.5,6.4,4.5,11.87,11.87,23.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
294,"Kyle Singler, DET",82,28.5,.574,9.0,9.4,13.3,5.2,9.2,7.1,11.86,11.86,47.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6469,Kyle Singler
295,"Nick Collison, OKC",81,16.7,.599,22.8,15.5,11.3,10.2,14.1,12.2,11.84,11.84,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
296,"Pero Antic, ATL",50,18.5,.545,13.3,12.6,17.1,7.2,18.9,13.1,11.74,11.74,15.8,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2585616,Pero Antic
297,"Metta World Peace, NY",29,13.4,.469,9.2,10.3,18.5,5.3,12.8,8.9,11.71,11.71,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=25,Metta World Peace
,"Ish Smith, PHX",70,14.4,.438,33.0,12.0,16.5,3.5,10.9,7.2,11.71,11.71,10.7,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
299,"Reggie Evans, BKN/SAC",54,16.6,.516,7.3,20.3,12.1,14.7,28.4,21.5,11.69,11.69,2.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1828,Reggie Evans
300,"J.J. Barea, MIN",79,18.6,.471,26.9,11.1,24.3,1.2,10.5,5.7,11.68,11.68,15.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
301,"Austin Rivers, NO",69,19.4,.482,20.3,9.8,20.7,2.2,9.1,5.6,11.60,11.60,21.9,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6617,Austin Rivers
302,"Leandro Barbosa, PHX",20,18.4,.506,16.1,9.5,19.0,1.5,9.7,5.6,11.57,11.57,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
,"Jarrett Jack, CLE",80,28.2,.498,26.5,10.9,18.0,1.1,10.3,5.6,11.57,11.57,19.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2768,Jarrett Jack
304,"Martell Webster, WSH",78,27.7,.591,12.2,7.3,13.7,2.0,10.1,6.0,11.56,11.56,34.1,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2795,Martell Webster
305,"Derrick Williams, MIN/SAC",78,23.3,.524,7.7,10.4,16.1,4.3,15.8,10.0,11.53,11.53,0.7,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6480,Derrick Williams
306,"Hedo Turkoglu, LAC",38,10.3,.492,19.9,9.6,14.4,3.2,21.4,12.6,11.36,11.36,5.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
307,"Joel Freeland, POR",52,14.0,.498,14.8,13.2,11.9,13.2,17.6,15.4,11.34,11.34,8.0,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3004,Joel Freeland
308,"Kent Bazemore, GS/LAL",67,13.6,.515,16.2,14.1,21.5,1.2,12.6,6.9,11.28,11.28,10.6,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6637,Kent Bazemore
309,"O.J. Mayo, MIL",52,25.9,.516,14.2,11.9,21.9,2.0,8.8,5.3,11.27,11.27,15.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3450,O.J. Mayo
,"Matt Bonner, SA",61,11.3,.582,14.3,7.4,11.3,2.7,17.9,10.6,11.27,11.27,-2.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
311,"Steven Adams, OKC",81,14.8,.541,12.0,19.8,10.9,14.1,17.1,15.6,11.25,11.25,11.5,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
312,"Carl Landry, SAC",18,12.9,.563,6.1,11.0,13.4,7.2,20.6,13.8,11.23,11.23,-1.0,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3217,Carl Landry
313,"Toure' Murry, NY",51,7.3,.479,21.4,14.8,22.0,4.0,10.1,7.0,11.22,11.22,4.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2327107,Toure' Murry
314,"E'Twaun Moore, ORL",79,19.1,.513,17.2,8.4,15.4,2.2,8.1,5.1,11.18,11.18,4.1,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6460,E'Twaun Moore
315,"Jeff Ayres, SA",73,13.0,.605,18.7,19.6,11.7,11.0,19.2,15.3,11.16,11.16,8.0,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4008,Jeff Ayres
316,"Jason Thompson, SAC",82,24.5,.523,7.5,13.4,13.3,8.5,21.3,14.8,11.14,11.14,-10.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3462,Jason Thompson
317,"Dionte Christmas, PHX",31,6.4,.489,9.2,6.9,16.1,7.4,14.1,10.8,11.13,11.13,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4025,Dionte Christmas
318,"Steve Novak, TOR",54,10.0,.599,7.8,3.0,11.9,1.7,10.9,6.3,11.10,11.10,4.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3018,Steve Novak
,"Austin Daye, SA/TOR",22,6.7,.456,9.4,5.9,22.5,4.0,16.4,10.4,11.10,11.10,1.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3976,Austin Daye
320,"Vitor Faverani, BOS",37,13.2,.502,7.3,18.6,17.3,9.5,20.6,14.9,11.08,11.08,3.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3046453,Vitor Faverani
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Wesley Johnson, LAL",79,28.4,.522,13.8,10.0,13.9,3.3,13.3,8.3,11.08,11.08,19.3,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4247,Wesley Johnson
322,"Cartier Martin, ATL/CHI",59,14.7,.562,9.2,9.5,15.8,1.7,12.8,7.3,11.05,11.05,7.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3930,Cartier Martin
323,"Steve Blake, GS/LAL",55,27.2,.508,39.3,13.1,12.1,0.9,10.4,5.7,11.01,11.01,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
,"Anthony Tolliver, CHA",64,20.3,.605,10.8,5.9,11.3,2.9,11.8,7.3,11.01,11.01,-9.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
325,"Manny Harris, LAL",9,20.0,.485,11.5,9.4,18.6,4.1,16.0,10.1,10.99,10.99,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4360,Manny Harris
326,"James Anderson, PHI",80,28.9,.530,14.6,10.4,15.1,2.7,11.7,7.0,10.92,10.92,14.4,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4242,James Anderson
327,"Danny Granger, IND/LAC",41,20.7,.502,9.7,10.9,18.2,4.3,12.9,8.8,10.90,10.90,5.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2760,Danny Granger
328,"Mike Muscala, ATL",20,10.8,.480,7.1,12.2,17.3,9.2,18.7,14.0,10.84,10.84,0.8,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2490089,Mike Muscala
329,"Giannis Antetokounmpo, MIL",77,24.6,.518,19.3,15.7,14.6,4.6,16.3,10.2,10.82,10.82,9.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3032977,Giannis Antetokounmpo
330,"Chris Johnson, BOS",40,19.7,.537,10.8,7.7,13.5,4.3,9.8,7.0,10.80,10.80,3.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2325975,Chris Johnson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Kirk Hinrich, CHI",73,29.0,.494,26.5,11.1,17.5,1.7,8.5,5.2,10.80,10.80,9.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1981,Kirk Hinrich
332,"Dewayne Dedmon, GS/ORL/PHI",31,12.6,.500,4.2,15.0,12.3,0.0,0.0,0.0,10.77,10.77,1.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2580913,Dewayne Dedmon
333,"Donatas Motiejunas, HOU",62,15.4,.504,8.1,11.6,16.3,7.4,18.2,13.1,10.76,10.76,-10.5,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6464,Donatas Motiejunas
334,"Rashard Lewis, MIA",60,16.2,.535,16.6,10.2,13.0,3.2,10.7,7.1,10.74,10.74,-11.0,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=469,Rashard Lewis
,"Kobe Bryant, LAL",6,29.5,.505,24.6,22.0,27.8,1.2,14.5,7.8,10.74,10.74,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=110,Kobe Bryant
336,"Matthew Dellavedova, CLE",72,17.7,.535,33.0,10.7,13.9,2.5,8.5,5.4,10.69,10.69,3.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2489716,Matthew Dellavedova
337,"Udonis Haslem, MIA",46,14.2,.523,6.4,11.9,12.3,8.4,24.7,16.8,10.57,10.57,-9.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2184,Udonis Haslem
338,"Daniel Orton, PHI",22,11.4,.540,16.1,19.3,12.6,6.6,20.2,13.1,10.54,10.54,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4263,Daniel Orton
,"Slava Kravtsov, PHX",20,3.0,.540,3.9,23.5,16.5,17.2,15.2,16.2,10.54,10.54,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6636,Slava Kravtsov
340,"Travis Outlaw, SAC",63,16.9,.492,11.4,6.1,14.6,3.8,14.2,8.9,10.42,10.42,-1.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2015,Travis Outlaw
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Thabo Sefolosha, OKC",61,26.0,.517,18.1,10.6,11.3,3.7,11.5,7.8,10.42,10.42,-2.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
342,"Quincy Pondexter, MEM",15,18.0,.520,15.9,12.0,17.3,4.4,7.0,5.7,10.37,10.37,-0.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4253,Quincy Pondexter
343,"Evan Fournier, DEN",76,19.8,.533,13.8,12.3,18.7,2.4,12.1,7.2,10.36,10.36,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
344,"Archie Goodwin, PHX",52,10.3,.507,7.8,17.2,17.8,5.3,13.0,9.2,10.34,10.34,-1.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991281,Archie Goodwin
345,"Alexey Shved, MIN",63,10.5,.452,17.3,12.2,20.2,3.4,10.1,6.6,10.27,10.27,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3882,Alexey Shved
346,"Nazr Mohammed, CHI",80,7.0,.445,10.2,18.9,13.5,13.6,21.7,17.7,10.18,10.18,-3.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=568,Nazr Mohammed
,"Ian Mahinmi, IND",77,16.2,.538,7.2,17.3,10.4,10.1,12.9,11.6,10.18,10.18,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
348,"JaVale McGee, DEN",5,16.0,.455,4.1,16.5,22.5,13.4,9.5,11.5,10.15,10.15,-0.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3452,JaVale McGee
349,"Quincy Acy, SAC/TOR",63,13.4,.520,12.6,13.5,9.3,9.5,19.5,14.4,10.14,10.14,-4.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6576,Quincy Acy
,"Perry Jones, OKC",62,12.3,.541,10.5,8.5,11.8,4.3,12.1,8.4,10.14,10.14,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6598,Perry Jones
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
351,"Derek Fisher, OKC",81,17.6,.542,21.0,8.8,13.2,1.0,8.3,4.8,10.09,10.09,-19.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=246,Derek Fisher
352,"Chuck Hayes, SAC/TOR",61,12.3,.468,16.7,15.8,9.8,10.5,21.8,16.1,10.04,10.04,-16.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2834,Chuck Hayes
353,"Gerald Wallace, BOS",58,24.4,.543,27.8,18.9,11.9,2.8,14.5,8.5,10.02,10.02,-10.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1026,Gerald Wallace
354,"Andrew Nicholson, ORL",76,15.4,.489,4.8,9.8,17.3,5.1,19.5,12.3,9.90,9.90,-28.1,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6614,Andrew Nicholson
355,"Keith Bogans, BOS",6,9.2,.820,26.5,8.8,6.8,0.0,6.4,3.1,9.88,9.88,-0.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1995,Keith Bogans
356,"Harrison Barnes, GS",78,28.3,.486,12.1,8.8,15.6,3.3,11.9,7.7,9.85,9.85,-21.3,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
357,"Derrick Rose, CHI",10,31.1,.446,16.9,13.3,30.3,3.3,8.3,5.9,9.82,9.82,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3456,Derrick Rose
358,"Aron Baynes, SA",53,9.3,.467,14.0,14.9,17.8,13.6,19.4,16.6,9.76,9.76,-12.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2968439,Aron Baynes
359,"Greg Stiemsma, NO",55,18.3,.584,16.7,20.4,7.8,8.2,18.0,13.0,9.75,9.75,-12.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4235,Greg Stiemsma
,"Al Harrington, WSH",34,15.0,.506,9.8,12.0,21.0,3.3,15.0,9.1,9.75,9.75,-13.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=308,Al Harrington
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
361,"Ray McCallum, SAC",45,19.9,.439,25.1,8.2,17.7,2.2,7.8,5.0,9.74,9.74,-16.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2528447,Ray McCallum
362,"Chase Budinger, MIN",41,18.3,.505,9.5,7.4,15.7,2.7,12.5,7.5,9.73,9.73,-8.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
363,"A.J. Price, MIN",28,3.5,.469,19.4,10.5,22.7,1.1,10.2,5.5,9.72,9.72,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4010,A.J. Price
364,"Robbie John Hummel, MIN",53,12.4,.492,10.6,4.6,11.9,5.7,16.6,11.0,9.67,9.67,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6633,Robbie John Hummel
365,"Iman Shumpert, NY",74,26.5,.480,17.8,10.9,13.5,4.7,14.0,9.2,9.66,9.66,-24.5,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6468,Iman Shumpert
366,"Isaiah Canaan, HOU",22,11.5,.506,15.4,14.7,19.8,3.3,7.1,5.3,9.57,9.57,-5.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2490589,Isaiah Canaan
367,"Shawne Williams, LAL",36,20.9,.503,11.9,8.3,11.8,3.6,20.2,11.9,9.51,9.51,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3038,Shawne Williams
368,"Hollis Thompson, PHI",77,22.6,.570,13.6,11.2,10.6,4.4,11.2,7.7,9.50,9.50,-25.9,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6634,Hollis Thompson
,"Alan Anderson, BKN",78,22.7,.525,11.9,9.1,14.5,2.7,9.1,5.9,9.50,9.50,-26.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6569,Alan Anderson
370,"Kentavious Caldwell-Pope, DET",80,19.8,.483,9.7,4.9,13.3,2.5,8.6,5.4,9.46,9.46,-24.5,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2581018,Kentavious Caldwell-Pope
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
371,"Meyers Leonard, POR",40,8.9,.489,13.5,11.3,13.5,8.0,25.5,16.8,9.45,9.45,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6605,Meyers Leonard
372,"Darrell Arthur, DEN",68,17.1,.459,11.0,10.4,17.0,4.8,14.7,9.8,9.41,9.41,-36.3,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3413,Darrell Arthur
373,"Francisco Garcia, HOU",55,19.7,.521,15.9,7.6,12.7,2.3,9.8,6.3,9.37,9.37,-18.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
374,"Ian Clark, UTAH",23,7.5,.485,15.1,14.1,21.3,1.9,11.1,6.4,9.29,9.29,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2489785,Ian Clark
375,"Darius Morris, LAC/PHI/MEM",27,11.6,.498,24.7,15.1,12.7,0.0,0.0,0.0,9.28,9.28,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6463,Darius Morris
376,"Toney Douglas, GS/MIA",51,13.2,.493,22.2,11.1,16.5,3.3,11.8,7.6,9.20,9.20,-18.1,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
377,"Lou Amundson, NO/CHI",19,9.7,.446,9.6,22.4,13.0,17.3,17.2,17.3,9.16,9.16,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3041,Lou Amundson
378,"Earl Clark, CLE/NY",54,14.2,.466,5.5,9.5,16.5,3.2,18.2,10.5,9.09,9.09,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3971,Earl Clark
379,"Darius Miller, NO",45,16.1,.550,17.4,8.9,12.3,1.4,7.0,4.2,9.06,9.06,-15.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6610,Darius Miller
380,"Andre Roberson, OKC",40,10.0,.518,14.1,17.9,9.5,10.7,15.6,13.3,9.03,9.03,-8.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2530596,Andre Roberson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
381,"Luke Ridnour, MIL/CHA",61,18.7,.452,30.3,11.4,16.8,2.2,7.6,4.8,9.01,9.01,-33.9,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
382,"CJ McCollum, POR",38,12.5,.521,10.6,13.7,19.7,1.6,9.2,5.4,9.00,9.00,-10.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2490149,CJ McCollum
383,"Jared Dudley, LAC",74,23.4,.541,16.4,8.9,12.8,2.4,7.7,5.1,8.91,8.91,-41.1,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3201,Jared Dudley
