Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
129,"Jameer Nelson, ORL",76,30.5,.548,29.2,12.4,21.9,1.9,9.3,5.7,15.47,15.47,154.5,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
130,"Marreese Speights, PHI",64,11.5,.532,7.6,10.2,20.5,10.1,22.9,16.5,15.39,15.39,52.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Leandro Barbosa, TOR",58,24.1,.539,13.0,9.2,23.8,1.2,7.4,4.2,15.36,15.36,101.1,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
132,"D.J. White, OKC/CHA",47,14.6,.542,6.8,5.0,14.1,7.6,20.0,13.8,15.35,15.35,39.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3469,D.J. White
133,"Trevor Booker, WSH",65,16.4,.582,9.4,10.3,12.8,10.2,17.0,13.5,15.32,15.32,74.9,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
134,"Will Bynum, DET",61,18.4,.524,26.4,11.3,22.3,1.6,6.7,4.0,15.28,15.28,71.8,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2816,Will Bynum
135,"Peja Stojakovic, NO/DAL/TOR",33,18.7,.588,10.2,6.0,19.7,0.0,0.0,0.0,15.25,15.25,43.8,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=813,Peja Stojakovic
136,"Toney Douglas, NY",81,24.3,.534,21.5,7.8,19.0,3.7,10.5,7.1,15.23,15.23,130.3,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
137,"Anderson Varejao, CLE",31,32.1,.560,13.4,11.9,12.2,11.0,24.1,17.4,15.21,15.21,55.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2419,Anderson Varejao
138,"Etan Thomas, ATL",13,6.3,.580,5.8,14.5,16.8,8.9,24.8,16.9,15.19,15.19,5.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=851,Etan Thomas
139,"Tayshaun Prince, DET",78,32.8,.511,15.7,6.0,19.8,3.6,12.6,7.9,15.13,15.13,177.2,5.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1724,Tayshaun Prince
140,"Luke Ridnour, MIN",71,30.4,.567,29.9,12.3,18.1,1.9,8.6,5.1,15.08,15.08,131.6,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Dorell Wright, GS",82,38.4,.539,14.9,8.2,18.0,3.1,12.6,7.8,15.07,15.07,214.7,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2423,Dorell Wright
142,"Leon Powe, CLE/MEM",30,10.9,.524,4.1,7.1,16.1,8.4,14.2,11.2,15.05,15.05,17.4,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3023,Leon Powe
143,"Jason Richardson, ORL/PHX",80,33.9,.555,10.7,6.9,17.0,2.9,11.1,7.1,15.02,15.02,183.0,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
144,"Reggie Williams, GS",80,20.3,.585,15.0,7.0,17.4,3.1,12.2,7.5,14.97,14.97,108.5,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4229,Reggie Williams
145,"Tracy McGrady, DET",72,23.4,.503,27.3,11.0,18.5,3.4,15.4,9.1,14.91,14.91,110.9,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=532,Tracy McGrady
146,"Carl Landry, NO/SAC",76,26.4,.555,6.4,11.1,18.4,9.3,10.8,10.0,14.90,14.90,101.7,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3217,Carl Landry
147,"Vince Carter, ORL/PHX",73,28.1,.528,12.1,7.5,21.7,3.1,12.4,7.8,14.89,14.89,134.4,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=136,Vince Carter
148,"Marcus Camby, POR",59,26.1,.426,23.8,12.2,11.6,13.8,35.2,24.1,14.85,14.85,77.0,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=125,Marcus Camby
,"Nicolas Batum, POR",80,31.5,.563,11.3,7.6,16.6,5.1,12.8,8.8,14.85,14.85,163.6,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
150,"J.J. Barea, DAL",81,20.6,.535,27.1,11.6,23.3,2.1,8.8,5.6,14.82,14.82,95.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"DeAndre Jordan, LAC",80,25.6,.648,7.2,17.4,10.7,11.9,20.9,16.5,14.81,14.81,128.6,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3442,DeAndre Jordan
152,"Jeremy Lin, GS",29,9.8,.458,29.4,12.6,15.7,4.7,8.9,6.8,14.79,14.79,16.1,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
153,"Grant Hill, PHX",80,30.1,.563,15.7,10.5,18.5,3.7,12.5,8.1,14.78,14.78,153.8,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=336,Grant Hill
,"Ben Uzoh, NJ",42,10.4,.468,26.3,9.5,20.2,7.9,8.6,8.2,14.78,14.78,26.0,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4296,Ben Uzoh
155,"Wilson Chandler, DEN/NY",72,33.3,.537,9.6,8.3,18.5,3.6,15.9,9.7,14.68,14.68,149.7,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
156,"Stephen Jackson, CHA",67,35.9,.520,14.7,12.7,25.3,2.7,12.7,7.7,14.64,14.64,148.6,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=378,Stephen Jackson
,"George Hill, SA",76,28.3,.588,18.5,9.5,17.0,1.3,9.2,5.4,14.64,14.64,116.6,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
158,"Matt Barnes, LAL",53,19.2,.569,16.1,13.1,15.7,8.4,16.7,12.7,14.63,14.63,62.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
159,"Mike Dunleavy, IND",61,27.6,.593,14.0,9.2,15.7,1.9,16.2,9.1,14.62,14.62,103.5,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1708,Mike Dunleavy
,"Jeff Teague, ATL",70,13.8,.521,25.2,11.7,19.6,1.4,11.3,6.4,14.62,14.62,54.9,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"DeMarcus Cousins, SAC",81,28.5,.484,12.3,16.2,25.4,10.4,24.4,17.2,14.62,14.62,107.5,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4258,DeMarcus Cousins
162,"DeMar DeRozan, TOR",82,34.8,.530,9.1,8.9,21.2,3.0,10.2,6.5,14.52,14.52,171.0,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
163,"Nick Young, WSH",64,31.8,.538,6.2,7.5,22.2,1.4,8.6,4.9,14.51,14.51,121.8,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
164,"Jason Kidd, DAL",80,33.2,.500,44.7,12.2,15.7,1.6,13.4,7.7,14.46,14.46,137.2,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=429,Jason Kidd
,"Tyreke Evans, SAC",57,37.0,.482,20.5,11.8,24.6,2.4,12.7,7.4,14.46,14.46,108.7,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3983,Tyreke Evans
166,"C.J. Miles, UTAH",78,25.2,.507,11.1,7.7,23.0,3.3,12.4,7.8,14.44,14.44,115.9,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
167,"Ersan Ilyasova, MIL",60,25.1,.517,8.3,9.4,17.3,7.9,20.7,14.1,14.40,14.40,65.1,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
168,"Jeff Foster, IND",56,16.8,.497,17.7,10.0,9.5,19.1,22.3,20.7,14.34,14.34,52.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=250,Jeff Foster
,"Taj Gibson, CHI",80,21.8,.502,8.3,10.2,15.4,11.2,19.4,15.4,14.34,14.34,92.0,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
170,"Shaun Livingston, CHA",73,17.3,.530,23.3,12.5,19.4,2.8,11.6,7.2,14.33,14.33,62.7,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"Jamal Crawford, ATL",76,30.2,.545,17.5,10.6,21.8,1.2,5.6,3.4,14.29,14.29,119.5,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=165,Jamal Crawford
172,"Caron Butler, DAL",29,29.9,.523,9.0,9.6,22.5,3.1,12.5,8.0,14.25,14.25,48.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
,"Chase Budinger, HOU",78,22.3,.534,13.9,7.4,18.6,3.4,15.0,9.2,14.25,14.25,97.1,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
174,"Joey Dorsey, TOR",43,12.1,.529,13.9,20.1,13.3,17.5,25.8,21.6,14.22,14.22,21.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3421,Joey Dorsey
175,"Jarrett Jack, NO/TOR",83,20.7,.503,22.3,10.2,22.0,1.4,10.9,6.1,14.20,14.20,82.3,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2768,Jarrett Jack
,"Kenyon Martin, DEN",48,25.7,.526,19.4,10.5,15.3,6.5,20.9,13.9,14.20,14.20,49.6,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=515,Kenyon Martin
177,"Jerryd Bayless, NO/TOR",71,21.1,.536,26.6,12.7,23.3,2.0,11.3,6.6,14.16,14.16,70.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
178,"Jordan Farmar, NJ",73,24.6,.504,30.6,11.6,21.8,1.5,10.1,5.7,14.11,14.11,83.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3002,Jordan Farmar
179,"Samuel Dalembert, SAC",80,24.2,.509,8.1,15.9,15.7,12.1,26.9,19.3,14.10,14.10,101.2,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=991,Samuel Dalembert
180,"Boris Diaw, CHA",82,33.9,.558,25.3,12.5,16.4,4.5,13.6,9.0,13.94,13.94,101.3,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Brandon Roy, POR",47,27.9,.491,16.8,7.2,21.7,2.5,9.1,5.6,13.94,13.94,67.2,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3027,Brandon Roy
182,"Mo Williams, CLE/LAC",58,30.8,.503,28.0,12.6,25.9,1.3,8.7,5.0,13.93,13.93,78.1,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
183,"Robin Lopez, PHX",67,14.8,.539,1.8,10.5,17.8,9.5,15.6,12.6,13.92,13.92,49.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3447,Robin Lopez
184,"Derrick Favors, NJ/UTAH",78,19.7,.542,6.4,12.7,14.6,12.9,19.1,16.0,13.90,13.90,55.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4257,Derrick Favors
185,"Ronnie Brewer, CHI",81,22.0,.518,20.6,8.1,13.4,3.7,13.2,8.6,13.87,13.87,89.6,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991,Ronnie Brewer
186,"Dahntay Jones, IND",45,13.1,.558,10.4,9.8,19.5,0.8,11.4,6.1,13.75,13.75,28.6,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
187,"Ian Mahinmi, DAL",56,8.7,.645,4.8,15.0,13.4,10.7,17.8,14.4,13.74,13.74,22.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
,"Ike Diogu, LAC",36,13.1,.590,1.0,11.0,16.7,10.3,18.3,14.3,13.74,13.74,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2750,Ike Diogu
189,"Shannon Brown, LAL",82,19.1,.518,11.2,8.7,20.5,2.6,8.5,5.7,13.67,13.67,62.4,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
190,"Arron Afflalo, DEN",69,33.7,.620,17.9,7.6,13.7,2.3,9.9,6.2,13.61,13.61,107.7,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Jason Thompson, SAC",75,23.3,.533,10.9,12.2,16.6,9.1,20.8,14.8,13.59,13.59,78.1,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3462,Jason Thompson
,"Ronny Turiaf, NY",64,17.8,.648,27.1,12.1,9.4,6.4,14.4,10.4,13.59,13.59,51.0,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
193,"Francisco Garcia, SAC",58,23.9,.551,11.4,7.2,16.1,1.9,9.2,5.5,13.55,13.55,63.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
,"Garret Siler, PHX",21,4.8,.553,5.6,18.6,20.0,18.3,13.7,16.0,13.55,13.55,4.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4035,Garret Siler
195,"Matt Bonner, SA",66,21.7,.617,12.6,5.7,12.2,5.0,14.2,9.7,13.54,13.54,43.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
196,"Marvin Williams, ATL",65,28.7,.551,11.5,8.1,15.6,4.4,15.7,10.1,13.51,13.51,83.6,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
,"Landry Fields, NY",82,31.0,.598,16.7,11.5,12.5,4.7,18.9,11.7,13.51,13.51,102.6,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
198,"Hedo Turkoglu, ORL/PHX",81,31.4,.555,27.1,10.4,16.5,2.1,14.0,8.2,13.49,13.49,113.2,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
199,"Rudy Fernandez, POR",78,23.3,.523,21.0,9.6,18.2,2.4,9.5,5.8,13.48,13.48,81.1,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3204,Rudy Fernandez
200,"Anthony Tolliver, MIN",65,21.0,.585,16.3,9.8,12.5,7.3,17.0,12.0,13.36,13.36,56.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Othyus Jeffers, SA/WSH",17,18.9,.546,16.8,11.7,21.7,8.6,15.4,11.9,13.34,13.34,12.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4231,Othyus Jeffers
202,"Daniel Gibson, CLE",67,27.8,.533,19.8,7.9,18.7,1.4,9.7,5.5,13.27,13.27,63.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3006,Daniel Gibson
203,"Gerald Henderson, CHA",68,24.4,.509,12.5,7.9,18.3,3.5,11.6,7.5,13.25,13.25,60.8,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3993,Gerald Henderson
204,"Danny Green, SA",8,11.5,.586,4.8,11.9,17.7,3.9,14.8,9.5,13.23,13.23,3.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3988,Danny Green
205,"Goran Dragic, HOU/PHX",70,17.6,.523,24.9,14.3,18.6,3.3,9.9,6.6,13.21,13.21,40.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3423,Goran Dragic
206,"Aaron Brooks, HOU/PHX",59,21.8,.489,23.8,10.1,25.1,1.8,5.2,3.5,13.20,13.20,42.2,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3192,Aaron Brooks
,"Gary Neal, SA",80,21.1,.578,11.3,9.2,18.7,1.5,11.8,6.8,13.20,13.20,55.3,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
208,"Nenad Krstic, BOS/OKC",71,22.1,.557,4.5,9.3,15.4,9.8,15.3,12.7,13.17,13.17,60.3,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1719,Nenad Krstic
209,"Carlos Delfino, MIL",49,32.4,.517,15.7,8.0,16.5,1.7,13.2,7.3,13.11,13.11,61.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1999,Carlos Delfino
210,"Jordan Hill, HOU",72,15.6,.521,6.0,12.9,16.0,12.9,18.0,15.4,13.10,13.10,38.6,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3994,Jordan Hill
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Paul George, IND",61,20.7,.542,11.3,12.2,16.3,3.3,16.3,9.8,13.06,13.06,48.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4251,Paul George
212,"Josh Childress, PHX",54,16.6,.567,12.9,13.5,13.0,8.9,11.1,10.0,13.05,13.05,34.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2373,Josh Childress
213,"Patty Mills, POR",64,12.2,.506,21.0,11.9,23.9,2.8,5.2,4.0,13.04,13.04,23.8,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
214,"Austin Daye, DET",72,20.1,.518,11.9,9.0,17.2,5.2,18.6,11.6,13.02,13.02,54.4,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3976,Austin Daye
215,"Kyle Korver, CHI",82,20.1,.572,15.9,7.7,17.2,0.9,9.5,5.3,13.01,13.01,61.7,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
216,"Derrick Brown, NY/CHA",49,11.8,.588,14.6,15.5,14.0,8.5,12.2,10.3,12.97,12.97,18.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3967,Derrick Brown
217,"Jeff Green, BOS/OKC",75,32.4,.538,9.5,8.7,17.3,3.7,13.5,8.8,12.92,12.92,76.9,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
218,"John Salmons, MIL",73,35.0,.510,18.1,9.8,19.7,1.2,11.2,6.1,12.89,12.89,91.1,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
,"JJ Redick, ORL",59,25.6,.589,15.5,8.1,15.8,0.5,8.1,4.4,12.89,12.89,54.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3024,JJ Redick
,"Kwame Brown, CHA",66,26.0,.550,7.3,11.7,13.4,10.3,21.6,15.9,12.89,12.89,58.5,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=981,Kwame Brown
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Channing Frye, PHX",77,33.0,.557,9.2,7.0,15.1,3.0,20.4,11.7,12.87,12.87,86.1,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
222,"Zydrunas Ilgauskas, MIA",72,15.9,.531,6.2,12.5,14.2,11.9,17.5,14.9,12.84,12.84,38.3,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=362,Zydrunas Ilgauskas
,"Daequan Cook, OKC",43,13.9,.630,8.8,7.5,14.2,1.6,12.1,7.0,12.84,12.84,20.9,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3196,Daequan Cook
,"Spencer Hawes, PHI",81,21.2,.481,14.7,11.8,17.4,8.7,22.5,15.6,12.84,12.84,57.4,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3211,Spencer Hawes
,"C.J. Watson, CHI",82,13.3,.466,26.8,10.5,21.3,1.8,8.1,5.0,12.84,12.84,29.9,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
226,"Glen Davis, BOS",78,29.5,.499,8.4,7.8,18.4,5.7,16.4,11.4,12.83,12.83,45.6,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
227,"Antonio McDyess, SA",73,19.0,.516,15.7,13.5,13.8,10.5,22.3,16.5,12.81,12.81,27.2,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=530,Antonio McDyess
228,"Udonis Haslem, MIA",13,26.5,.549,5.2,12.2,13.0,10.6,25.0,18.2,12.74,12.74,6.4,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2184,Udonis Haslem
229,"Jamaal Magloire, MIA",18,8.8,.585,7.9,13.2,9.2,13.6,31.2,22.9,12.70,12.70,4.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=498,Jamaal Magloire
230,"O.J. Mayo, MEM",71,26.3,.499,13.8,9.4,20.4,2.2,8.7,5.4,12.67,12.67,60.4,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3450,O.J. Mayo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Mehmet Okur, UTAH",13,12.9,.452,19.6,7.2,20.2,6.4,15.2,10.8,12.66,12.66,5.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1014,Mehmet Okur
232,"Kosta Koufos, DEN/MIN",50,8.7,.474,3.4,15.0,22.2,14.5,19.1,16.8,12.65,12.65,13.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3444,Kosta Koufos
233,"Courtney Lee, HOU",81,21.3,.534,12.6,8.5,16.5,3.3,10.4,6.9,12.63,12.63,54.8,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
234,"James Johnson, CHI/TOR",38,21.6,.505,21.1,15.2,23.0,5.2,15.4,10.2,12.59,12.59,25.7,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
,"Vladimir Radmanovic, GS",74,15.8,.562,16.8,12.2,13.8,6.1,14.7,10.3,12.59,12.59,36.5,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1016,Vladimir Radmanovic
,"Jodie Meeks, PHI",74,27.9,.600,10.0,7.7,14.3,1.2,8.4,4.8,12.59,12.59,55.1,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
237,"Sam Young, MEM",78,20.2,.525,10.5,9.0,16.0,3.0,11.2,7.1,12.58,12.58,49.0,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4020,Sam Young
238,"Ben Gordon, DET",82,26.0,.548,14.8,12.2,20.1,2.2,9.3,5.6,12.46,12.46,62.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
239,"Martell Webster, MIN",46,23.8,.575,10.5,11.5,16.4,3.6,11.6,7.5,12.44,12.44,31.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2795,Martell Webster
240,"Richard Jefferson, SA",81,30.4,.612,11.5,10.0,13.9,2.6,11.8,7.3,12.42,12.42,70.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Reggie Evans, TOR",30,26.6,.466,17.4,17.8,9.6,17.2,34.4,25.6,12.42,12.42,11.0,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1828,Reggie Evans
,"Zaza Pachulia, ATL",79,15.7,.562,13.2,15.8,13.3,11.6,20.6,16.1,12.42,12.42,33.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
243,"Shane Battier, HOU/MEM",82,29.0,.567,22.7,9.7,11.9,4.3,13.7,9.0,12.37,12.37,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=976,Shane Battier
,"Kirk Hinrich, ATL/WSH",72,30.0,.543,26.5,11.1,15.5,1.1,8.9,4.9,12.37,12.37,50.4,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1981,Kirk Hinrich
245,"Sasha Vujacic, LAL/NJ",67,24.6,.515,15.8,7.9,22.9,2.1,11.5,6.7,12.35,12.35,45.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2421,Sasha Vujacic
246,"Shelden Williams, DEN/NY",59,15.4,.522,9.8,13.1,13.2,12.0,22.3,17.2,12.33,12.33,11.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3040,Shelden Williams
247,"Delonte West, BOS",24,18.9,.533,29.0,13.6,16.1,1.7,8.0,5.0,12.32,12.32,12.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2422,Delonte West
248,"Al Harrington, DEN",73,22.8,.527,10.8,11.4,20.1,5.4,17.2,11.5,12.31,12.31,20.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=308,Al Harrington
249,"Darnell Jackson, SAC",59,8.2,.521,6.5,10.6,16.5,11.2,10.8,11.0,12.30,12.30,5.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3440,Darnell Jackson
250,"Ben Wallace, DET",54,22.9,.442,24.8,15.2,8.1,12.2,22.9,17.3,12.29,12.29,31.2,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=885,Ben Wallace
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Darko Milicic, MIN",69,24.4,.482,11.8,17.1,18.4,8.5,15.4,11.8,12.29,12.29,42.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2171,Darko Milicic
252,"Alexis Ajinca, DAL/TOR",34,10.0,.507,5.9,10.7,18.9,5.8,21.4,13.6,12.25,12.25,8.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3410,Alexis Ajinca
,"Shawne Williams, NY",64,20.7,.558,9.4,9.2,13.6,5.1,15.6,10.3,12.25,12.25,34.5,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3038,Shawne Williams
254,"Jermaine Taylor, HOU/SAC",34,14.2,.535,11.2,16.1,20.9,6.0,8.7,7.3,12.23,12.23,10.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4014,Jermaine Taylor
,"Matt Carroll, CHA",54,10.8,.530,8.6,8.6,17.8,2.5,11.7,7.1,12.23,12.23,15.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2211,Matt Carroll
256,"Anthony Morrow, NJ",58,32.0,.573,8.6,6.8,16.4,2.3,8.8,5.5,12.13,12.13,45.0,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
