Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
255,"Trey Burke, UTAH",76,30.1,.455,21.6,8.2,23.6,1.6,8.7,5.2,12.64,12.64,56.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2579260,Trey Burke
256,"Kevin Seraphin, WSH",79,15.6,.535,9.2,15.2,19.6,8.1,17.9,13.1,12.61,12.61,37.0,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
257,"P.J. Tucker, PHX",78,30.6,.541,13.9,10.9,13.0,5.2,18.0,11.5,12.56,12.56,73.4,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3033,P.J. Tucker
258,"Ray McCallum, SAC",68,21.1,.496,24.1,10.9,17.9,4.3,9.8,7.1,12.54,12.54,33.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2528447,Ray McCallum
259,"Marco Belinelli, SA",62,22.4,.553,14.1,9.1,17.5,2.2,10.5,6.4,12.47,12.47,40.9,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
,"Raymond Felton, DAL",29,9.7,.480,23.9,10.5,20.3,0.8,9.4,5.1,12.47,12.47,6.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Evan Fournier, ORL",58,28.6,.546,14.3,9.7,18.4,1.9,8.7,5.2,12.47,12.47,48.7,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
262,"Kendall Marshall, MIL",28,14.9,.562,38.1,15.5,16.1,0.6,7.1,3.8,12.45,12.45,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6607,Kendall Marshall
263,"Isaiah Canaan, HOU/PHI",47,20.0,.534,17.4,11.0,18.2,2.0,8.3,5.1,12.44,12.44,20.1,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2490589,Isaiah Canaan
264,"Rodney Hood, UTAH",50,21.3,.529,15.5,8.4,18.8,1.0,11.7,6.4,12.39,12.39,30.0,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2581177,Rodney Hood
265,"Langston Galloway, NY",45,32.4,.489,19.8,8.1,18.5,2.9,12.5,7.5,12.36,12.36,29.6,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2530572,Langston Galloway
266,"Andre Iguodala, GS",77,26.9,.553,26.4,10.2,13.1,2.4,10.8,6.7,12.34,12.34,56.9,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2386,Andre Iguodala
267,"Nick Calathes, MEM",58,14.4,.455,30.8,12.9,18.4,2.6,11.8,7.2,12.33,12.33,22.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3969,Nick Calathes
268,"Jared Dudley, MIL",72,23.8,.572,20.2,9.6,13.0,3.0,11.6,7.3,12.31,12.31,46.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3201,Jared Dudley
,"Ish Smith, PHI/OKC",55,15.1,.431,27.7,12.0,26.8,1.9,11.5,6.5,12.31,12.31,16.2,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
270,"Chase Budinger, MIN",67,19.2,.537,11.9,9.1,15.3,2.8,15.1,8.8,12.26,12.26,33.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Pablo Prigioni, HOU/NY",67,17.9,.557,35.7,12.9,10.7,2.8,8.6,5.7,12.26,12.26,22.5,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4182,Pablo Prigioni
,"Joel Freeland, POR",48,12.9,.522,8.0,11.4,12.3,11.0,21.9,16.6,12.26,12.26,15.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3004,Joel Freeland
273,"Jameer Nelson, BOS/DAL/DEN",63,22.3,.503,28.7,12.4,21.0,0.0,0.0,0.0,12.14,12.14,23.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
274,"Justin Holiday, GS",59,11.1,.498,14.5,8.7,17.5,2.0,9.7,6.0,12.13,12.13,16.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2284101,Justin Holiday
275,"Clint Capela, HOU",12,7.5,.409,4.3,10.8,19.3,12.3,31.8,22.1,12.12,12.12,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3102529,Clint Capela
,"Tim Hardaway Jr., NY",70,24.0,.512,12.8,8.2,22.3,0.8,10.2,5.4,12.12,12.12,40.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2528210,Tim Hardaway Jr.
277,"A.J. Price, CLE/IND/PHX",26,12.5,.451,22.2,6.7,20.5,0.0,0.0,0.0,12.07,12.07,5.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4010,A.J. Price
278,"Tyler Johnson, MIA",32,18.8,.506,16.2,11.6,15.9,2.9,13.1,8.1,12.06,12.06,14.1,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2530276,Tyler Johnson
279,"Jason Smith, NY",82,21.8,.497,15.5,11.5,18.7,6.2,15.0,10.5,12.05,12.05,14.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3232,Jason Smith
280,"Tayshaun Prince, BOS/DET/MEM",58,24.1,.504,16.6,6.3,14.2,0.0,0.0,0.0,12.01,12.01,31.4,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1724,Tayshaun Prince
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
281,"Furkan Aldemir, PHI",41,13.2,.517,20.8,12.6,8.4,14.9,20.7,17.7,12.00,12.00,4.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6577,Furkan Aldemir
282,"Jon Leuer, MEM",63,13.1,.478,12.1,9.2,17.3,7.0,21.7,14.3,11.97,11.97,5.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6452,Jon Leuer
283,"Quincy Acy, NY",68,18.9,.533,13.6,12.0,14.6,6.9,20.5,13.5,11.96,11.96,28.0,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6576,Quincy Acy
284,"Drew Gooden, WSH",51,16.9,.469,13.2,7.5,15.8,9.6,19.3,14.5,11.95,11.95,5.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1711,Drew Gooden
285,"Phil Pressey, BOS",50,12.0,.453,33.1,11.6,18.0,2.3,12.4,7.3,11.84,11.84,7.5,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2530722,Phil Pressey
286,"Samuel Dalembert, NY",32,17.0,.461,14.0,18.9,14.2,10.9,25.1,17.8,11.82,11.82,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=991,Samuel Dalembert
287,"Lou Amundson, CLE/NY",53,17.7,.442,16.5,14.6,10.7,11.3,22.0,16.5,11.79,11.79,4.1,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3041,Lou Amundson
,"Marvin Williams, CHA",78,26.1,.541,14.4,8.7,12.4,3.1,18.2,10.4,11.79,11.79,8.7,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
289,"Mario Chalmers, MIA",80,29.6,.521,24.4,13.7,18.4,1.2,9.0,5.2,11.76,11.76,26.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3419,Mario Chalmers
290,"Brian Roberts, CHA",72,18.5,.495,23.0,8.1,18.1,1.0,8.2,4.5,11.74,11.74,14.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6641,Brian Roberts
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
291,"Jason Richardson, PHI",19,21.9,.458,15.7,6.6,20.4,3.2,14.5,8.6,11.73,11.73,7.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
292,"Reggie Evans, SAC",47,16.3,.490,12.5,17.5,12.1,14.9,29.0,22.2,11.68,11.68,12.4,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1828,Reggie Evans
293,"Wayne Ellington, LAL",65,25.8,.504,13.1,6.2,17.4,2.0,12.3,6.9,11.66,11.66,29.1,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
294,"Bojan Bogdanovic, BKN",78,23.8,.562,8.8,10.1,15.8,3.0,9.8,6.4,11.64,11.64,31.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3593,Bojan Bogdanovic
,"Otto Porter Jr., WSH",74,19.4,.523,12.0,9.6,14.0,5.6,11.6,8.7,11.64,11.64,24.4,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
,"Mike Dunleavy, CHI",63,29.2,.573,16.4,8.7,13.6,1.7,12.7,7.3,11.64,11.64,31.2,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1708,Mike Dunleavy
297,"Ekpe Udoh, LAC",33,3.9,.519,18.6,16.3,11.7,6.3,16.4,11.4,11.62,11.62,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
298,"Darrell Arthur, DEN",58,17.0,.466,11.1,9.1,18.8,5.6,13.4,9.3,11.57,11.57,1.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3413,Darrell Arthur
299,"James Ennis III, MIA",62,17.0,.541,12.8,10.4,13.5,6.0,14.0,10.1,11.53,11.53,16.1,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2579321,James Ennis III
300,"Courtney Lee, MEM",77,30.6,.555,16.3,8.4,14.4,1.0,7.6,4.3,11.51,11.51,35.5,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
301,"Avery Bradley, BOS",77,31.5,.507,10.4,8.4,19.5,2.0,8.9,5.4,11.51,11.51,18.3,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
302,"Jason Terry, HOU",77,21.3,.579,21.4,10.8,14.0,1.0,7.1,4.1,11.48,11.48,24.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
,"Sebastian Telfair, OKC",16,20.4,.479,22.2,8.9,20.7,0.7,9.0,4.9,11.48,11.48,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2417,Sebastian Telfair
,"Iman Shumpert, CLE/NY",62,24.9,.497,18.6,12.5,14.8,4.1,12.6,8.3,11.48,11.48,22.6,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6468,Iman Shumpert
305,"Aaron Gordon, ORL",47,17.0,.517,10.8,12.4,14.3,6.4,17.8,12.0,11.45,11.45,-0.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3064290,Aaron Gordon
,"Jack Cooley, UTAH",16,5.4,.432,2.8,8.5,16.5,13.3,19.8,16.6,11.45,11.45,1.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488713,Jack Cooley
307,"Rasual Butler, WSH",75,20.1,.531,9.6,7.3,16.4,2.1,12.4,7.4,11.44,11.44,21.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1767,Rasual Butler
308,"Anthony Bennett, MIN",57,15.7,.458,11.7,8.8,16.8,6.5,21.6,13.8,11.41,11.41,-1.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991473,Anthony Bennett
309,"Patrick Beverley, HOU",56,30.8,.509,23.0,10.0,15.9,4.3,10.8,7.6,11.37,11.37,9.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
310,"Jose Calderon, NY",42,30.2,.519,30.9,11.7,16.5,1.7,9.8,5.6,11.34,11.34,6.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2806,Jose Calderon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Richard Jefferson, DAL",74,16.8,.577,12.5,10.7,14.2,2.2,14.0,8.1,11.34,11.34,15.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
312,"Zach LaVine, MIN",77,24.7,.515,22.6,15.8,21.7,1.6,11.6,6.4,11.31,11.31,8.9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3064440,Zach LaVine
313,"Matt Barnes, LAC",76,29.9,.574,13.2,10.0,13.8,2.6,12.2,7.5,11.29,11.29,26.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
314,"Archie Goodwin, PHX",41,13.0,.486,13.4,14.6,21.9,5.5,9.7,7.6,11.28,11.28,6.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991281,Archie Goodwin
315,"Toney Douglas, NO",12,14.8,.450,26.5,11.0,17.4,1.3,12.8,7.1,11.26,11.26,0.7,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
316,"Kentavious Caldwell-Pope, DET",82,31.5,.501,8.8,7.6,18.3,1.9,9.1,5.4,11.25,11.25,29.1,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2581018,Kentavious Caldwell-Pope
317,"Nick Collison, OKC",66,16.7,.485,21.6,10.8,12.7,8.9,15.3,12.2,11.23,11.23,-4.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
318,"Terrence Ross, TOR",82,25.5,.519,9.2,7.4,16.9,1.8,10.7,6.2,11.21,11.21,22.1,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
319,"Jerryd Bayless, MIL",77,22.3,.519,24.7,14.1,18.3,1.5,12.5,7.0,11.18,11.18,4.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
320,"Ramon Sessions, SAC/WSH",64,18.6,.490,26.8,12.7,18.7,2.3,11.2,6.9,11.17,11.17,3.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3231,Ramon Sessions
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
321,"Luke Babbitt, NO",63,13.2,.639,9.6,10.4,11.6,1.6,13.5,7.6,11.15,11.15,8.0,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
322,"Wesley Johnson, LAL",76,29.5,.509,13.0,9.1,15.5,3.2,12.9,7.8,11.14,11.14,21.5,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4247,Wesley Johnson
323,"Gary Neal, MIN/CHA",54,22.1,.483,13.7,8.9,20.7,1.3,11.0,6.0,11.13,11.13,11.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
324,"James Jones, CLE",57,11.7,.565,9.3,5.0,14.7,1.6,9.0,5.3,11.10,11.10,6.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
,"Anthony Tolliver, DET/PHX",76,18.8,.569,11.1,9.6,14.1,3.8,14.5,9.0,11.10,11.10,-8.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
,"Joey Dorsey, HOU",69,12.4,.507,10.1,16.6,10.5,13.3,22.7,18.0,11.10,11.10,6.3,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3421,Joey Dorsey
327,"Jorge Gutierrez, MIL/BKN",20,8.8,.567,27.3,14.9,13.8,3.3,12.9,8.1,11.09,11.09,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2327449,Jorge Gutierrez
328,"Lorenzo Brown, MIN",29,18.9,.468,35.9,12.0,13.8,2.8,12.0,7.3,11.06,11.06,0.5,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528787,Lorenzo Brown
329,"Randy Foye, DEN",50,21.7,.510,19.7,9.9,18.9,0.9,7.8,4.2,11.03,11.03,8.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3003,Randy Foye
,"Shawn Marion, CLE",57,19.3,.489,13.9,9.0,12.3,6.8,14.2,10.5,11.03,11.03,8.7,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=510,Shawn Marion
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
331,"Marcus Smart, BOS",67,27.0,.491,25.0,10.8,15.0,3.6,9.9,6.7,11.02,11.02,0.5,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2990992,Marcus Smart
332,"Jabari Brown, LAL",19,29.9,.547,14.3,11.5,17.8,0.6,6.7,3.5,11.00,11.00,4.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2580784,Jabari Brown
333,"Hollis Thompson, PHI",71,25.0,.538,11.6,9.0,14.9,3.1,9.3,6.0,10.98,10.98,12.6,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6634,Hollis Thompson
334,"Garrett Temple, WSH",52,14.2,.534,19.9,12.1,13.3,3.8,9.9,6.9,10.95,10.95,4.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4023,Garrett Temple
335,"Robert Sacre, LAL",67,16.9,.449,12.7,8.3,14.0,8.4,14.6,11.4,10.93,10.93,5.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6620,Robert Sacre
,"Norris Cole, NO/MIA",75,24.4,.483,26.9,10.4,20.4,0.8,9.2,5.1,10.93,10.93,-2.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6431,Norris Cole
,"Dion Waiters, CLE/OKC",80,27.6,.460,12.6,8.7,22.9,2.1,7.4,4.8,10.93,10.93,14.1,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6628,Dion Waiters
338,"Shane Larkin, NY",76,24.5,.504,29.1,10.7,13.8,1.7,9.4,5.4,10.90,10.90,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2596158,Shane Larkin
339,"Glen Davis, LAC",74,12.2,.495,10.4,10.4,15.3,5.5,15.4,10.5,10.88,10.88,-8.3,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
340,"Ian Mahinmi, IND",61,18.8,.516,9.5,16.9,11.5,10.2,24.0,17.2,10.84,10.84,4.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
341,"Landry Fields, TOR",26,8.3,.527,22.5,12.0,10.6,5.3,8.5,6.9,10.82,10.82,1.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
342,"David Stockton, SAC",3,11.0,.463,41.6,18.5,18.6,0.0,6.6,3.4,10.77,10.77,-0.1,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2489664,David Stockton
343,"Mirza Teletovic, BKN",40,22.3,.500,10.5,12.1,18.5,3.4,20.9,12.2,10.71,10.71,-10.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4385,Mirza Teletovic
,"Michael Beasley, MIA",24,21.0,.474,10.9,12.7,22.2,2.9,17.9,10.6,10.71,10.71,1.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
345,"Arron Afflalo, DEN/POR",78,32.1,.533,10.6,9.5,18.7,1.1,9.7,5.3,10.70,10.70,7.4,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
346,"Udonis Haslem, MIA",62,16.0,.488,13.0,11.6,13.4,8.8,22.1,15.6,10.68,10.68,-12.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2184,Udonis Haslem
347,"Ben Gordon, ORL",56,14.1,.538,11.6,12.8,20.1,0.8,8.3,4.5,10.66,10.66,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
,"KJ McDaniels, HOU/PHI",62,21.8,.494,10.8,15.7,20.6,5.0,11.4,8.0,10.66,10.66,3.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2566741,KJ McDaniels
349,"Alan Anderson, BKN",74,23.6,.563,13.2,9.6,13.3,2.0,11.1,6.6,10.63,10.63,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6569,Alan Anderson
350,"Nate Robinson, DEN/LAC",42,14.1,.432,24.1,7.5,22.6,3.1,6.2,4.6,10.60,10.60,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2782,Nate Robinson
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
351,"Luc Mbah a Moute, PHI",67,28.6,.466,11.6,10.8,17.2,4.4,14.6,9.3,10.60,10.60,-25.9,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
352,"Shawne Williams, DET/MIA",63,17.3,.537,11.2,7.7,18.1,4.0,14.0,9.0,10.57,10.57,1.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3038,Shawne Williams
,"Sergey Karasev, BKN",33,16.8,.508,20.8,10.9,13.9,4.5,8.9,6.7,10.57,10.57,0.5,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2959745,Sergey Karasev
354,"Joffrey Lauvergne, DEN",24,11.2,.459,9.5,16.1,18.6,10.5,20.9,15.5,10.54,10.54,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2959753,Joffrey Lauvergne
,"Hedo Turkoglu, LAC",62,11.4,.602,14.3,11.2,13.2,0.8,14.7,7.9,10.54,10.54,0.4,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
,"Reggie Williams, SA",20,5.3,.454,19.0,3.8,17.6,5.5,12.7,9.2,10.54,10.54,0.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4229,Reggie Williams
357,"Brandon Davies, BKN/PHI",27,15.7,.463,14.1,13.7,22.5,9.4,12.1,10.7,10.53,10.53,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2490144,Brandon Davies
358,"Jason Maxiell, CHA",61,14.4,.455,7.0,10.7,11.9,10.5,15.1,12.7,10.46,10.46,-13.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2775,Jason Maxiell
359,"Ben McLemore, SAC",82,32.6,.552,11.9,11.7,16.0,1.4,8.6,5.1,10.42,10.42,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2578213,Ben McLemore
360,"Chuck Hayes, TOR",29,8.8,.492,25.4,10.1,10.4,8.1,14.9,11.5,10.39,10.39,-0.8,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2834,Chuck Hayes
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
361,"E'Twaun Moore, CHI",56,9.0,.504,16.9,7.2,13.9,2.7,7.1,5.0,10.38,10.38,-0.9,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6460,E'Twaun Moore
,"Andrew Nicholson, ORL",40,12.3,.483,8.9,9.7,19.0,3.8,15.2,9.4,10.38,10.38,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6614,Andrew Nicholson
363,"Austin Rivers, NO/LAC",76,20.6,.481,20.1,8.4,16.6,2.0,8.9,5.5,10.36,10.36,-3.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6617,Austin Rivers
364,"Greg Smith, DAL",42,8.6,.605,10.4,12.8,8.7,7.8,16.1,11.9,10.27,10.27,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6530,Greg Smith
365,"Spencer Dinwiddie, DET",34,13.4,.394,32.4,10.3,22.4,0.9,10.9,5.7,10.26,10.26,-5.0,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2580782,Spencer Dinwiddie
366,"Chris Johnson, MIL/PHI/UTAH",29,18.1,.515,7.9,7.9,10.2,0.0,0.0,0.0,10.24,10.24,-2.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2325975,Chris Johnson
367,"Jason Thompson, SAC",81,24.6,.500,12.9,12.7,11.9,8.2,21.5,15.1,10.23,10.23,-37.8,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3462,Jason Thompson
368,"Josh McRoberts, MIA",17,17.4,.613,29.0,19.3,12.8,2.9,15.1,9.1,10.22,10.22,-5.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
,"Ronnie Price, LAL",43,22.8,.455,35.9,11.3,14.2,2.1,5.8,3.9,10.22,10.22,-11.5,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2807,Ronnie Price
370,"Solomon Hill, IND",82,29.0,.507,18.1,11.3,15.2,3.3,11.2,7.3,10.20,10.20,-10.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2488958,Solomon Hill
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
371,"Tony Snell, CHI",72,19.6,.550,12.3,9.5,13.3,2.5,10.9,6.8,10.19,10.19,-6.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2528353,Tony Snell
372,"Matt Bonner, SA",72,13.0,.536,15.4,3.6,11.7,3.6,10.2,7.0,10.13,10.13,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
373,"Kenyon Martin, MIL",11,9.5,.437,16.2,9.7,10.6,6.7,14.2,10.5,10.05,10.05,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=515,Kenyon Martin
374,"Luke Ridnour, ORL",47,14.5,.507,30.1,11.9,15.0,1.3,10.1,5.6,10.02,10.02,-10.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
375,"Sean Kilpatrick, MIN",4,18.0,.506,14.4,7.2,13.8,1.5,8.2,4.8,9.98,9.98,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488689,Sean Kilpatrick
376,"Jordan Farmar, LAC",36,14.7,.513,25.6,12.2,16.3,1.7,7.1,4.5,9.96,9.96,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3002,Jordan Farmar
377,"Quincy Pondexter, NO/MEM",75,23.9,.550,14.8,8.0,13.3,3.4,9.0,6.2,9.94,9.94,-15.0,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4253,Quincy Pondexter
378,"Jimmer Fredette, NO",50,10.2,.479,21.0,11.9,19.2,1.8,7.1,4.5,9.87,9.87,-8.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6434,Jimmer Fredette
379,"Spencer Hawes, LAC",73,17.5,.478,14.8,10.3,16.7,2.7,19.7,11.4,9.83,9.83,-31.9,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3211,Spencer Hawes
380,"Kent Bazemore, ATL",75,17.7,.520,14.8,13.9,14.3,1.9,16.8,9.6,9.70,9.70,-15.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6637,Kent Bazemore
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
