Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
257,"Timofey Mozgov, DEN",41,8.9,.549,6.8,18.9,13.3,15.6,17.1,16.4,12.37,12.37,9.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4298,Timofey Mozgov
258,"Terrence Williams, BOS",24,13.3,.518,22.9,13.2,17.8,1.5,14.4,8.2,12.35,12.35,8.8,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4019,Terrence Williams
,"Byron Mullens, CHA",53,26.9,.465,10.6,9.7,19.9,5.5,22.0,13.5,12.35,12.35,37.2,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4005,Byron Mullens
260,"Wayne Ellington, CLE/MEM",78,21.3,.546,14.4,7.9,16.5,1.7,10.3,5.8,12.29,12.29,44.3,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
261,"Donatas Motiejunas, HOU",44,12.2,.531,10.2,12.2,20.1,7.7,11.9,9.8,12.28,12.28,6.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6464,Donatas Motiejunas
262,"Evan Turner, PHI",82,35.3,.478,21.0,11.1,20.3,2.1,18.5,10.1,12.16,12.16,71.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
263,"Meyers Leonard, POR",69,17.5,.596,8.3,12.3,12.6,7.6,17.1,12.3,12.14,12.14,27.6,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6605,Meyers Leonard
264,"Anthony Morrow, ATL/DAL",41,9.3,.530,7.4,4.6,16.7,3.3,5.6,4.5,12.09,12.09,9.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
265,"Brandon Knight, DET",75,31.5,.511,20.4,13.8,22.0,2.6,9.6,6.0,12.04,12.04,36.7,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6448,Brandon Knight
266,"Ekpe Udoh, MIL",76,17.3,.503,10.6,10.6,11.2,8.9,11.7,10.3,12.00,12.00,9.9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
,"Brandon Rush, GS",2,12.5,.678,13.1,19.6,21.8,0.0,4.3,2.2,12.00,12.00,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3457,Brandon Rush
268,"Boris Diaw, SA",75,22.8,.603,28.8,13.4,11.6,4.7,12.0,8.6,11.96,11.96,34.6,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
269,"Darrell Arthur, MEM",59,16.4,.477,7.2,9.4,18.5,8.1,12.5,10.3,11.89,11.89,5.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3413,Darrell Arthur
270,"Matt Bonner, SA",68,13.4,.609,12.5,5.5,11.4,3.4,12.5,8.2,11.88,11.88,5.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
271,"Aaron Brooks, HOU/SAC",53,18.8,.555,21.9,12.9,19.1,1.5,7.9,4.6,11.87,11.87,12.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3192,Aaron Brooks
272,"Willie Green, LAC",72,16.5,.562,11.3,6.4,15.3,1.7,7.9,4.9,11.85,11.85,24.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
,"Lance Stephenson, IND",78,29.2,.530,22.7,11.1,14.9,2.3,12.3,7.4,11.85,11.85,45.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4244,Lance Stephenson
274,"Mickael Gelabale, MIN",36,17.9,.605,13.6,8.4,10.7,5.5,12.3,8.8,11.84,11.84,12.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2756,Mickael Gelabale
275,"Steve Blake, LAL",45,26.1,.573,33.2,11.9,13.5,2.0,10.1,6.2,11.77,11.77,13.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
276,"Randy Foye, UTAH",82,27.4,.550,15.7,8.7,17.1,0.9,5.8,3.3,11.75,11.75,25.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3003,Randy Foye
277,"Iman Shumpert, NY",45,22.1,.516,18.4,9.1,14.7,3.5,12.8,8.0,11.72,11.72,18.1,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6468,Iman Shumpert
278,"Courtney Lee, BOS",78,24.9,.545,18.1,10.7,14.4,1.9,9.4,5.8,11.71,11.71,35.1,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
279,"Hasheem Thabeet, OKC",66,11.7,.619,6.1,22.6,8.9,11.1,17.5,14.5,11.62,11.62,11.7,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4016,Hasheem Thabeet
280,"Gary Neal, SA",68,21.8,.512,15.6,8.3,19.6,1.1,9.6,5.6,11.59,11.59,13.1,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
281,"Gerald Wallace, BKN",69,30.1,.490,21.7,13.2,14.2,3.9,14.3,9.1,11.58,11.58,33.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1026,Gerald Wallace
,"P.J. Tucker, PHX",79,24.2,.525,16.6,10.2,12.1,7.7,13.3,10.4,11.58,11.58,30.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3033,P.J. Tucker
283,"Hakim Warrick, NO/ORL/CHA",28,17.5,.476,9.7,11.3,17.1,4.8,16.4,10.4,11.56,11.56,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2794,Hakim Warrick
284,"Tayshaun Prince, DET/MEM",82,32.1,.486,16.9,7.7,17.1,3.1,13.2,8.1,11.53,11.53,40.5,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1724,Tayshaun Prince
,"Lavoy Allen, PHI",79,21.1,.474,12.0,9.0,13.6,10.5,16.5,13.4,11.53,11.53,23.2,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
286,"Alec Burks, UTAH",64,17.8,.507,15.1,12.1,19.5,3.8,11.2,7.5,11.51,11.51,8.7,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6429,Alec Burks
287,"Khris Middleton, DET",27,17.6,.532,14.4,5.7,15.0,1.0,11.4,6.1,11.43,11.43,6.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6609,Khris Middleton
288,"Julyan Stone, DEN",4,7.0,.931,25.8,25.8,8.9,8.2,3.9,6.0,11.42,11.42,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6543,Julyan Stone
289,"Jodie Meeks, LAL",78,21.3,.540,10.0,7.5,15.2,2.5,8.7,5.7,11.40,11.40,22.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
,"Orlando Johnson, IND",51,12.1,.523,17.4,10.7,15.7,3.7,15.9,9.9,11.40,11.40,8.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6595,Orlando Johnson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
291,"Shelvin Mack, ATL/PHI/WSH",31,13.4,.537,28.9,14.5,19.2,0.0,0.0,0.0,11.37,11.37,2.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
,"Ryan Hollins, LAC",60,11.1,.674,5.3,21.2,12.2,9.1,15.7,12.5,11.37,11.37,7.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3008,Ryan Hollins
293,"Kent Bazemore, GS",61,4.4,.454,12.5,10.3,23.5,2.1,6.8,4.5,11.34,11.34,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6637,Kent Bazemore
294,"Steve Novak, NY",81,20.3,.602,7.1,2.4,11.7,1.2,10.0,5.4,11.33,11.33,20.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3018,Steve Novak
295,"Luke Walton, CLE",50,17.1,.453,39.9,14.4,14.2,4.9,15.2,9.8,11.32,11.32,10.5,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2027,Luke Walton
296,"Marcus Morris Sr., HOU/PHX",77,19.8,.516,8.7,10.7,16.6,6.0,14.6,10.3,11.31,11.31,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
297,"Jason Maxiell, DET",72,24.8,.478,8.2,12.4,14.0,8.5,18.0,13.2,11.30,11.30,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2775,Jason Maxiell
298,"Andrea Bargnani, TOR",35,28.7,.482,6.9,9.8,21.3,3.0,12.3,7.6,11.27,11.27,-3.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2987,Andrea Bargnani
299,"Keyon Dooling, MEM",7,11.7,.644,21.6,13.5,16.0,0.0,1.5,0.7,11.25,11.25,0.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=209,Keyon Dooling
300,"Jeremy Lamb, OKC",23,6.4,.479,5.9,7.0,21.9,4.2,9.4,7.0,11.21,11.21,1.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
301,"Lazar Hayward, MIN",4,7.8,.396,19.2,0.0,17.5,0.0,15.2,7.4,11.21,11.21,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4277,Lazar Hayward
302,"Nando De Colo, SA",72,12.8,.530,28.8,16.9,16.5,3.1,13.7,8.7,11.15,11.15,2.1,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3977,Nando De Colo
,"Cole Aldrich, HOU/SAC",45,8.6,.563,7.5,19.0,11.3,8.8,26.6,17.6,11.15,11.15,3.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4267,Cole Aldrich
304,"Kevin Jones, CLE",32,10.4,.418,7.6,6.1,14.9,12.6,14.6,13.5,11.14,11.14,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2326257,Kevin Jones
305,"Rashard Lewis, MIA",55,14.4,.530,9.0,9.9,16.0,3.1,15.0,9.4,11.13,11.13,-4.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=469,Rashard Lewis
306,"Harrison Barnes, GS",81,25.4,.526,10.8,11.1,16.0,2.9,14.5,8.9,11.08,11.08,17.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
307,"Francisco Garcia, HOU/SAC",58,17.7,.519,15.6,7.9,14.0,0.9,9.4,5.1,11.06,11.06,8.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
308,"D.J. Augustin, IND",76,16.1,.527,29.5,11.8,15.3,1.9,6.3,4.1,11.04,11.04,0.8,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
309,"Tyler Zeller, CLE",77,26.4,.486,11.7,11.6,14.8,8.7,16.7,12.5,11.02,11.02,12.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6631,Tyler Zeller
310,"Alexey Shved, MIN",77,23.9,.474,25.2,13.0,20.3,2.5,8.6,5.4,11.01,11.01,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3882,Alexey Shved
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Johan Petro, ATL",31,11.4,.468,10.3,15.5,16.4,10.9,25.3,18.2,11.01,11.01,2.1,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2780,Johan Petro
312,"Quincy Pondexter, MEM",59,21.1,.565,14.0,9.7,13.1,4.0,8.6,6.3,10.98,10.98,8.9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4253,Quincy Pondexter
313,"Thomas Robinson, HOU/SAC",70,15.1,.451,9.1,17.5,18.8,13.0,21.3,17.1,10.97,10.97,-8.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6618,Thomas Robinson
314,"Lamar Odom, LAC",82,19.7,.429,23.2,14.0,12.9,8.8,26.3,17.7,10.95,10.95,-13.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=617,Lamar Odom
315,"Sebastian Telfair, PHX/TOR",59,16.6,.488,27.5,11.5,18.0,1.5,8.5,4.9,10.92,10.92,-1.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2417,Sebastian Telfair
316,"Michael Beasley, PHX",75,20.7,.462,10.3,13.4,25.4,3.7,17.2,10.3,10.91,10.91,9.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
,"Marvin Williams, UTAH",73,23.7,.515,11.8,9.2,14.0,3.7,14.3,8.9,10.91,10.91,-15.2,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
318,"Kirk Hinrich, CHI",60,29.4,.493,35.8,11.3,15.6,1.0,9.3,5.1,10.88,10.88,9.9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1981,Kirk Hinrich
319,"Nazr Mohammed, CHI",63,11.0,.414,10.4,9.6,13.8,12.0,20.4,16.2,10.84,10.84,2.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=568,Nazr Mohammed
320,"Shane Battier, MIA",72,24.8,.623,14.9,7.0,9.9,2.7,8.4,5.7,10.77,10.77,7.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=976,Shane Battier
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
321,"E'Twaun Moore, ORL",75,22.4,.471,22.0,11.2,19.0,3.2,8.0,5.6,10.76,10.76,6.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6460,E'Twaun Moore
322,"Chris Johnson, MEM",8,12.8,.560,6.5,9.7,12.0,5.7,7.1,6.4,10.73,10.73,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2325975,Chris Johnson
323,"Chuck Hayes, SAC",74,16.3,.469,30.5,12.0,9.5,10.5,18.2,14.2,10.71,10.71,-14.3,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2834,Chuck Hayes
324,"Ian Mahinmi, IND",80,16.5,.497,5.2,17.6,15.6,9.9,16.2,13.1,10.65,10.65,0.9,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
,"Richard Hamilton, CHI",50,21.8,.481,16.7,11.8,23.9,1.7,7.2,4.4,10.65,10.65,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=294,Richard Hamilton
326,"Rodrigue Beaubois, DAL",45,12.2,.470,27.1,10.7,18.1,1.9,9.6,5.8,10.64,10.64,-3.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3963,Rodrigue Beaubois
327,"Jamaal Tinsley, UTAH",66,18.5,.467,45.2,16.5,14.8,1.6,9.5,5.5,10.60,10.60,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1024,Jamaal Tinsley
328,"Alonzo Gee, CLE",82,31.0,.505,12.1,12.0,15.8,3.3,11.7,7.3,10.56,10.56,2.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4232,Alonzo Gee
329,"Greg Stiemsma, MIN",76,15.9,.498,7.6,14.8,12.4,5.6,19.5,12.3,10.52,10.52,-1.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4235,Greg Stiemsma
330,"Terrence Ross, TOR",73,17.0,.491,9.2,8.3,17.8,3.3,10.6,6.9,10.48,10.48,-0.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
331,"Jeremy Pargo, CLE/PHI",39,16.8,.478,21.9,11.9,23.4,1.3,7.5,4.3,10.46,10.46,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6497,Jeremy Pargo
,"Jon Leuer, CLE/MEM",28,6.7,.485,10.9,10.9,16.3,7.9,15.5,11.6,10.46,10.46,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6452,Jon Leuer
333,"Joel Anthony, MIA",62,9.1,.542,11.3,19.1,7.7,10.4,14.4,12.5,10.44,10.44,-1.4,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
334,"Marco Belinelli, CHI",73,25.8,.513,16.2,9.0,17.8,0.8,7.8,4.3,10.43,10.43,-1.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
335,"Al Harrington, ORL",10,11.9,.434,13.2,9.2,23.2,5.7,19.9,12.8,10.39,10.39,-2.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=308,Al Harrington
336,"Jannero Pargo, ATL/WSH/CHA",32,15.8,.475,20.6,12.6,17.7,0.0,0.0,0.0,10.38,10.38,-4.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1821,Jannero Pargo
337,"Kevin Seraphin, WSH",79,21.8,.478,6.1,13.8,21.0,6.8,15.5,11.1,10.37,10.37,-28.9,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
338,"Richard Jefferson, GS",56,10.1,.552,14.5,10.8,13.2,1.0,14.9,8.1,10.36,10.36,-1.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
339,"Wesley Johnson, PHX",50,19.1,.485,6.9,9.7,19.4,2.5,12.4,7.3,10.34,10.34,-2.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4247,Wesley Johnson
340,"Jeffery Taylor, CHA",77,19.6,.531,11.3,8.6,13.7,3.8,7.7,5.7,10.33,10.33,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6156,Jeffery Taylor
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
341,"Landry Fields, TOR",51,20.3,.487,17.2,12.1,12.1,6.7,17.4,11.9,10.31,10.31,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
342,"James Johnson, SAC",54,16.3,.442,13.2,15.5,17.9,6.2,12.9,9.5,10.28,10.28,-15.9,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
343,"Jae Crowder, DAL",78,17.3,.491,17.3,9.0,13.9,2.9,12.3,7.7,10.25,10.25,-5.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
344,"John Salmons, SAC",76,30.0,.509,23.3,8.8,14.1,1.6,9.0,5.2,10.20,10.20,-10.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
345,"Hamed Haddadi, PHX/TOR/MEM",30,10.7,.447,8.8,22.6,17.0,15.0,24.8,19.8,10.18,10.18,-2.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3478,Hamed Haddadi
346,"Lance Thomas, NO",59,10.9,.565,10.4,8.6,9.8,8.0,13.3,10.6,10.09,10.09,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
347,"Bismack Biyombo, CHA",80,27.3,.472,6.7,15.6,9.2,9.9,20.9,15.2,10.07,10.07,-46.8,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
348,"Roger Mason Jr., NO",69,17.7,.570,16.5,11.4,13.6,1.1,12.0,6.5,10.03,10.03,-8.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1721,Roger Mason Jr.
349,"Ronnie Brewer, NY/OKC",60,14.2,.416,17.7,6.4,12.7,5.7,13.6,9.6,10.02,10.02,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991,Ronnie Brewer
,"Kyle Singler, DET",82,28.0,.517,8.8,11.2,14.5,5.4,11.3,8.3,10.02,10.02,-16.3,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6469,Kyle Singler
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
351,"Juwan Howard, MIA",7,7.3,.540,20.4,13.6,20.3,0.0,18.3,9.7,9.96,9.96,-1.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=351,Juwan Howard
352,"Gerald Green, IND",60,18.0,.465,9.0,9.5,19.7,3.3,11.1,7.3,9.92,9.92,-9.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
353,"Udonis Haslem, MIA",75,18.9,.535,10.7,12.7,9.4,9.0,25.3,17.6,9.89,9.89,-33.9,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2184,Udonis Haslem
354,"Malcolm Lee, MIN",16,18.1,.460,17.4,8.7,13.9,5.8,9.8,7.7,9.87,9.87,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6449,Malcolm Lee
355,"Cartier Martin, WSH",41,16.9,.511,6.3,10.1,17.5,1.7,14.3,8.0,9.75,9.75,-18.1,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3930,Cartier Martin
356,"Donald Sloan, NO/CLE",23,11.4,.455,27.0,9.9,9.2,1.3,11.5,6.2,9.65,9.65,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4303,Donald Sloan
357,"Tyrus Thomas, CHA",26,13.8,.418,10.2,9.2,19.3,4.9,14.4,9.5,9.60,9.60,-10.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3032,Tyrus Thomas
358,"Mike James, DAL",45,19.2,.481,29.1,11.5,17.5,1.2,8.0,4.7,9.56,9.56,-18.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1051,Mike James
359,"Josh Howard, MIN",11,18.8,.450,4.2,10.4,17.9,4.8,15.4,9.9,9.54,9.54,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2006,Josh Howard
360,"Luke Babbitt, POR",62,11.8,.509,10.0,7.6,15.0,2.4,19.7,10.9,9.47,9.47,-11.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
361,"DeAndre Liggins, OKC",39,7.4,.528,17.9,16.7,10.0,5.5,14.7,10.5,9.40,9.40,-4.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6453,DeAndre Liggins
362,"Ronny Turiaf, LAC",65,10.8,.485,18.5,15.4,9.5,7.8,17.9,12.9,9.37,9.37,-12.9,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
,"Joel Freeland, POR",51,9.4,.435,7.0,10.2,15.0,9.6,19.5,14.5,9.37,9.37,-15.2,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3004,Joel Freeland
364,"Eric Maynor, POR/OKC",64,15.0,.472,32.0,13.9,18.9,1.1,4.3,2.8,9.36,9.36,-23.6,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4001,Eric Maynor
365,"Tony Wroten, MEM",35,7.8,.461,25.2,17.0,21.7,5.5,6.6,6.1,9.34,9.34,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6630,Tony Wroten
366,"Lou Amundson, NO/CHI/MIN",39,9.5,.392,8.7,15.0,11.9,0.0,0.0,0.0,9.31,9.31,-12.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3041,Lou Amundson
367,"Festus Ezeli, GS",78,14.4,.467,7.6,21.8,9.6,14.3,16.4,15.4,9.30,9.30,-21.7,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6587,Festus Ezeli
368,"Marquis Daniels, MIL",59,18.4,.432,13.4,9.3,15.8,4.6,10.5,7.4,9.20,9.20,-21.0,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2200,Marquis Daniels
369,"James White, NY",57,7.6,.503,17.0,10.0,14.3,1.3,12.0,6.5,9.15,9.15,-8.8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3037,James White
370,"Will Barton, POR",73,12.2,.437,12.7,13.2,18.8,4.6,14.3,9.4,9.12,9.12,-18.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Troy Murphy, DAL",14,18.3,.494,8.8,8.8,11.5,3.1,17.9,10.7,9.12,9.12,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1013,Troy Murphy
372,"Luc Mbah a Moute, MIL",58,22.9,.447,9.9,12.6,15.2,7.0,14.0,10.4,9.09,9.09,-47.8,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
373,"Diante Garrett, PHX",19,7.8,.375,30.9,15.9,21.1,3.7,7.8,5.7,9.00,9.00,-4.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6663,Diante Garrett
374,"Aaron Gray, TOR",42,12.2,.544,18.5,20.2,12.4,10.9,20.0,15.4,8.98,8.98,-12.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3207,Aaron Gray
375,"Earl Barron, NY/WSH",12,13.3,.361,7.1,15.7,18.4,15.3,27.9,21.5,8.91,8.91,-4.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2477,Earl Barron
376,"Avery Bradley, BOS",50,28.7,.461,15.4,10.7,17.0,2.5,6.5,4.6,8.89,8.89,-45.3,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
377,"Miles Plumlee, IND",14,3.9,.286,7.2,10.8,19.6,24.8,19.9,22.3,8.83,8.83,-2.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6616,Miles Plumlee
378,"Garrett Temple, WSH",51,22.7,.478,25.5,13.5,12.9,2.8,9.1,5.9,8.82,8.82,-28.9,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4023,Garrett Temple
379,"Aron Baynes, SA",16,8.8,.521,8.7,19.2,15.0,10.4,15.5,13.1,8.80,8.80,-5.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2968439,Aron Baynes
380,"Kwame Brown, PHI",22,12.2,.452,14.4,12.8,8.5,9.4,22.1,15.5,8.79,8.79,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=981,Kwame Brown
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
381,"Brendan Haywood, CHA",61,19.0,.441,9.0,15.4,10.5,12.0,16.7,14.3,8.76,8.76,-31.9,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1000,Brendan Haywood
382,"Marcus Camby, NY",24,10.4,.342,15.5,16.6,13.3,10.9,27.1,18.7,8.61,8.61,-7.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=125,Marcus Camby
