Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Tayshaun Prince, DET",63,33.1,.470,14.2,6.9,19.1,4.0,12.4,8.0,12.89,12.89,74.4,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1724,Tayshaun Prince
252,"DeMar DeRozan, TOR",63,35.0,.503,9.8,9.5,22.5,2.1,9.0,5.6,12.87,12.87,78.1,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
253,"Cartier Martin, WSH",17,23.0,.555,6.0,7.9,16.0,3.4,13.4,8.4,12.85,12.85,13.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3930,Cartier Martin
254,"Lavoy Allen, PHI",41,15.2,.488,15.0,8.8,13.4,8.3,22.2,15.2,12.78,12.78,11.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
255,"Daniel Orton, ORL",16,11.7,.549,9.4,13.2,10.9,11.6,12.5,12.0,12.71,12.71,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4263,Daniel Orton
256,"Evan Turner, PHI",65,26.4,.478,19.5,11.4,19.1,1.7,22.8,12.2,12.69,12.69,56.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
257,"Courtney Lee, HOU",58,30.3,.534,11.4,8.3,16.1,1.7,8.9,5.2,12.61,12.61,55.4,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
258,"Ekpe Udoh, GS/MIL",61,21.1,.493,12.5,11.6,12.4,8.6,13.5,11.1,12.49,12.49,19.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
259,"Jimmy Butler, CHI",42,8.5,.526,10.6,10.6,13.9,7.3,10.1,8.7,12.48,12.48,9.0,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
260,"C.J. Miles, UTAH",56,20.4,.484,10.7,8.2,21.0,2.7,9.0,5.8,12.46,12.46,33.5,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"D.J. White, CHA",58,18.9,.516,10.0,9.2,16.0,5.0,17.2,10.9,12.46,12.46,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3469,D.J. White
,"Chris Wilcox, BOS",28,17.2,.612,7.2,18.1,13.3,9.8,19.7,14.9,12.46,12.46,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1731,Chris Wilcox
263,"Linas Kleiza, TOR",49,21.6,.521,8.2,11.3,20.7,4.7,17.2,11.0,12.45,12.45,30.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2770,Linas Kleiza
264,"Reggie Williams, CHA",33,22.6,.503,16.4,9.0,17.5,4.0,10.5,7.1,12.43,12.43,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4229,Reggie Williams
265,"Hasheem Thabeet, HOU/POR",20,7.0,.587,0.0,21.2,5.2,13.2,22.2,17.6,12.42,12.42,3.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4016,Hasheem Thabeet
,"Charles Jenkins, GS",51,17.5,.482,31.6,11.1,18.8,1.0,7.6,4.3,12.42,12.42,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6444,Charles Jenkins
267,"Grant Hill, PHX",49,28.1,.500,15.9,9.7,17.2,2.4,11.5,7.0,12.34,12.34,37.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=336,Grant Hill
268,"Greg Smith, HOU",8,8.6,.636,7.7,7.7,7.1,8.3,25.5,16.8,12.30,12.30,1.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6530,Greg Smith
,"Ronnie Brewer, CHI",66,24.8,.465,20.0,8.6,14.8,5.0,10.6,7.9,12.30,12.30,43.8,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991,Ronnie Brewer
270,"Ronny Turiaf, MIA/WSH",17,16.4,.597,15.0,21.0,8.9,8.7,20.6,14.8,12.27,12.27,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
271,"Roger Mason Jr., WSH",52,13.4,.530,13.5,9.2,18.0,1.1,10.1,5.6,12.18,12.18,17.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1721,Roger Mason Jr.
,"Markieff Morris, PHX",63,19.5,.484,10.5,11.3,18.5,6.4,19.1,12.8,12.18,12.18,25.2,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
273,"Nick Collison, OKC",63,20.7,.622,22.1,16.4,9.5,11.1,12.7,12.0,12.11,12.11,11.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
274,"Trey Thompkins, LAC",24,5.0,.445,4.1,8.2,24.4,4.0,20.2,12.0,12.10,12.10,2.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6473,Trey Thompkins
275,"Landry Fields, NY",66,28.7,.506,20.0,12.1,15.1,3.6,13.5,8.5,12.07,12.07,36.0,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
276,"Marco Belinelli, NO",66,29.8,.525,11.1,7.6,17.8,1.2,9.1,5.2,12.00,12.00,44.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
277,"Shelden Williams, NJ",58,22.0,.543,10.1,19.0,10.3,12.5,19.6,15.9,11.94,11.94,8.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3040,Shelden Williams
278,"Shelvin Mack, WSH",64,12.2,.468,30.8,11.3,17.1,1.7,11.7,6.7,11.92,11.92,13.0,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
279,"Dominique Jones, DAL",33,8.1,.493,26.4,17.6,19.6,3.8,14.6,9.2,11.87,11.87,5.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4246,Dominique Jones
280,"Donte Greene, SAC",53,14.7,.491,9.5,9.0,16.5,2.6,16.9,9.4,11.85,11.85,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3432,Donte Greene
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
281,"Dominic McGuire, GS",64,17.6,.486,27.5,14.0,11.5,7.4,17.4,12.4,11.82,11.82,22.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3246,Dominic McGuire
282,"Trey Johnson, NO",11,5.5,.648,15.9,19.8,15.3,6.0,17.3,11.7,11.80,11.80,1.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3256,Trey Johnson
283,"Brandon Knight, DET",66,32.3,.511,20.1,13.7,20.8,1.8,10.3,5.9,11.79,11.79,24.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6448,Brandon Knight
284,"Hedo Turkoglu, ORL",53,31.2,.528,25.3,15.4,19.1,1.7,12.4,7.0,11.78,11.78,31.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
,"Jason Maxiell, DET",65,22.6,.493,7.6,13.1,14.3,9.9,17.4,13.6,11.78,11.78,12.6,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2775,Jason Maxiell
286,"Caron Butler, LAC",63,29.7,.501,8.6,8.5,18.7,2.8,12.0,7.3,11.77,11.77,35.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
287,"Manny Harris, CLE",26,17.5,.492,13.3,11.5,18.7,2.6,15.3,8.7,11.72,11.72,6.3,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4360,Manny Harris
,"Vladimir Radmanovic, ATL",49,15.4,.524,18.1,11.7,14.1,5.3,16.8,11.1,11.72,11.72,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1016,Vladimir Radmanovic
,"Carlos Delfino, MIL",54,28.5,.515,18.5,10.0,14.7,1.4,13.9,7.5,11.72,11.72,27.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1999,Carlos Delfino
290,"Patrick Patterson, HOU",64,23.2,.457,8.3,7.7,16.2,8.7,13.7,11.2,11.58,11.58,1.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Jerry Stackhouse, ATL",30,9.1,.490,10.2,9.5,19.0,2.6,7.2,4.9,11.58,11.58,4.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=802,Jerry Stackhouse
292,"Jan Vesely, WSH",57,18.9,.544,13.3,17.0,11.7,10.5,15.6,13.0,11.56,11.56,12.2,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4165,Jan Vesely
293,"Lou Amundson, IND",60,12.6,.438,4.6,14.9,15.6,14.1,19.0,16.6,11.54,11.54,10.5,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3041,Lou Amundson
,"A.J. Price, IND",44,12.9,.454,28.0,10.4,17.7,2.6,9.4,6.0,11.54,11.54,6.2,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4010,A.J. Price
295,"Von Wafer, ORL",33,14.2,.537,11.8,14.3,19.8,1.5,9.7,5.5,11.50,11.50,7.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2793,Von Wafer
,"Jodie Meeks, PHI",66,24.9,.551,9.2,4.9,13.7,1.1,9.8,5.4,11.50,11.50,17.2,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
297,"JaJuan Johnson, BOS",36,8.3,.456,4.1,9.7,19.1,8.3,14.4,11.5,11.44,11.44,2.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6445,JaJuan Johnson
298,"Mike Miller, MIA",39,19.3,.561,14.8,10.6,13.6,3.6,16.2,10.2,11.40,11.40,10.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=558,Mike Miller
299,"Luke Babbitt, POR",40,13.4,.556,7.1,12.0,16.0,3.4,17.5,10.3,11.32,11.32,6.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
300,"Avery Bradley, BOS",64,21.4,.555,14.5,12.5,16.0,3.1,6.7,5.0,11.31,11.31,16.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
301,"Josh Davis, MEM",15,8.7,.459,15.2,7.6,11.0,14.1,10.1,12.1,11.30,11.30,-0.4,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2212,Josh Davis
302,"Jerome Dyson, NO",9,20.0,.525,17.7,19.6,20.6,1.3,11.1,6.3,11.29,11.29,1.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4320,Jerome Dyson
303,"Jeff Adrien, HOU",8,7.9,.493,4.1,8.2,14.9,9.1,31.6,20.2,11.27,11.27,0.4,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4335,Jeff Adrien
304,"Omri Casspi, CLE",65,20.6,.499,11.2,10.9,16.2,5.1,14.5,9.7,11.26,11.26,15.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
305,"Eric Bledsoe, LAC",40,11.6,.454,25.5,18.2,18.9,5.6,11.1,8.3,11.24,11.24,1.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4238,Eric Bledsoe
306,"Jonny Flynn, HOU/POR",29,14.3,.442,34.3,12.9,19.3,2.2,8.8,5.5,11.20,11.20,1.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3985,Jonny Flynn
,"Boris Diaw, SA/CHA",57,25.0,.498,30.0,16.4,11.2,5.5,17.3,11.3,11.20,11.20,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
308,"Josh Childress, PHX",34,14.4,.501,23.8,6.3,9.7,7.2,14.6,10.9,11.16,11.16,4.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2373,Josh Childress
309,"Richard Jefferson, GS/SA",63,27.7,.550,13.3,7.5,14.6,1.7,12.4,7.2,11.15,11.15,17.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
310,"Samardo Samuels, CLE",54,15.3,.517,5.6,15.6,16.7,8.4,16.8,12.4,11.13,11.13,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4304,Samardo Samuels
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
311,"Jeff Foster, IND",11,12.8,.569,12.1,21.2,8.6,14.5,19.0,16.7,11.09,11.09,1.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=250,Jeff Foster
,"Aaron Gray, TOR",49,16.6,.526,10.4,19.6,12.2,12.1,28.3,20.3,11.09,11.09,6.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3207,Aaron Gray
,"DeMarre Carroll, DEN/UTAH",24,14.5,.478,12.8,7.8,16.6,9.2,8.3,8.8,11.09,11.09,1.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
,"Kwame Brown, GS",9,20.8,.519,5.5,19.2,14.9,9.7,24.8,17.3,11.09,11.09,1.4,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=981,Kwame Brown
315,"Shaun Livingston, MIL",58,18.8,.520,24.7,13.4,14.7,3.8,8.7,6.2,11.06,11.06,0.9,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
316,"Metta World Peace, LAL",64,26.9,.478,19.3,9.5,14.8,4.8,9.1,7.1,11.03,11.03,13.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=25,Metta World Peace
317,"Nazr Mohammed, OKC",63,11.0,.477,6.4,11.9,11.9,10.4,17.1,14.0,11.02,11.02,4.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=568,Nazr Mohammed
318,"T.J. Ford, SA",14,13.6,.519,38.4,19.6,18.0,1.8,8.8,5.4,11.00,11.00,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1979,T.J. Ford
319,"Jared Jeffries, NY",39,18.7,.484,11.3,12.6,11.5,10.8,13.3,12.0,10.96,10.96,-5.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1717,Jared Jeffries
320,"Anthony Parker, CLE",51,25.1,.523,23.0,9.6,13.7,0.9,11.8,6.1,10.94,10.94,8.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=635,Anthony Parker
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
321,"Ben Uzoh, CLE/TOR",18,20.6,.377,32.6,10.1,17.4,6.1,15.1,10.6,10.92,10.92,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4296,Ben Uzoh
322,"Jamaal Tinsley, UTAH",37,13.7,.461,38.0,16.1,19.0,1.3,8.9,5.1,10.90,10.90,-0.7,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1024,Jamaal Tinsley
323,"Udonis Haslem, MIA",64,24.8,.479,8.3,11.9,12.0,9.1,25.6,17.7,10.89,10.89,-14.4,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2184,Udonis Haslem
,"Josh McRoberts, LAL",50,14.4,.516,23.6,14.4,10.2,9.9,16.4,13.3,10.89,10.89,-6.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
325,"Jimmer Fredette, SAC",61,18.6,.495,16.8,10.4,19.4,1.6,5.7,3.5,10.84,10.84,-2.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6434,Jimmer Fredette
326,"Iman Shumpert, NY",59,28.9,.484,19.1,13.0,17.2,2.8,9.9,6.3,10.83,10.83,0.8,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6468,Iman Shumpert
,"Chris Johnson, NO/POR",27,6.5,.557,3.0,22.6,14.8,10.1,16.9,13.5,10.83,10.83,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4400,Chris Johnson
328,"Darryl Watkins, NO",5,19.6,.525,9.1,24.3,13.1,9.9,22.7,16.4,10.82,10.82,0.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3290,Darryl Watkins
329,"Francisco Garcia, SAC",49,16.3,.483,10.5,7.5,13.3,1.4,12.7,6.8,10.74,10.74,2.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
,"Ben Wallace, DET",62,15.8,.398,23.4,18.5,6.5,9.6,23.7,16.4,10.74,10.74,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=885,Ben Wallace
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
331,"Stephen Jackson, MIL/SA",47,25.8,.485,17.0,14.8,21.3,2.0,13.2,7.5,10.71,10.71,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=378,Stephen Jackson
,"Brad Miller, MIN",15,9.7,.542,35.1,17.6,14.0,3.0,11.5,7.2,10.71,10.71,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=556,Brad Miller
333,"Al-Farouq Aminu, NO",66,22.4,.481,11.5,15.9,14.8,7.8,16.9,12.4,10.68,10.68,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
334,"Bismack Biyombo, CHA",63,23.1,.480,6.2,16.2,11.6,8.6,20.8,14.5,10.66,10.66,1.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
335,"Andray Blatche, WSH",26,24.1,.415,8.4,11.2,19.7,7.5,19.6,13.5,10.63,10.63,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2746,Andray Blatche
336,"Josh Howard, UTAH",43,23.0,.461,9.9,10.5,19.1,4.5,14.0,9.2,10.55,10.55,0.7,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2006,Josh Howard
337,"Yi Jianlian, DAL",30,6.8,.433,4.5,12.7,21.1,6.7,20.3,13.6,10.48,10.48,-3.1,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3214,Yi Jianlian
338,"Jeremy Tyler, GS",42,13.5,.442,5.6,12.7,19.0,10.8,17.1,14.0,10.46,10.46,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6476,Jeremy Tyler
,"Dexter Pittman, MIA",35,8.6,.498,6.8,12.8,16.8,11.1,16.8,14.1,10.46,10.46,-0.7,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4283,Dexter Pittman
340,"Luke Harangody, CLE",21,11.0,.427,7.5,5.0,13.2,9.5,16.9,13.0,10.42,10.42,-1.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4276,Luke Harangody
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
341,"Tyler Honeycutt, SAC",15,5.9,.382,19.9,5.7,13.4,3.6,14.4,8.7,10.41,10.41,-0.5,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6441,Tyler Honeycutt
342,"Earl Boykins, HOU",8,13.9,.458,25.5,10.5,19.8,0.0,11.6,5.7,10.37,10.37,-1.0,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=87,Earl Boykins
343,"Johan Petro, NJ",59,15.6,.452,12.5,10.6,14.5,8.3,20.3,14.1,10.32,10.32,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2780,Johan Petro
344,"Joel Anthony, MIA",64,21.1,.598,3.8,19.0,6.9,9.2,12.8,11.1,10.30,10.30,-6.0,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
,"Dahntay Jones, IND",65,16.2,.533,14.5,10.6,15.0,2.5,10.0,6.3,10.30,10.30,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
346,"Lance Thomas, NO",42,15.0,.541,6.3,12.7,11.9,9.4,14.3,11.9,10.08,10.08,-6.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
347,"Baron Davis, NY",29,20.5,.457,33.3,18.7,20.8,2.5,8.4,5.4,10.05,10.05,-8.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=194,Baron Davis
348,"Martell Webster, MIN",47,24.3,.533,10.3,11.8,12.4,4.1,12.3,8.2,10.02,10.02,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2795,Martell Webster
349,"Courtney Fortson, HOU/LAC",10,9.5,.453,17.1,17.1,23.8,7.3,11.2,9.3,9.98,9.98,-1.4,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6541,Courtney Fortson
,"Will Bynum, DET",36,14.3,.459,19.3,15.8,23.7,2.3,11.1,6.5,9.98,9.98,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2816,Will Bynum
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
351,"Gilbert Arenas, MEM",17,12.4,.526,18.3,12.2,16.4,1.1,9.0,5.0,9.96,9.96,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=974,Gilbert Arenas
352,"Kenyon Martin, LAC",42,22.4,.445,6.1,10.9,12.2,6.1,16.9,11.5,9.93,9.93,-22.1,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=515,Kenyon Martin
353,"Semih Erden, CLE",28,11.9,.538,7.7,13.7,13.3,6.6,18.5,12.3,9.89,9.89,-3.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3425,Semih Erden
354,"Thabo Sefolosha, OKC",42,21.8,.584,18.0,15.3,9.8,2.8,12.5,8.0,9.81,9.81,-9.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
355,"Shane Battier, MIA",65,23.1,.504,19.2,8.7,10.0,4.6,7.7,6.2,9.76,9.76,-16.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=976,Shane Battier
356,"Sam Young, PHI/MEM",35,10.7,.412,8.9,9.4,17.9,6.0,13.0,9.5,9.75,9.75,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4020,Sam Young
357,"Travis Outlaw, SAC",39,12.8,.428,6.9,8.6,17.0,4.0,9.7,6.7,9.68,9.68,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2015,Travis Outlaw
,"James Jones, MIA",51,13.1,.567,9.9,5.2,10.8,1.1,7.4,4.4,9.68,9.68,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
359,"Mickell Gladness, GS/MIA",26,9.7,.436,6.6,9.2,11.7,6.4,19.8,13.1,9.57,9.57,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4329,Mickell Gladness
360,"Kurt Thomas, POR",53,15.2,.483,18.9,12.8,10.6,5.5,22.1,13.7,9.53,9.53,-12.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=846,Kurt Thomas
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
361,"Earl Watson, UTAH",50,20.7,.413,45.0,17.6,13.1,3.3,10.2,6.7,9.46,9.46,-23.7,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1027,Earl Watson
,"Jermaine O'Neal, BOS",25,22.8,.468,6.1,12.8,11.2,8.0,19.4,14.0,9.46,9.46,-9.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=615,Jermaine O'Neal
363,"Quincy Pondexter, MEM",64,15.7,.517,8.5,9.4,12.1,6.3,8.5,7.3,9.45,9.45,-15.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4253,Quincy Pondexter
364,"Wayne Ellington, MIN",51,19.1,.487,8.7,6.9,14.3,1.6,9.7,5.6,9.41,9.41,-20.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
365,"Rashard Lewis, WSH",28,26.0,.457,9.1,10.8,15.1,5.2,11.7,8.4,9.37,9.37,-12.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=469,Rashard Lewis
366,"Malcolm Lee, MIN",19,12.8,.466,27.1,14.9,15.1,4.1,7.8,5.9,9.34,9.34,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6449,Malcolm Lee
367,"Eduardo Najera, CHA",22,12.3,.441,14.2,8.3,11.4,4.5,17.2,10.6,9.28,9.28,-9.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=591,Eduardo Najera
,"Kirk Hinrich, ATL",48,25.8,.511,26.4,11.6,13.5,1.1,8.5,4.8,9.28,9.28,-28.1,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1981,Kirk Hinrich
369,"Daequan Cook, OKC",57,17.4,.509,4.5,4.8,12.9,1.5,11.9,7.0,9.26,9.26,-18.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3196,Daequan Cook
,"Lamar Odom, DAL",50,20.5,.423,15.7,9.9,18.4,4.0,18.7,11.4,9.26,9.26,-34.4,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=617,Lamar Odom
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
371,"Daniel Gibson, CLE",35,26.2,.493,19.6,11.6,14.7,1.3,11.6,6.3,9.24,9.24,-17.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3006,Daniel Gibson
,"Xavier Henry, NO",45,16.9,.450,10.4,10.4,17.0,3.8,12.7,8.3,9.24,9.24,-14.2,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4241,Xavier Henry
373,"Reggie Jackson, OKC",45,11.1,.408,25.5,12.9,18.1,3.4,8.3,6.0,9.22,9.22,-11.8,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
374,"Reggie Evans, LAC",56,13.8,.504,10.4,26.8,8.1,15.3,26.7,20.9,9.21,9.21,-26.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1828,Reggie Evans
375,"Solomon Jones, NO/LAC",21,13.9,.471,9.2,18.3,16.1,13.1,10.5,11.8,9.17,9.17,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3010,Solomon Jones
376,"Eric Maynor, OKC",9,15.2,.466,29.8,14.9,16.9,2.7,7.8,5.4,9.15,9.15,-3.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4001,Eric Maynor
377,"Wilson Chandler, DEN",8,26.9,.445,14.3,15.1,19.5,3.4,18.4,11.1,9.08,9.08,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
