Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
123,"Steve Novak, NY",54,18.9,.684,3.1,5.5,14.3,1.0,10.9,5.9,15.95,15.95,82.9,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3018,Steve Novak
124,"Gerald Green, NJ",31,25.2,.574,7.8,12.6,21.5,2.2,14.2,8.0,15.88,15.88,62.8,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
125,"Marvin Williams, ATL",57,26.3,.542,11.0,6.1,16.1,6.0,16.9,11.5,15.87,15.87,120.1,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
126,"Jeff Teague, ATL",66,33.1,.552,26.6,11.1,18.5,1.1,7.4,4.3,15.83,15.83,157.4,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
,"Kevin Seraphin, WSH",57,20.6,.549,6.4,12.9,16.4,9.8,17.1,13.4,15.83,15.83,88.3,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
128,"Jason Terry, DAL",63,31.7,.540,18.3,10.3,21.7,0.9,7.4,4.2,15.80,15.80,158.2,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
,"Jordan Hill, HOU/LAL",39,14.1,.522,6.9,13.3,15.3,12.7,26.2,19.5,15.80,15.80,42.7,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3994,Jordan Hill
,"Jamal Crawford, POR",60,26.9,.506,16.9,9.8,24.9,1.1,7.5,4.3,15.80,15.80,120.3,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=165,Jamal Crawford
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"George Hill, IND",50,25.5,.557,23.1,8.3,16.8,2.8,10.5,6.7,15.77,15.77,100.2,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
132,"Tony Allen, MEM",58,26.3,.541,11.3,13.5,17.0,7.4,10.6,8.9,15.70,15.70,118.4,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
133,"Gordon Hayward, UTAH",66,30.4,.568,20.6,10.9,17.2,3.3,9.9,6.6,15.59,15.59,152.4,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4249,Gordon Hayward
134,"Matt Barnes, LAL",63,22.9,.554,19.6,11.4,15.6,7.9,18.3,13.3,15.55,15.55,108.6,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
,"Danny Green, SA",66,23.1,.579,12.8,9.9,16.0,4.2,12.9,8.6,15.55,15.55,107.8,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3988,Danny Green
136,"Luis Scola, HOU",66,31.3,.526,11.0,12.1,22.6,6.8,17.3,12.0,15.50,15.50,123.4,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1781,Luis Scola
137,"Jared Dudley, PHX",65,31.1,.575,12.5,8.0,16.1,5.4,11.4,8.4,15.48,15.48,150.1,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3201,Jared Dudley
138,"Trevor Booker, WSH",50,25.2,.549,8.3,12.1,14.2,10.6,18.6,14.5,15.46,15.46,74.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
139,"Chris Kaman, NO",47,29.2,.478,11.6,14.8,24.3,7.9,23.5,15.8,15.42,15.42,98.6,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1982,Chris Kaman
140,"Rodrigue Beaubois, DAL",53,21.7,.496,21.8,10.0,20.7,1.9,12.8,7.4,15.39,15.39,78.9,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3963,Rodrigue Beaubois
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Al Harrington, DEN",64,27.5,.535,8.4,10.7,21.9,4.9,20.4,12.9,15.39,15.39,102.2,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=308,Al Harrington
142,"Delonte West, DAL",44,24.1,.539,22.9,12.5,19.4,1.4,9.2,5.4,15.35,15.35,76.7,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2422,Delonte West
143,"Jon Leuer, MIL",46,12.1,.536,10.1,7.3,16.1,8.7,15.3,11.9,15.31,15.31,37.4,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6452,Jon Leuer
144,"JR Smith, NY",35,27.6,.508,15.0,8.2,20.4,3.4,12.9,8.1,15.27,15.27,68.9,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
145,"Brandon Rush, GS",65,26.4,.628,13.3,10.3,13.9,2.2,14.4,8.3,15.25,15.25,121.8,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3457,Brandon Rush
146,"Robin Lopez, PHX",64,14.0,.526,5.1,10.9,16.8,11.5,14.8,13.2,15.23,15.23,61.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3447,Robin Lopez
147,"JJ Redick, ORL",65,27.2,.575,18.5,7.7,18.1,1.2,8.8,4.9,15.14,15.14,122.3,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3024,JJ Redick
148,"Emeka Okafor, NO",27,28.9,.539,7.8,12.0,15.4,10.8,21.4,16.2,15.13,15.13,52.7,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2399,Emeka Okafor
149,"Dorell Wright, GS",61,27.0,.553,13.2,7.1,15.6,4.1,14.9,9.6,15.07,15.07,112.6,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2423,Dorell Wright
,"Sundiata Gaines, NJ",57,13.9,.465,25.6,10.6,20.8,3.8,12.2,7.9,15.07,15.07,50.5,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4224,Sundiata Gaines
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Shawn Marion, DAL",63,30.5,.488,14.4,10.7,17.3,8.6,18.6,13.6,15.05,15.05,130.3,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=510,Shawn Marion
152,"Mo Williams, LAC",52,28.3,.530,17.9,9.6,21.8,1.8,6.2,4.0,15.02,15.02,88.3,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
153,"Kemba Walker, CHA",66,27.2,.464,22.8,9.4,24.1,1.9,13.5,7.5,14.98,14.98,106.3,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6479,Kemba Walker
154,"Klay Thompson, GS",66,24.4,.545,13.4,10.4,22.3,1.7,9.6,5.7,14.97,14.97,100.2,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
155,"Dante Cunningham, MEM",64,17.6,.538,9.9,7.7,12.5,9.3,16.4,12.8,14.94,14.94,69.4,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3974,Dante Cunningham
156,"Channing Frye, PHX",64,26.1,.519,11.0,7.9,17.5,4.8,20.6,12.8,14.92,14.92,107.7,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
,"Chase Budinger, HOU",58,22.4,.556,11.7,8.7,17.8,3.4,16.2,9.7,14.92,14.92,85.6,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
,"Andrew Bogut, MIL",12,30.3,.465,15.4,11.9,19.3,6.5,24.3,15.2,14.92,14.92,23.4,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2747,Andrew Bogut
159,"J.J. Barea, MIN",41,25.2,.502,29.1,12.9,24.3,1.5,10.8,6.1,14.91,14.91,60.2,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
,"JJ Hickson, POR/SAC",54,23.0,.501,8.0,12.4,19.4,11.7,19.0,15.2,14.91,14.91,63.2,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3437,JJ Hickson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"Derrick Byars, SA",2,18.5,.392,7.3,0.0,14.0,19.0,15.2,17.1,14.88,14.88,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3193,Derrick Byars
162,"Andre Miller, DEN",66,27.4,.510,35.4,14.2,20.4,3.5,10.5,7.1,14.84,14.84,103.5,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
163,"Ray Allen, BOS",46,34.0,.607,15.2,9.5,16.7,1.1,9.2,5.3,14.83,14.83,101.1,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=9,Ray Allen
164,"Arron Afflalo, DEN",62,33.6,.584,14.3,8.2,17.5,2.3,8.5,5.5,14.76,14.76,132.7,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
,"O.J. Mayo, MEM",66,26.8,.513,15.3,11.2,22.5,1.9,12.1,6.9,14.76,14.76,112.6,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3450,O.J. Mayo
166,"Jrue Holiday, PHI",65,33.8,.496,22.1,10.3,20.8,2.9,7.9,5.4,14.74,14.74,122.5,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3995,Jrue Holiday
167,"Derrick Brown, CHA",65,22.2,.556,11.3,9.3,15.2,7.3,11.6,9.4,14.71,14.71,84.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3967,Derrick Brown
,"Tyler Hansbrough, IND",66,21.8,.511,4.3,9.3,18.8,8.9,13.7,11.3,14.71,14.71,69.0,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
169,"Jameer Nelson, ORL",57,29.9,.524,29.4,12.2,21.4,1.9,10.4,6.1,14.66,14.66,93.3,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
170,"Ricky Rubio, MIN",41,34.2,.476,36.3,14.2,19.5,1.6,11.9,6.7,14.64,14.64,76.2,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"Eric Dawson, SA",4,9.8,.582,0.0,18.9,16.1,15.0,14.4,14.7,14.62,14.62,2.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6555,Eric Dawson
172,"Travis Leslie, LAC",10,4.5,.390,20.0,8.0,19.6,15.7,8.0,11.9,14.61,14.61,2.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6451,Travis Leslie
,"Jordan Crawford, WSH",64,27.4,.488,14.7,10.9,26.2,2.8,8.1,5.4,14.61,14.61,107.5,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4243,Jordan Crawford
174,"James Johnson, TOR",62,25.2,.498,15.4,12.8,18.6,5.6,16.2,11.0,14.54,14.54,94.2,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
175,"Jordan Williams, NJ",43,14.8,.544,5.1,10.7,13.2,11.7,16.9,14.3,14.53,14.53,35.3,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6481,Jordan Williams
176,"Enes Kanter, UTAH",66,13.2,.539,2.3,15.7,15.5,13.9,22.7,18.3,14.52,14.52,48.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
177,"Amir Johnson, TOR",64,24.3,.600,14.4,17.1,13.1,11.4,19.4,15.4,14.40,14.40,67.2,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
178,"Ivan Johnson, ATL",56,16.7,.558,7.6,16.4,17.3,8.2,20.1,14.2,14.37,14.37,49.7,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6534,Ivan Johnson
179,"Nikola Vucevic, PHI",51,15.9,.462,8.4,8.9,17.6,12.0,21.7,16.8,14.33,14.33,45.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6478,Nikola Vucevic
,"Renaldo Balkman, NY",14,8.2,.570,10.5,12.5,15.2,6.0,20.3,13.1,14.33,14.33,4.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2986,Renaldo Balkman
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"Gary Neal, SA",56,21.5,.542,16.9,8.7,20.1,1.2,9.9,5.6,14.31,14.31,59.5,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
182,"Greivis Vasquez, NO",66,25.8,.513,33.2,13.7,20.4,1.6,10.3,6.0,14.27,14.27,83.3,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4291,Greivis Vasquez
,"Solomon Alabi, TOR",14,8.7,.418,6.3,10.5,15.3,14.6,30.4,22.6,14.27,14.27,6.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4268,Solomon Alabi
184,"Tobias Harris, MIL",42,11.4,.540,9.0,12.6,18.8,6.7,16.8,11.6,14.25,14.25,24.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6440,Tobias Harris
,"Jonas Jerebko, DET",64,22.9,.548,7.0,10.7,16.4,7.6,17.8,12.5,14.25,14.25,75.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
186,"Trevor Ariza, NO",41,32.9,.496,20.5,11.5,17.4,3.7,15.1,9.5,14.23,14.23,75.2,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2426,Trevor Ariza
187,"Ed Davis, TOR",66,23.2,.544,11.8,13.2,12.5,10.4,23.0,16.7,14.22,14.22,62.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4259,Ed Davis
188,"Brandon Bass, BOS",59,31.7,.524,6.7,7.9,17.1,6.3,16.3,11.5,14.21,14.21,75.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2745,Brandon Bass
189,"D.J. Augustin, CHA",48,29.3,.493,32.1,11.5,21.4,1.9,7.2,4.4,14.17,14.17,66.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
190,"Luol Deng, CHI",54,39.4,.500,14.5,8.9,18.7,4.1,14.0,9.2,14.13,14.13,115.3,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2429,Luol Deng
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Wesley Matthews, POR",66,33.8,.539,11.0,7.1,17.0,2.9,9.0,5.9,14.12,14.12,110.5,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4032,Wesley Matthews
,"Marreese Speights, MEM",60,22.4,.491,7.3,11.2,18.7,11.3,21.4,16.2,14.12,14.12,70.7,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
193,"Corey Maggette, CHA",32,27.5,.517,6.9,10.5,24.4,2.6,14.0,8.1,14.11,14.11,47.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=497,Corey Maggette
194,"Ish Smith, GS/ORL",26,9.0,.422,29.4,9.3,21.9,3.4,13.9,8.6,14.10,14.10,10.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
195,"Leandro Barbosa, IND/TOR",64,21.6,.512,10.9,10.7,21.6,2.8,7.9,5.4,14.07,14.07,73.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
196,"Gerald Henderson, CHA",55,33.3,.511,12.1,9.6,20.9,3.9,10.5,7.0,14.05,14.05,88.7,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3993,Gerald Henderson
197,"Zaza Pachulia, ATL",58,28.3,.557,13.9,14.2,12.8,11.1,21.5,16.4,14.04,14.04,84.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
198,"Alec Burks, UTAH",59,15.9,.506,10.5,9.7,20.8,6.9,9.3,8.1,14.01,14.01,45.0,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6429,Alec Burks
199,"Jordan Hamilton, DEN",26,9.9,.508,13.4,10.7,20.4,5.1,22.4,14.0,14.00,14.00,12.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6436,Jordan Hamilton
,"Michael Redd, PHX",51,15.1,.511,6.9,7.7,23.4,2.1,9.1,5.6,14.00,14.00,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=692,Michael Redd
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Lester Hudson, CLE/MEM",16,20.9,.483,14.5,12.9,26.6,2.3,13.8,7.8,13.95,13.95,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3996,Lester Hudson
202,"Luc Mbah a Moute, MIL",43,23.5,.544,7.7,10.4,13.7,8.2,16.9,12.4,13.94,13.94,51.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
203,"Willie Green, ATL",53,17.4,.578,9.5,7.8,17.4,1.9,8.2,5.1,13.93,13.93,47.2,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
204,"Mike James, CHI",11,10.9,.505,30.4,14.7,25.9,1.9,7.3,4.6,13.81,13.81,5.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1051,Mike James
205,"Corey Brewer, DEN",59,21.8,.505,13.2,8.4,18.3,4.0,9.4,6.8,13.78,13.78,63.0,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
206,"Josh Harrellson, NY",37,14.6,.505,5.7,10.4,13.4,10.0,21.0,15.4,13.74,13.74,23.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6439,Josh Harrellson
207,"Jannero Pargo, ATL",50,13.4,.539,23.6,12.0,20.7,1.6,11.1,6.4,13.69,13.69,27.0,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1821,Jannero Pargo
,"Tracy McGrady, ATL",52,16.1,.510,25.6,12.3,17.3,3.3,18.2,10.8,13.69,13.69,39.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=532,Tracy McGrady
209,"Shannon Brown, PHX",59,23.7,.507,8.9,8.3,20.5,3.1,9.5,6.3,13.68,13.68,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
210,"Craig Smith, POR",47,9.9,.556,10.4,13.1,14.7,8.1,19.8,13.8,13.67,13.67,15.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3031,Craig Smith
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Darren Collison, IND",60,31.3,.526,29.0,11.5,17.1,1.8,9.3,5.6,13.62,13.62,73.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3973,Darren Collison
,"Greg Stiemsma, BOS",55,13.9,.579,14.0,16.5,9.6,7.7,19.0,13.6,13.62,13.62,34.5,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4235,Greg Stiemsma
213,"Vince Carter, DAL",61,25.3,.519,17.0,10.3,18.8,2.3,12.5,7.5,13.61,13.61,71.7,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=136,Vince Carter
,"Luke Ridnour, MIN",53,33.0,.530,26.5,10.1,17.5,1.2,7.8,4.5,13.61,13.61,68.0,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
215,"Kyle Korver, CHI",65,22.6,.600,18.5,8.7,14.8,2.0,9.9,6.0,13.59,13.59,67.8,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
216,"Randy Foye, LAC",65,25.9,.522,16.2,8.1,19.5,1.7,8.1,4.9,13.56,13.56,69.3,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3003,Randy Foye
217,"Brian Scalabrine, CHI",28,4.4,.490,26.5,15.9,15.6,7.5,11.7,9.6,13.54,13.54,3.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1021,Brian Scalabrine
218,"Ben Gordon, DET",52,26.9,.549,15.3,13.8,21.9,1.2,9.5,5.2,13.52,13.52,63.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
219,"Ian Mahinmi, DAL",61,18.7,.585,3.3,13.7,12.5,10.7,17.7,14.2,13.50,13.50,49.3,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2774,Ian Mahinmi
220,"Raymond Felton, POR",60,31.8,.491,31.0,13.5,20.9,1.6,7.6,4.6,13.46,13.46,70.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Omer Asik, CHI",66,14.7,.509,10.6,22.6,11.8,14.9,25.1,20.1,13.44,13.44,41.1,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
222,"Jeff Ayres, IND",20,5.3,.435,8.9,4.4,16.1,12.8,22.1,17.5,13.43,13.43,4.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4008,Jeff Ayres
223,"Jason Richardson, ORL",54,29.5,.502,13.5,7.6,18.7,2.6,11.6,7.0,13.38,13.38,68.5,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
224,"Tristan Thompson, CLE",60,23.7,.469,4.3,12.8,17.3,14.4,16.8,15.5,13.37,13.37,54.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
225,"Larry Sanders, MIL",52,12.4,.463,11.9,15.5,15.4,10.3,17.3,13.7,13.34,13.34,26.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4265,Larry Sanders
226,"Chandler Parsons, HOU",63,28.6,.513,16.8,10.1,15.6,5.7,13.6,9.6,13.33,13.33,68.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6466,Chandler Parsons
,"Gary Forbes, TOR",48,14.9,.513,12.9,12.9,22.0,4.5,12.2,8.4,13.33,13.33,26.9,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4312,Gary Forbes
228,"Rudy Fernandez, DEN",31,22.9,.549,20.9,11.1,16.9,1.5,8.9,5.3,13.32,13.32,29.9,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3204,Rudy Fernandez
229,"C.J. Watson, CHI",49,23.7,.491,25.6,12.4,22.8,2.1,7.9,5.1,13.31,13.31,40.0,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
230,"Andre Emmett, NJ",6,7.5,.618,7.4,14.8,11.6,5.0,10.6,7.7,13.28,13.28,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2431,Andre Emmett
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Glen Davis, ORL",61,23.4,.466,6.4,10.3,20.1,8.5,18.4,13.4,13.28,13.28,37.9,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
,"Timofey Mozgov, DEN",44,15.6,.556,7.6,18.3,15.6,9.3,20.8,15.2,13.28,13.28,27.5,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4298,Timofey Mozgov
233,"Richard Hamilton, CHI",28,24.9,.500,18.3,10.7,23.6,3.3,7.2,5.3,13.27,13.27,28.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=294,Richard Hamilton
234,"Alonzo Gee, CLE",63,29.0,.516,13.0,13.1,17.4,6.1,14.3,10.0,13.23,13.23,74.3,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4232,Alonzo Gee
235,"Sebastian Telfair, PHX",60,14.9,.495,23.9,11.8,21.4,2.5,8.9,5.7,13.21,13.21,29.5,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2417,Sebastian Telfair
236,"Matt Bonner, SA",65,20.4,.597,14.0,3.2,11.7,2.6,15.7,9.3,13.20,13.20,33.6,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
237,"Terrence Williams, HOU/SAC",30,18.3,.488,19.9,13.2,16.6,2.6,18.7,10.4,13.17,13.17,21.9,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4019,Terrence Williams
238,"Beno Udrih, MIL",59,18.3,.488,34.4,11.7,18.3,2.6,8.0,5.2,13.16,13.16,34.8,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
239,"Anthony Morrow, NJ",62,26.4,.531,7.3,8.4,19.6,2.1,7.0,4.5,13.12,13.12,63.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
,"Hakim Warrick, PHX",35,14.4,.503,10.4,12.4,21.2,7.0,13.5,10.3,13.12,13.12,12.1,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2794,Hakim Warrick
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Michael Beasley, MIN",47,23.1,.502,6.8,12.1,22.8,4.0,17.2,10.6,13.11,13.11,42.4,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
,"Jason Kidd, DAL",48,28.7,.524,41.2,14.2,13.5,1.2,14.8,8.1,13.11,13.11,43.4,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=429,Jason Kidd
243,"Byron Mullens, CHA",65,22.5,.473,7.4,9.6,20.1,7.3,18.8,12.8,13.02,13.02,52.9,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4005,Byron Mullens
244,"MarShon Brooks, NJ",56,29.4,.502,13.7,12.4,21.3,4.8,9.4,7.0,13.00,13.00,54.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6428,MarShon Brooks
245,"Julyan Stone, DEN",22,8.1,.502,44.1,13.1,12.8,3.4,12.6,8.1,12.99,12.99,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6543,Julyan Stone
246,"Derrick Williams, MIN",66,21.5,.499,5.4,11.0,18.6,6.0,18.4,12.2,12.98,12.98,46.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6480,Derrick Williams
,"Mario Chalmers, MIA",64,28.5,.578,24.5,15.7,16.6,1.1,9.8,5.6,12.98,12.98,54.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3419,Mario Chalmers
248,"Brendan Haywood, DAL",54,21.2,.520,5.7,13.7,11.3,13.7,18.0,15.9,12.95,12.95,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1000,Brendan Haywood
249,"Nick Young, LAC/WSH",62,27.9,.512,5.6,8.3,18.7,2.0,6.8,4.4,12.93,12.93,62.8,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
,"Armon Johnson, NJ/POR",9,13.8,.515,17.6,9.6,18.1,0.9,11.6,6.1,12.93,12.93,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4279,Armon Johnson
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
