Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
128,"Cody Zeller, CHA",73,24.3,.592,10.5,10.0,14.3,8.4,19.7,14.0,16.18,16.18,147.8,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2579258,Cody Zeller
129,"Will Barton, DEN",82,28.7,.535,14.1,9.6,22.2,2.7,20.0,11.2,16.07,16.07,195.6,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
130,"Amir Johnson, BOS",79,22.8,.602,19.4,13.2,13.3,10.3,19.6,14.9,16.03,16.03,121.8,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Jusuf Nurkic, DEN",32,17.1,.460,10.5,14.5,25.9,12.9,22.7,17.7,16.01,16.01,44.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3102530,Jusuf Nurkic
132,"James Michael McAdoo, GS",41,6.4,.554,12.3,11.5,18.7,13.1,10.9,11.9,15.99,15.99,21.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2594818,James Michael McAdoo
133,"Ramon Sessions, WSH",82,20.3,.565,22.3,10.7,21.3,1.6,12.2,6.8,15.93,15.93,122.7,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3231,Ramon Sessions
,"Richaun Holmes, PHI",51,13.8,.564,10.3,10.0,16.6,9.3,11.7,10.5,15.93,15.93,46.4,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2993370,Richaun Holmes
135,"Jeremy Lamb, CHA",66,18.6,.528,11.4,7.4,20.4,3.9,18.7,11.2,15.92,15.92,99.3,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
,"Andrew Bogut, GS",70,20.7,.623,29.7,15.2,11.7,9.5,26.0,18.3,15.92,15.92,115.1,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2747,Andrew Bogut
137,"Tristan Thompson, CLE",82,27.7,.611,9.5,9.4,11.0,13.5,23.3,18.4,15.91,15.91,179.7,6.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
,"Darren Collison, SAC",74,30.0,.591,24.0,9.8,19.2,1.4,6.8,4.1,15.91,15.91,162.5,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3973,Darren Collison
139,"Jae Crowder, BOS",73,31.6,.565,11.9,7.3,17.6,3.2,14.2,8.6,15.85,15.85,184.2,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
140,"Joffrey Lauvergne, DEN",59,17.6,.567,10.8,10.4,18.5,8.1,23.1,15.4,15.80,15.80,80.8,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2959753,Joffrey Lauvergne
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"T.J. Warren, PHX",47,22.8,.549,8.1,5.9,18.8,5.7,9.3,7.5,15.78,15.78,84.3,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2982334,T.J. Warren
142,"Taj Gibson, CHI",73,26.5,.556,14.2,10.4,14.0,11.4,15.9,13.7,15.70,15.70,121.3,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
143,"Nicolas Batum, CHA",70,35.0,.546,25.7,13.1,21.3,2.4,16.8,9.6,15.69,15.69,189.6,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
144,"Lucas Nogueira, TOR",29,7.8,.642,10.2,16.0,11.7,9.3,14.0,11.7,15.66,15.66,17.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3032980,Lucas Nogueira
145,"Nikola Mirotic, CHI",66,24.9,.564,11.2,11.5,20.0,3.8,19.1,11.6,15.63,15.63,101.6,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6459,Nikola Mirotic
146,"Dennis Schroder, ATL",80,20.3,.510,25.1,13.1,28.3,1.7,11.8,6.9,15.62,15.62,111.8,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3032979,Dennis Schroder
,"Sean Kilpatrick, DEN/BKN",31,19.9,.576,8.1,8.6,14.4,2.1,8.2,5.1,15.62,15.62,47.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2488689,Sean Kilpatrick
148,"Bradley Beal, WSH",55,31.1,.547,14.1,9.7,23.8,2.6,9.8,6.2,15.61,15.61,130.1,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
149,"Goran Dragic, MIA",72,32.8,.537,27.0,11.9,22.1,2.7,10.4,6.6,15.57,15.57,161.3,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3423,Goran Dragic
150,"Steven Adams, OKC",80,25.2,.621,9.4,12.8,12.1,12.5,16.1,14.4,15.54,15.54,148.3,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"J.J. Barea, DAL",74,22.5,.536,25.9,9.7,23.6,1.7,8.3,5.0,15.52,15.52,112.4,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
152,"Rudy Gay, SAC",70,34.0,.538,8.7,10.1,20.9,4.7,15.9,10.4,15.51,15.51,178.0,5.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3005,Rudy Gay
,"Myles Turner, IND",60,22.8,.531,5.9,9.7,19.2,5.5,21.0,13.3,15.51,15.51,81.8,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3133628,Myles Turner
154,"Tyler Zeller, BOS",60,11.8,.539,7.0,11.2,21.5,9.1,17.6,13.3,15.42,15.42,51.1,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6631,Tyler Zeller
155,"Jordan Mickey, BOS",16,3.6,.398,3.5,3.5,18.9,11.0,13.3,12.1,15.35,15.35,3.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3064520,Jordan Mickey
156,"Chris Andersen, MIA/MEM",27,14.9,.598,11.0,8.3,16.8,9.9,18.2,13.9,15.32,15.32,22.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1135,Chris Andersen
157,"Willie Cauley-Stein, SAC",66,21.4,.588,7.8,9.6,12.3,10.3,16.6,13.5,15.31,15.31,99.3,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2991282,Willie Cauley-Stein
158,"Shabazz Muhammad, MIN",82,20.5,.548,5.7,7.7,20.9,7.0,11.4,9.2,15.26,15.26,119.4,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2993875,Shabazz Muhammad
159,"Kosta Koufos, SAC",78,19.0,.540,5.8,8.4,14.2,12.4,18.4,15.4,15.15,15.15,100.6,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3444,Kosta Koufos
160,"Luol Deng, MIA",74,32.4,.549,13.3,7.7,16.4,5.3,15.4,10.5,15.02,15.02,161.4,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2429,Luol Deng
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"Troy Daniels, CHA",43,11.1,.634,8.9,10.2,18.7,1.6,11.6,6.5,14.97,14.97,31.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2489530,Troy Daniels
,"Ish Smith, NO/PHI",77,29.1,.465,29.2,10.2,22.1,2.0,13.2,7.4,14.97,14.97,132.6,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
163,"Kobe Bryant, LAL",66,28.2,.469,11.9,8.3,30.7,2.3,12.3,7.1,14.94,14.94,123.4,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=110,Kobe Bryant
164,"Bismack Biyombo, TOR",82,22.0,.586,5.9,14.6,10.7,11.7,29.5,20.8,14.91,14.91,116.2,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
165,"Andrew Nicholson, ORL",56,14.7,.567,6.2,10.1,18.8,4.5,22.8,13.5,14.85,14.85,41.1,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6614,Andrew Nicholson
166,"Alex Stepheson, LAC/MEM",8,9.1,.341,5.8,0.0,6.3,28.5,14.4,21.7,14.84,14.84,3.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2232862,Alex Stepheson
167,"Jabari Parker, MIL",76,31.7,.535,10.4,9.3,19.6,5.9,12.8,9.4,14.83,14.83,119.5,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
168,"Marcus Thornton, HOU/WSH",61,18.2,.511,11.9,7.2,23.1,3.8,11.3,7.5,14.81,14.81,71.3,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4017,Marcus Thornton
169,"Brandon Knight, PHX",52,36.0,.522,18.6,12.5,25.8,2.0,9.9,5.9,14.75,14.75,104.8,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6448,Brandon Knight
170,"Toney Douglas, NO",61,20.7,.543,22.1,9.0,19.0,2.1,10.7,6.3,14.74,14.74,70.4,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Tyson Chandler, PHX",66,24.5,.606,11.7,17.0,12.1,11.5,27.5,19.3,14.74,14.74,99.9,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=984,Tyson Chandler
172,"Jason Smith, ORL",76,15.5,.513,9.5,8.7,20.6,4.9,15.8,10.3,14.72,14.72,56.7,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3232,Jason Smith
173,"Quincy Acy, SAC",59,14.8,.629,9.1,9.1,12.3,8.1,15.1,11.6,14.71,14.71,55.0,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6576,Quincy Acy
,"Evan Fournier, ORL",79,32.5,.587,15.5,9.6,19.3,1.4,8.4,4.9,14.71,14.71,161.0,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
175,"Patty Mills, SA",81,20.5,.541,24.1,8.1,19.5,1.9,8.7,5.4,14.69,14.69,91.6,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
176,"JaMychal Green, MEM",78,18.5,.520,9.5,11.8,18.7,10.5,19.3,14.7,14.68,14.68,68.7,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2327577,JaMychal Green
,"Deron Williams, DAL",65,32.4,.530,27.1,10.8,22.1,1.0,8.9,5.0,14.68,14.68,115.6,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2798,Deron Williams
178,"Timofey Mozgov, CLE",76,17.4,.593,6.5,14.1,15.0,9.5,19.2,14.4,14.63,14.63,79.8,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4298,Timofey Mozgov
,"Montrezl Harrell, HOU",39,9.7,.635,11.8,11.8,13.7,7.2,11.7,9.5,14.63,14.63,17.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2991055,Montrezl Harrell
180,"Thomas Robinson, BKN",71,12.9,.453,10.1,15.2,18.6,16.4,27.8,22.0,14.54,14.54,41.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6618,Thomas Robinson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"T.J. McConnell, PHI",81,19.8,.511,37.1,14.2,18.1,2.8,14.5,8.5,14.52,14.52,84.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2530530,T.J. McConnell
182,"Otto Porter Jr., WSH",75,30.3,.564,12.5,7.3,15.1,4.7,14.7,9.6,14.51,14.51,136.1,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
183,"Jarrett Jack, BKN",32,32.1,.505,32.0,12.8,22.8,1.0,14.1,7.4,14.49,14.49,53.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2768,Jarrett Jack
184,"Edy Tavares, ATL",11,6.6,.555,9.8,16.4,15.4,10.7,20.5,15.7,14.48,14.48,4.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3033031,Edy Tavares
185,"Steve Novak, MIL/OKC",10,4.4,.651,0.0,5.1,13.1,0.0,12.2,6.3,14.42,14.42,2.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3018,Steve Novak
186,"Trevor Booker, UTAH",79,20.7,.533,13.9,13.5,14.0,11.9,20.4,16.2,14.40,14.40,70.7,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
187,"Alec Burks, UTAH",31,25.7,.520,12.4,10.0,24.7,2.4,13.6,8.0,14.38,14.38,46.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6429,Alec Burks
188,"Zach LaVine, MIN",82,28.0,.548,17.3,10.7,22.6,1.4,10.1,5.8,14.34,14.34,114.3,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064440,Zach LaVine
,"Jordan Clarkson, LAL",79,32.3,.516,12.7,8.9,21.8,3.8,9.6,6.6,14.34,14.34,127.0,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2528426,Jordan Clarkson
190,"Jordan McRae, CLE/PHX",22,8.9,.548,19.2,11.5,26.1,2.3,9.2,5.7,14.27,14.27,11.0,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2531797,Jordan McRae
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Ersan Ilyasova, DET/ORL",74,25.4,.526,7.7,8.2,17.8,8.1,15.6,11.7,14.26,14.26,77.5,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
192,"Rondae Hollis-Jefferson, BKN",29,21.2,.519,18.7,11.3,13.2,7.0,21.4,14.1,14.23,14.23,34.2,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3064291,Rondae Hollis-Jefferson
193,"Jason Thompson, GS/TOR",47,10.0,.558,16.5,8.5,15.0,7.9,23.5,15.9,14.20,14.20,19.0,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3462,Jason Thompson
194,"Rodney Hood, UTAH",79,32.2,.542,15.2,8.9,20.8,1.8,10.5,6.1,14.17,14.17,139.0,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2581177,Rodney Hood
195,"Matt Bonner, SA",30,6.9,.647,12.7,4.2,12.9,1.7,12.8,7.5,14.12,14.12,10.8,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1996,Matt Bonner
196,"Joel Anthony, DET",19,5.1,.666,6.1,12.1,6.7,8.8,15.4,11.9,14.11,14.11,5.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
197,"Joakim Noah, CHI",29,21.9,.406,34.9,16.5,15.2,14.7,27.3,21.1,14.08,14.08,33.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3224,Joakim Noah
,"C.J. Miles, IND",64,22.9,.547,7.7,8.5,21.1,1.9,11.1,6.5,14.08,14.08,78.2,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
199,"Mike Scott, ATL",75,15.3,.575,14.9,8.0,16.2,5.2,14.2,9.8,14.06,14.06,43.9,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6622,Mike Scott
,"Jarell Martin, MEM",27,14.1,.534,8.5,10.7,18.1,11.2,14.7,12.9,14.06,14.06,14.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3064517,Jarell Martin
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Trey Burke, UTAH",64,21.3,.507,16.5,8.9,24.6,1.5,8.0,4.8,14.06,14.06,62.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2579260,Trey Burke
202,"Jamal Crawford, LAC",79,26.9,.529,13.5,8.3,23.2,1.0,6.3,3.7,14.04,14.04,112.3,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=165,Jamal Crawford
203,"Boris Diaw, SA",76,18.2,.582,25.5,14.1,16.9,4.9,13.9,9.6,14.00,14.00,70.4,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
204,"Serge Ibaka, OKC",78,32.1,.533,6.0,9.9,16.6,6.5,16.2,11.6,13.99,13.99,92.9,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3439,Serge Ibaka
205,"Michael Carter-Williams, MIL",54,30.5,.497,26.5,14.4,21.5,3.4,15.7,9.6,13.98,13.98,73.4,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2596108,Michael Carter-Williams
,"Elfrid Payton, ORL",73,29.4,.478,32.0,12.1,21.4,3.9,9.6,6.7,13.98,13.98,95.3,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
,"Donald Sloan, BKN",61,21.6,.536,36.0,10.8,17.3,1.4,13.5,7.4,13.98,13.98,58.5,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4303,Donald Sloan
208,"Omri Casspi, SAC",69,27.2,.587,10.8,10.7,16.7,3.4,20.1,11.8,13.96,13.96,97.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
209,"D.J. Augustin, DEN/OKC",62,19.0,.575,28.8,12.2,22.3,0.8,8.0,4.4,13.94,13.94,51.6,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
210,"Julius Randle, LAL",81,28.2,.482,11.6,12.0,20.2,7.8,32.0,19.5,13.92,13.92,82.6,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064514,Julius Randle
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Henry Sims, BKN",14,18.8,.504,8.1,10.8,16.1,8.8,22.2,15.4,13.91,13.91,13.0,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6647,Henry Sims
212,"Tim Frazier, NO/POR",51,14.5,.499,33.2,13.3,23.1,3.8,12.8,8.2,13.90,13.90,32.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2488945,Tim Frazier
,"Brian Roberts, POR/CHA",51,9.2,.552,20.6,8.8,19.4,1.4,8.2,4.8,13.90,13.90,20.3,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6641,Brian Roberts
,"Alexis Ajinca, NO",59,14.6,.514,7.3,12.6,18.7,9.3,25.9,17.3,13.90,13.90,42.3,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3410,Alexis Ajinca
,"Seth Curry, SAC",44,15.7,.603,19.1,10.3,17.0,1.4,7.9,4.7,13.90,13.90,35.1,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2326307,Seth Curry
,"Bobby Portis, CHI",62,17.8,.469,9.1,9.5,19.4,12.0,20.0,16.1,13.90,13.90,39.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3064482,Bobby Portis
217,"Shaun Livingston, GS",78,19.5,.581,32.2,10.6,14.6,3.2,8.5,6.0,13.89,13.89,65.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
218,"Jeremy Lin, CHA",78,26.3,.534,18.9,12.1,21.2,2.2,11.4,6.8,13.80,13.80,85.6,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
,"Tyler Johnson, MIA",36,24.0,.579,19.9,11.8,16.4,3.8,10.3,7.2,13.80,13.80,42.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2530276,Tyler Johnson
220,"Tiago Splitter, ATL",36,16.1,.571,13.0,10.4,14.3,8.7,13.8,11.3,13.79,13.79,27.6,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3233,Tiago Splitter
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Monta Ellis, IND",81,33.8,.504,22.6,12.0,20.9,1.7,9.1,5.4,13.79,13.79,134.4,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2751,Monta Ellis
222,"Brandon Jennings, DET/ORL",48,18.1,.491,30.1,10.1,19.9,2.0,10.4,6.1,13.75,13.75,35.6,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3997,Brandon Jennings
223,"Mike Muscala, ATL",60,9.4,.576,14.8,11.7,14.5,7.5,14.9,11.3,13.68,13.68,18.4,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2490089,Mike Muscala
224,"Luis Scola, TOR",76,21.5,.523,8.6,8.8,18.2,6.0,19.0,12.6,13.67,13.67,53.1,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1781,Luis Scola
225,"Evan Turner, BOS",81,28.0,.513,26.4,12.4,19.1,2.3,16.5,9.3,13.65,13.65,106.9,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
226,"Shelvin Mack, ATL/UTAH",52,20.3,.507,25.8,13.1,28.0,1.4,12.5,7.0,13.64,13.64,41.7,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
227,"Gary Neal, WSH",40,20.2,.558,11.1,6.8,19.0,1.5,10.2,5.8,13.59,13.59,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4300,Gary Neal
228,"Jodie Meeks, DET",3,14.3,.506,11.6,3.9,22.3,2.4,10.6,6.3,13.57,13.57,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
229,"Terrence Jones, HOU",50,20.9,.519,8.1,9.6,18.0,6.5,15.9,11.1,13.56,13.56,32.0,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6597,Terrence Jones
230,"Lance Stephenson, LAC/MEM",69,19.9,.548,17.7,12.5,14.6,3.2,15.1,9.1,13.54,13.54,62.2,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4244,Lance Stephenson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Derrick Rose, CHI",66,31.8,.479,19.3,10.9,26.8,2.4,8.8,5.6,13.52,13.52,79.0,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3456,Derrick Rose
,"Eric Gordon, NO",45,32.9,.565,15.1,9.1,19.3,0.7,6.9,3.7,13.52,13.52,66.7,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
233,"Rasual Butler, SA",46,9.4,.558,16.8,5.6,12.1,0.8,13.5,7.4,13.47,13.47,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1767,Rasual Butler
234,"Andre Miller, MIN/SA",39,11.8,.600,35.6,15.2,15.9,3.1,9.6,6.4,13.42,13.42,16.6,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
,"Kent Bazemore, ATL",75,27.8,.551,15.5,12.5,18.7,1.5,18.0,9.9,13.42,13.42,90.7,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6637,Kent Bazemore
236,"Larry Nance Jr., LAL",63,20.1,.544,10.8,10.1,11.9,8.3,18.6,13.3,13.39,13.39,35.7,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2580365,Larry Nance Jr.
237,"Maurice Harkless, POR",78,18.7,.541,11.4,10.5,14.9,7.5,13.3,10.4,13.37,13.37,62.3,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6591,Maurice Harkless
238,"Norman Powell, TOR",49,14.8,.541,14.2,9.7,17.0,2.6,14.8,8.8,13.36,13.36,30.9,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2595516,Norman Powell
,"Shane Larkin, BKN",78,22.4,.515,33.0,14.1,18.6,1.8,9.9,5.8,13.36,13.36,61.5,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2596158,Shane Larkin
240,"Avery Bradley, BOS",76,33.4,.538,11.8,8.1,18.9,2.0,7.3,4.6,13.25,13.25,85.1,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Robert Covington, PHI",67,28.4,.543,9.4,13.9,19.9,3.6,20.9,12.0,13.24,13.24,77.9,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2490620,Robert Covington
242,"D'Angelo Russell, LAL",80,28.2,.507,17.7,13.1,23.5,2.2,11.2,6.5,13.22,13.22,74.9,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3136776,D'Angelo Russell
,"George Hill, IND",74,34.1,.555,22.2,8.7,15.6,2.5,10.3,6.5,13.22,13.22,83.6,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
244,"Jordan Farmar, MEM",12,24.3,.527,23.2,11.3,19.0,1.5,8.6,4.9,13.21,13.21,9.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3002,Jordan Farmar
245,"Devin Harris, DAL",64,20.0,.559,19.0,10.7,17.2,1.5,10.3,5.9,13.17,13.17,41.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2382,Devin Harris
246,"Kris Humphries, ATL/PHX/WSH",53,15.8,.517,8.9,9.4,18.6,0.0,0.0,0.0,13.12,13.12,20.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2433,Kris Humphries
247,"Patrick Beverley, HOU",71,28.7,.553,24.8,9.5,15.4,3.9,9.6,6.8,13.07,13.07,63.2,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
248,"Jeff Green, LAC/MEM",80,28.2,.510,12.0,8.1,18.8,3.6,13.2,8.3,13.04,13.04,85.3,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
249,"Channing Frye, CLE/ORL",70,17.1,.586,14.9,9.0,17.4,3.2,18.6,10.9,12.99,12.99,26.6,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
,"Kyle Anderson, SA",78,16.0,.528,24.0,11.5,14.2,2.4,19.4,11.2,12.99,12.99,46.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2993874,Kyle Anderson
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Gerald Henderson, POR",72,19.9,.526,10.2,9.2,19.1,2.3,13.7,8.0,12.97,12.97,52.8,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3993,Gerald Henderson
,"Trevor Ariza, HOU",81,35.3,.551,15.3,9.2,15.2,2.6,11.6,7.1,12.97,12.97,105.3,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2426,Trevor Ariza
253,"Cameron Payne, OKC",57,12.2,.490,24.5,10.0,20.8,1.5,11.2,6.6,12.95,12.95,20.3,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3064230,Cameron Payne
,"Terrence Ross, TOR",73,23.9,.551,7.4,6.1,16.9,1.4,10.6,6.1,12.95,12.95,63.8,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6619,Terrence Ross
