Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
127,"Brook Lopez, LAL",74,23.4,.557,11.6,9.0,22.4,4.6,13.4,9.0,16.52,16.52,153.4,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3448,Brook Lopez
,"Joffrey Lauvergne, SA",55,9.7,.536,14.4,11.6,19.8,13.0,22.6,17.8,16.52,16.52,47.2,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2959753,Joffrey Lauvergne
129,"Aaron Gordon, ORL",58,32.9,.530,11.3,8.9,23.2,5.0,21.5,13.2,16.51,16.51,142.8,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064290,Aaron Gordon
130,"Jordan Clarkson, CLE/LAL",81,23.3,.542,16.0,9.2,22.7,3.3,9.1,6.2,16.50,16.50,155.0,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2528426,Jordan Clarkson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Delon Wright, TOR",69,20.8,.574,26.3,10.2,17.5,3.6,11.7,7.7,16.49,16.49,117.3,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3064447,Delon Wright
132,"Nene , HOU",52,14.6,.594,12.2,10.3,17.9,8.1,18.0,13.1,16.47,16.47,66.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1713,Nene 
133,"Emeka Okafor, NO",26,13.6,.545,6.4,10.3,13.2,14.9,21.7,18.4,16.44,16.44,30.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2399,Emeka Okafor
,"Jeff Teague, MIN",70,33.0,.553,31.4,11.3,21.7,1.2,9.3,5.2,16.44,16.44,187.5,6.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4015,Jeff Teague
135,"Khem Birch, ORL",42,13.8,.582,16.4,10.1,12.7,13.2,21.1,17.1,16.43,16.43,50.3,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2578240,Khem Birch
136,"Dakari Johnson, OKC",31,5.2,.575,13.6,5.1,13.3,10.7,12.8,11.7,16.41,16.41,14.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3064516,Dakari Johnson
137,"Andre Ingram, LAL",2,32.0,.655,24.7,10.6,14.3,1.7,8.3,5.0,16.30,16.30,5.3,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2141179,Andre Ingram
138,"Will Barton, DEN",81,33.1,.562,20.6,9.3,20.8,3.0,14.2,8.6,16.21,16.21,228.8,7.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
139,"Jerami Grant, OKC",81,20.3,.607,8.5,8.0,15.5,5.6,16.2,10.7,16.19,16.19,139.9,4.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991070,Jerami Grant
,"Nerlens Noel, DAL",30,15.7,.558,12.2,15.9,13.0,10.9,29.3,19.8,16.19,16.19,39.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2991280,Nerlens Noel
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Jamal Murray, DEN",81,31.7,.576,16.9,10.6,22.5,3.6,9.4,6.5,16.17,16.17,197.9,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3936299,Jamal Murray
142,"Daniel Theis, BOS",63,14.8,.616,14.7,14.7,14.9,10.7,21.2,16.0,16.16,16.16,65.0,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2451037,Daniel Theis
143,"Klay Thompson, GS",73,34.3,.598,12.1,8.3,22.0,1.5,10.3,6.2,16.15,16.15,211.4,7.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
144,"Buddy Hield, SAC",80,25.3,.557,12.4,9.9,23.2,3.0,14.8,8.6,16.13,16.13,170.2,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2990984,Buddy Hield
145,"Draymond Green, GS",70,32.7,.556,36.2,14.4,18.2,3.9,21.1,13.1,16.10,16.10,156.9,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6589,Draymond Green
146,"Tyler Zeller, MIL/BKN",66,16.8,.598,10.2,10.2,13.1,10.9,19.4,15.1,16.01,16.01,89.5,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6631,Tyler Zeller
147,"Jeremy Lin, BKN",1,25.0,.597,18.1,13.6,30.6,0.0,0.0,0.0,15.97,15.97,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
148,"Reggie Jackson, DET",45,26.7,.516,24.5,10.2,27.4,2.6,9.0,5.7,15.96,15.96,89.0,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
,"Cody Zeller, CHA",33,19.0,.602,12.0,12.8,15.0,11.4,19.3,15.3,15.96,15.96,50.1,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2579258,Cody Zeller
150,"JJ Redick, PHI",70,30.2,.614,16.3,8.0,21.1,0.5,8.3,4.5,15.92,15.92,171.3,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3024,JJ Redick
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Kyle Anderson, SA",74,26.7,.582,25.3,11.8,13.8,4.7,17.6,11.1,15.91,15.91,159.8,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2993874,Kyle Anderson
152,"Fred VanVleet, TOR",76,20.0,.556,26.8,8.2,19.5,1.9,11.5,6.8,15.90,15.90,111.2,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991230,Fred VanVleet
153,"Harrison Barnes, DAL",77,34.2,.539,9.4,7.3,23.5,3.1,17.1,9.9,15.89,15.89,212.1,7.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
,"Derrick White, SA",17,8.2,.646,15.8,10.6,15.0,4.0,16.9,10.4,15.89,15.89,10.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3078576,Derrick White
,"Spencer Dinwiddie, BKN",80,28.8,.527,32.6,8.0,21.5,1.8,10.2,6.0,15.89,15.89,168.1,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2580782,Spencer Dinwiddie
156,"Dario Saric, PHI",78,29.6,.582,15.2,11.1,20.2,7.5,16.4,12.1,15.88,15.88,151.0,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3032978,Dario Saric
157,"Chris McCullough, WSH",19,4.7,.478,7.4,3.7,23.0,8.8,22.6,15.7,15.87,15.87,5.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3153165,Chris McCullough
158,"Thabo Sefolosha, UTAH",38,21.2,.591,10.1,9.2,15.4,4.1,18.4,11.3,15.86,15.86,64.5,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
159,"Dewayne Dedmon, ATL",62,24.9,.599,13.0,12.4,16.2,7.2,28.1,17.7,15.85,15.85,120.8,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2580913,Dewayne Dedmon
160,"James Johnson, MIA",73,26.6,.575,25.3,12.8,19.3,3.5,17.2,10.3,15.82,15.82,125.3,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"John Henson, MIL",76,25.9,.582,14.8,10.9,14.2,9.0,21.5,15.3,15.78,15.78,152.3,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6592,John Henson
162,"Bam Adebayo, MIA",69,19.8,.570,17.2,11.3,15.4,9.7,21.6,15.6,15.74,15.74,104.9,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4066261,Bam Adebayo
163,"Lauri Markkanen, CHI",68,29.7,.552,7.2,7.6,20.5,4.0,23.7,13.5,15.68,15.68,126.0,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4066336,Lauri Markkanen
164,"Shaquille Harrison, PHX",23,16.7,.540,25.3,10.1,18.3,2.5,14.7,8.5,15.67,15.67,26.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2991274,Shaquille Harrison
165,"Joakim Noah, NY",7,5.7,.510,20.2,20.2,17.1,16.7,22.1,19.4,15.63,15.63,3.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3224,Joakim Noah
166,"Evan Fournier, ORL",57,32.2,.577,14.5,8.3,22.2,1.4,9.5,5.4,15.61,15.61,140.1,4.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
167,"Omri Casspi, GS",53,14.0,.632,15.7,11.4,15.4,4.9,24.0,15.1,15.56,15.56,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
168,"Ed Davis, POR",78,18.9,.607,9.0,14.8,11.5,13.7,28.8,21.3,15.55,15.55,88.8,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4259,Ed Davis
169,"Ish Smith, DET",82,24.9,.525,27.3,8.2,21.4,1.4,10.9,6.1,15.50,15.50,137.1,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
170,"Mike Conley, MEM",12,31.1,.520,18.6,6.8,25.4,0.0,8.6,4.2,15.48,15.48,25.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3195,Mike Conley
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"Taj Gibson, MIN",82,33.3,.610,9.8,8.8,14.0,8.1,16.7,12.3,15.45,15.45,160.9,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
172,"Shabazz Muhammad, MIL/MIN",43,9.7,.510,6.1,2.6,27.2,6.3,14.8,10.5,15.44,15.44,30.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2993875,Shabazz Muhammad
173,"Jahlil Okafor, BKN/PHI",28,12.6,.584,6.5,11.4,19.4,6.3,19.4,12.8,15.43,15.43,25.4,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3135048,Jahlil Okafor
,"Ricky Rubio, UTAH",77,29.3,.537,26.4,13.3,23.2,2.2,15.3,8.8,15.43,15.43,148.9,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
175,"D.J. Augustin, ORL",75,23.5,.615,27.8,11.9,19.0,1.9,8.2,5.0,15.40,15.40,115.6,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
176,"Ivica Zubac, LAL",43,9.5,.557,12.8,13.3,16.9,11.8,20.1,16.0,15.38,15.38,29.2,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4017837,Ivica Zubac
177,"Tomas Satoransky, WSH",73,22.5,.615,36.0,10.4,14.8,5.0,11.1,8.0,15.35,15.35,119.0,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6621,Tomas Satoransky
178,"D'Angelo Russell, BKN",48,25.7,.509,22.1,13.1,30.6,2.6,13.8,8.1,15.31,15.31,79.3,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3136776,D'Angelo Russell
179,"Jayson Tatum, BOS",80,30.5,.586,10.8,9.6,18.3,2.3,15.6,9.0,15.29,15.29,174.5,5.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4065648,Jayson Tatum
180,"Rajon Rondo, NO",65,26.2,.522,44.5,12.6,19.2,2.0,14.3,8.4,15.28,15.28,108.9,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3026,Rajon Rondo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"Eric Gordon, HOU",69,31.2,.578,11.3,9.6,23.3,1.3,7.5,4.4,15.22,15.22,151.8,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
182,"Ekpe Udoh, UTAH",63,12.9,.560,24.4,9.2,9.2,9.6,11.4,10.5,15.19,15.19,55.5,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
183,"Troy Williams, HOU/NY",21,14.6,.544,10.2,12.1,27.4,8.0,14.8,11.4,15.18,15.18,21.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3078286,Troy Williams
184,"Terry Rozier, BOS",80,25.9,.520,19.7,6.8,20.1,3.4,16.3,9.9,15.12,15.12,127.2,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3074752,Terry Rozier
185,"Dejounte Murray, SA",81,21.5,.485,22.2,12.9,20.8,7.0,22.4,14.6,15.09,15.09,106.5,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3907497,Dejounte Murray
,"Dwyane Wade, CLE/MIA",67,22.9,.500,20.1,12.4,23.8,3.7,14.6,9.2,15.09,15.09,105.1,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1987,Dwyane Wade
187,"Ersan Ilyasova, ATL/PHI",69,25.1,.558,10.8,8.6,16.9,7.6,18.1,12.9,14.94,14.94,88.8,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
188,"Trevor Booker, IND/BKN/PHI",68,17.0,.557,15.6,11.2,15.6,0.0,0.0,0.0,14.91,14.91,58.9,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
189,"Amir Johnson, PHI",74,15.8,.575,25.1,11.7,13.0,11.8,18.4,15.2,14.90,14.90,75.1,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
190,"Thaddeus Young, IND",81,32.2,.528,13.1,9.0,16.5,8.0,14.1,11.1,14.83,14.83,129.7,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3244,Thaddeus Young
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Kevon Looney, GS",66,13.8,.588,14.0,10.3,11.7,11.0,15.2,13.2,14.82,14.82,58.6,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3155535,Kevon Looney
192,"Jeff Green, CLE",78,23.4,.587,11.1,8.4,18.0,3.7,11.2,7.5,14.80,14.80,117.3,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
193,"Robin Lopez, CHI",64,26.4,.552,13.5,11.7,19.6,8.2,10.3,9.2,14.77,14.77,105.2,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3447,Robin Lopez
194,"Serge Ibaka, TOR",76,27.5,.574,6.3,9.1,18.0,4.3,21.0,12.8,14.72,14.72,100.6,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3439,Serge Ibaka
195,"Marcin Gortat, WSH",82,25.3,.546,17.1,11.2,15.2,9.9,24.0,17.0,14.70,14.70,127.0,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2758,Marcin Gortat
196,"Gorgui Dieng, MIN",79,16.9,.543,12.6,10.5,15.7,9.1,22.2,15.6,14.69,14.69,81.4,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2534781,Gorgui Dieng
197,"Zach LaVine, CHI",24,27.3,.499,13.9,8.3,28.4,1.4,14.4,7.7,14.65,14.65,35.8,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3064440,Zach LaVine
198,"Kris Dunn, CHI",52,29.3,.488,26.4,12.8,25.2,1.6,14.4,7.8,14.58,14.58,81.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991139,Kris Dunn
199,"Marcus Morris Sr., BOS",54,26.7,.541,8.8,8.0,21.6,3.3,18.4,11.0,14.57,14.57,66.0,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
200,"Pascal Siakam, TOR",81,20.7,.549,20.9,8.8,15.6,5.4,18.6,12.1,14.54,14.54,76.2,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3149673,Pascal Siakam
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Kent Bazemore, ATL",65,27.5,.547,19.8,13.7,22.1,1.6,13.9,7.7,14.51,14.51,107.0,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6637,Kent Bazemore
202,"Tim Hardaway Jr., NY",57,33.1,.533,13.1,7.8,23.0,1.9,11.3,6.6,14.48,14.48,112.1,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528210,Tim Hardaway Jr.
203,"Nicolas Batum, CHA",64,31.0,.523,29.4,11.0,19.1,3.1,13.8,8.4,14.45,14.45,116.8,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
204,"Frank Kaminsky, CHA",79,23.2,.545,12.9,6.6,19.7,2.7,14.5,8.5,14.42,14.42,79.9,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2579294,Frank Kaminsky
,"Joe Ingles, UTAH",82,31.5,.623,30.0,12.2,16.5,1.1,13.9,7.6,14.42,14.42,150.8,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2968436,Joe Ingles
206,"Mike Muscala, ATL",53,20.0,.597,11.8,9.7,14.9,5.9,18.3,12.1,14.39,14.39,45.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2490089,Mike Muscala
207,"Rodney Hood, CLE/UTAH",60,26.9,.546,9.8,7.2,17.2,1.6,9.9,5.8,14.38,14.38,93.6,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2581177,Rodney Hood
208,"Skal Labissiere, SAC",60,20.7,.513,11.0,11.1,20.1,8.7,18.1,13.2,14.33,14.33,52.5,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3936296,Skal Labissiere
209,"DeMarre Carroll, BKN",73,29.9,.550,12.9,9.0,18.9,5.1,18.4,11.7,14.31,14.31,124.0,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
,"Malcolm Brogdon, MIL",48,29.9,.578,20.0,8.7,18.5,1.9,10.8,6.4,14.31,14.31,70.9,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2566769,Malcolm Brogdon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Jerian Grant, CHI",74,22.8,.528,33.6,8.8,18.6,1.9,9.3,5.4,14.30,14.30,83.1,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2531047,Jerian Grant
,"Caris LeVert, BKN",71,26.3,.525,23.6,12.1,22.6,3.0,11.9,7.4,14.30,14.30,105.7,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991043,Caris LeVert
213,"Tarik Black, HOU",51,10.5,.582,6.4,17.3,14.4,13.3,20.8,17.1,14.29,14.29,22.3,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528393,Tarik Black
214,"Tyson Chandler, PHX",46,25.0,.658,15.6,17.4,10.3,12.2,26.8,19.4,14.26,14.26,62.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=984,Tyson Chandler
215,"Kyle Kuzma, LAL",77,31.2,.549,10.0,9.9,21.3,3.9,17.4,10.7,14.22,14.22,97.3,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3134907,Kyle Kuzma
216,"Marco Belinelli, ATL/PHI",80,24.3,.581,13.7,8.7,20.3,1.1,7.3,4.3,14.20,14.20,107.4,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
217,"Shabazz Napier, POR",74,20.7,.544,18.0,10.8,19.2,1.9,10.1,6.0,14.18,14.18,72.9,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2530780,Shabazz Napier
218,"Bismack Biyombo, ORL",82,18.2,.556,11.6,14.7,14.0,10.5,24.0,17.2,14.15,14.15,79.2,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
219,"Davis Bertans, SA",77,14.1,.588,14.9,7.2,16.9,1.8,13.9,7.8,14.13,14.13,57.2,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6426,Davis Bertans
220,"Gerald Green, HOU",41,22.7,.566,5.0,6.3,20.6,1.8,14.2,8.1,14.10,14.10,50.0,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Tyus Jones, MIN",82,17.9,.572,35.4,9.0,13.8,1.2,9.2,5.2,14.10,14.10,67.8,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3135046,Tyus Jones
222,"Cameron Payne, CHI",25,23.3,.498,30.5,9.7,20.2,3.2,9.8,6.4,14.04,14.04,26.4,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3064230,Cameron Payne
223,"JaMychal Green, MEM",55,28.0,.530,11.4,11.0,17.0,10.8,24.4,17.4,14.00,14.00,57.5,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2327577,JaMychal Green
224,"Eric Moreland, DET",67,12.0,.531,30.7,16.2,10.1,10.9,27.6,19.1,13.99,13.99,29.9,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2531352,Eric Moreland
225,"Bojan Bogdanovic, IND",80,30.8,.605,10.2,9.1,17.9,1.4,10.9,6.2,13.98,13.98,128.1,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3593,Bojan Bogdanovic
226,"Danilo Gallinari, LAC",21,32.0,.545,11.3,7.2,19.6,1.5,14.9,8.3,13.96,13.96,34.6,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3428,Danilo Gallinari
227,"Mike James, NO/PHX",36,19.1,.469,23.6,9.2,25.8,2.0,12.2,7.0,13.94,13.94,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528096,Mike James
228,"Marvin Williams, CHA",78,25.7,.603,12.3,8.5,14.1,3.9,16.3,10.0,13.90,13.90,71.8,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
,"Brandon Ingram, LAL",59,33.5,.536,18.2,11.8,21.8,3.1,13.8,8.5,13.90,13.90,100.1,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3913176,Brandon Ingram
230,"Anthony Tolliver, DET",79,22.2,.663,13.3,8.5,14.2,3.1,12.3,7.6,13.89,13.89,62.7,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"JaKarr Sampson, SAC",22,15.6,.585,8.6,7.6,11.8,6.7,19.7,12.9,13.88,13.88,17.4,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2608891,JaKarr Sampson
232,"Marreese Speights, ORL",52,13.0,.539,8.8,8.8,25.1,3.4,18.4,10.8,13.76,13.76,22.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
233,"Mario Hezonja, ORL",75,22.1,.544,12.4,10.1,18.8,2.7,16.1,9.3,13.73,13.73,79.9,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2995706,Mario Hezonja
234,"Mike Scott, WSH",76,18.5,.599,11.2,11.0,19.0,4.0,15.8,9.9,13.72,13.72,46.7,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6622,Mike Scott
235,"Jaylen Brown, BOS",70,30.7,.562,10.0,10.8,20.1,3.4,14.0,8.8,13.69,13.69,102.4,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3917376,Jaylen Brown
236,"Chandler Parsons, MEM",36,19.2,.578,19.7,10.0,18.0,2.3,13.0,7.5,13.67,13.67,32.7,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6466,Chandler Parsons
237,"Tristan Thompson, CLE",53,20.2,.569,9.7,10.6,11.8,13.4,23.3,18.4,13.66,13.66,49.0,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
,"Reggie Bullock, DET",62,27.9,.615,13.4,6.6,15.1,1.7,8.3,4.9,13.66,13.66,81.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528779,Reggie Bullock
239,"Josh Richardson, MIA",81,33.2,.551,17.5,10.6,17.6,2.9,9.0,5.9,13.60,13.60,124.3,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2581190,Josh Richardson
240,"Luke Kornet, NY",20,16.4,.516,15.5,7.2,18.5,3.7,17.9,10.9,13.59,13.59,10.2,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3064560,Luke Kornet
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Mirza Teletovic, MIL",10,15.9,.623,13.5,9.5,17.1,2.2,14.7,8.5,13.53,13.53,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4385,Mirza Teletovic
242,"Isaiah Canaan, HOU/PHX",20,21.1,.539,28.7,11.0,10.0,1.5,10.0,5.7,13.52,13.52,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2490589,Isaiah Canaan
243,"Bogdan Bogdanovic, SAC",78,27.9,.556,21.4,10.4,19.5,1.6,10.5,5.8,13.51,13.51,97.6,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3037789,Bogdan Bogdanovic
244,"Maxi Kleber, DAL",72,16.8,.576,12.3,7.2,12.9,6.3,15.6,10.8,13.45,13.45,35.1,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2960236,Maxi Kleber
245,"Kyle Korver, CLE",73,21.6,.652,13.4,8.4,15.2,0.7,10.9,5.9,13.41,13.41,68.3,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
246,"Joe Harris, BKN",78,25.3,.634,14.5,10.3,16.0,2.7,11.3,7.0,13.39,13.39,85.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2528794,Joe Harris
247,"Shelvin Mack, ORL",69,19.8,.518,33.3,10.9,18.5,1.8,11.6,6.7,13.35,13.35,47.9,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
,"George Hill, CLE/SAC",67,27.0,.580,21.9,10.4,15.2,2.6,8.9,5.7,13.35,13.35,63.4,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
249,"Markieff Morris, WSH",73,27.0,.566,14.0,12.5,18.8,4.3,19.2,11.8,13.30,13.30,52.8,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
250,"Nick Collison, OKC",15,5.0,.627,11.2,19.6,17.7,10.0,19.9,14.8,13.29,13.29,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Jonas Jerebko, UTAH",74,15.3,.586,9.7,6.2,14.6,5.4,19.1,12.3,13.25,13.25,29.7,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
252,"Kentavious Caldwell-Pope, LAL",74,33.2,.561,14.2,8.5,16.3,2.6,14.1,8.4,13.22,13.22,99.7,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2581018,Kentavious Caldwell-Pope
253,"Channing Frye, CLE/LAL",53,13.1,.599,13.6,7.5,14.7,1.9,19.4,10.8,13.16,13.16,17.2,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
