Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
17,"Damian Lillard, POR",73,36.6,.594,20.6,8.8,30.5,2.6,10.6,6.6,25.19,25.19,565.4,18.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6606,Damian Lillard
18,"LaMarcus Aldridge, SA",75,33.5,.570,8.5,6.2,27.5,10.8,17.3,14.0,25.12,25.12,510.2,17.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2983,LaMarcus Aldridge
19,"Kyrie Irving, BOS",60,32.2,.610,18.6,8.5,30.3,1.9,10.8,6.4,25.03,25.03,404.4,13.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6442,Kyrie Irving
20,"Karl-Anthony Towns, MIN",82,35.6,.646,11.7,9.3,21.9,9.3,30.9,20.0,24.99,24.99,626.6,20.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3136195,Karl-Anthony Towns
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
21,"Russell Westbrook, OKC",80,36.4,.524,26.1,12.1,35.7,5.6,25.7,15.3,24.80,24.80,600.0,20.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3468,Russell Westbrook
22,"Montrezl Harrell, LAC",76,17.0,.647,9.4,8.6,22.5,8.9,17.0,13.0,24.73,24.73,255.4,8.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991055,Montrezl Harrell
23,"Clint Capela, HOU",74,27.5,.650,7.1,10.7,18.0,13.5,30.8,22.2,24.55,24.55,423.6,14.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3102529,Clint Capela
24,"Nikola Jokic, DEN",75,32.5,.603,25.2,11.6,24.9,9.0,27.9,18.5,24.52,24.52,507.0,16.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3112335,Nikola Jokic
25,"Chris Paul, HOU",58,31.8,.604,30.9,8.6,25.4,2.3,16.7,9.5,24.39,24.39,369.2,12.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2779,Chris Paul
26,"Ante Zizic, CLE",32,6.7,.746,5.2,11.5,17.2,12.8,18.6,15.7,24.23,24.23,40.7,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4017838,Ante Zizic
27,"Hassan Whiteside, MIA",54,25.3,.573,6.7,11.4,22.9,14.3,36.6,25.4,24.18,24.18,276.5,9.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4262,Hassan Whiteside
28,"Enes Kanter, NY",71,25.8,.630,10.3,12.0,20.9,16.6,30.6,23.6,24.02,24.02,366.6,12.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
29,"Jimmy Butler, MIN",59,36.7,.590,19.1,7.2,24.6,4.2,12.7,8.4,23.70,23.70,426.4,14.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
30,"Victor Oladipo, IND",75,34.0,.577,15.8,10.7,29.1,2.1,15.1,8.6,23.12,23.12,480.7,16.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2527963,Victor Oladipo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
31,"Joel Embiid, PHI",63,30.3,.573,11.7,13.8,31.8,8.4,29.7,19.4,22.95,22.95,352.5,11.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3059318,Joel Embiid
32,"Andre Drummond, DET",78,33.7,.555,15.9,13.4,20.6,16.4,36.4,26.2,22.94,22.94,483.5,16.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6585,Andre Drummond
33,"DeMarcus Cousins, NO",48,36.2,.583,16.7,15.8,30.5,6.8,30.9,19.2,22.66,22.66,312.5,10.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4258,DeMarcus Cousins
34,"Jameel Warney, DAL",3,9.0,.599,0.0,6.6,23.0,15.9,21.3,18.5,22.63,22.63,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2982185,Jameel Warney
35,"Jonas Valanciunas, TOR",77,22.4,.628,8.3,11.8,21.3,12.1,30.3,21.4,22.52,22.52,307.3,10.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6477,Jonas Valanciunas
36,"Kevin Love, CLE",59,28.0,.614,9.9,8.7,23.4,7.0,29.8,18.6,22.44,22.44,291.8,9.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3449,Kevin Love
37,"JaVale McGee, GS",65,9.5,.641,10.9,8.9,17.8,11.5,18.7,15.4,22.39,22.39,108.2,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3452,JaVale McGee
38,"Ike Anigbogu, IND",11,2.7,.558,0.0,14.7,18.4,19.0,15.0,16.9,21.58,21.58,4.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4066424,Ike Anigbogu
39,"Greg Monroe, BOS/MIL/PHX",51,20.4,.598,17.6,14.5,24.2,0.0,0.0,0.0,21.24,21.24,165.2,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4260,Greg Monroe
40,"Willy Hernangomez, NY/CHA",48,10.3,.604,12.2,12.9,21.8,13.4,27.2,20.2,21.20,21.20,78.3,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2999409,Willy Hernangomez
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
41,"Tyreke Evans, MEM",52,30.9,.561,20.9,9.1,28.2,3.1,16.3,9.5,21.16,21.16,255.6,8.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3983,Tyreke Evans
42,"Trey Burke, NY",36,21.8,.563,27.3,6.9,26.0,1.8,8.2,5.0,21.11,21.11,118.5,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2579260,Trey Burke
43,"DeMar DeRozan, TOR",80,33.9,.555,18.5,7.8,29.0,2.5,10.4,6.5,21.10,21.10,429.0,14.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
44,"David West, GS",73,13.7,.600,21.9,12.7,21.1,7.7,18.2,13.3,21.01,21.01,141.8,4.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2177,David West
45,"Rudy Gobert, UTAH",56,32.4,.657,10.5,14.0,15.9,10.4,27.0,18.8,20.71,20.71,274.1,9.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3032976,Rudy Gobert
46,"Steven Adams, OKC",76,32.7,.630,8.4,12.1,16.0,16.6,13.9,15.3,20.69,20.69,374.5,12.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
47,"Kemba Walker, CHA",80,34.2,.572,20.5,8.2,27.1,1.2,8.7,4.9,20.62,20.62,392.9,13.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6479,Kemba Walker
48,"Dwight Howard, CHA",81,30.4,.577,7.1,14.1,22.7,11.0,33.8,22.2,20.56,20.56,366.1,12.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2384,Dwight Howard
49,"Kristaps Porzingis, NY",48,32.4,.539,4.9,8.0,29.0,4.4,18.1,11.3,20.42,20.42,206.9,6.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3102531,Kristaps Porzingis
50,"Lou Williams, LAC",79,32.8,.574,18.9,10.6,29.3,1.7,6.6,4.2,20.29,20.29,378.3,12.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2799,Lou Williams
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
51,"Al Jefferson, IND",36,13.4,.563,10.9,7.6,21.4,7.1,26.2,16.7,20.23,20.23,69.5,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2389,Al Jefferson
52,"Larry Nance Jr., CLE/LAL",66,21.5,.605,13.5,8.4,16.0,12.4,22.0,17.2,20.18,20.18,184.2,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2580365,Larry Nance Jr.
53,"DeAndre Jordan, LAC",77,31.5,.648,12.1,14.1,14.5,15.1,37.6,26.5,20.17,20.17,346.3,11.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3442,DeAndre Jordan
54,"Ben Simmons, PHI",81,33.7,.557,31.7,13.3,23.5,5.9,19.5,13.0,20.03,20.03,368.4,12.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3907387,Ben Simmons
55,"Kyle O'Quinn, NY",77,18.0,.625,22.6,14.3,17.2,9.7,27.8,18.8,20.01,20.01,194.6,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6615,Kyle O'Quinn
56,"Julius Randle, LAL",82,26.7,.606,13.9,14.1,24.3,8.9,22.8,15.9,19.96,19.96,276.5,9.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3064514,Julius Randle
57,"Justin Patton, MIN",1,4.0,.500,0.0,0.0,20.3,0.0,0.0,0.0,19.88,19.88,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3912332,Justin Patton
58,"Eric Bledsoe, MIL/PHX",74,31.4,.582,21.6,12.6,25.5,2.6,11.7,7.1,19.79,19.79,304.8,10.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4238,Eric Bledsoe
,"Nikola Vucevic, ORL",57,29.5,.533,16.2,9.2,24.9,6.6,27.8,17.1,19.79,19.79,230.8,7.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6478,Nikola Vucevic
60,"Bobby Portis, CHI",73,22.5,.548,11.1,9.3,24.7,10.0,23.0,16.3,19.78,19.78,202.9,6.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3064482,Bobby Portis
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
61,"Jack Cooley, SAC",7,12.4,.566,13.5,6.8,19.0,17.6,21.9,19.6,19.75,19.75,10.7,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2488713,Jack Cooley
62,"Blake Griffin, DET/LAC",58,34.0,.544,20.4,10.1,28.5,4.1,19.9,12.0,19.65,19.65,239.8,8.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3989,Blake Griffin
63,"Kyle Lowry, TOR",78,32.2,.598,30.2,10.3,22.6,3.0,16.1,9.7,19.53,19.53,319.4,10.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3012,Kyle Lowry
64,"Alex Len, PHX",69,20.2,.612,12.8,12.2,16.3,13.2,26.7,19.8,19.37,19.37,182.6,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
65,"Jusuf Nurkic, POR",79,26.4,.528,10.2,13.1,25.1,10.0,26.9,18.5,19.28,19.28,270.3,9.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3102530,Jusuf Nurkic
66,"John Wall, WSH",41,34.4,.515,29.7,11.9,30.3,1.8,10.2,6.0,19.20,19.20,172.5,5.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4237,John Wall
,"Willie Reed, DET/LAC",42,10.2,.671,5.7,10.9,6.0,9.1,21.8,15.5,19.20,19.20,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2326015,Willie Reed
68,"Jordan Crawford, NO",5,10.6,.601,28.6,11.0,26.9,4.2,4.0,4.1,19.18,19.18,6.9,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4243,Jordan Crawford
69,"Brandan Wright, HOU/MEM",28,13.6,.596,9.5,5.8,8.0,9.8,19.2,14.4,19.03,19.03,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3242,Brandan Wright
70,"Pau Gasol, SA",77,23.5,.539,22.3,10.1,20.5,7.8,30.2,19.0,18.98,18.98,226.5,7.6,http://insider.espn.go.com/nba/players/hollinger?playerId=996,Pau Gasol
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
71,"Darren Collison, IND",69,29.2,.610,31.9,7.4,18.3,2.1,7.8,5.0,18.86,18.86,236.8,7.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3973,Darren Collison
72,"Adreian Payne, ORL",5,8.6,.831,0.0,13.7,13.5,5.1,18.0,11.5,18.84,18.84,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2531100,Adreian Payne
73,"Dwight Powell, DAL",79,21.2,.656,13.8,8.9,14.7,8.7,21.3,14.7,18.82,18.82,205.2,6.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2531367,Dwight Powell
,"Derrick Favors, UTAH",77,28.0,.593,10.3,8.9,17.4,10.6,18.5,14.6,18.82,18.82,235.2,7.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4257,Derrick Favors
75,"Nikola Mirotic, NO/CHI",55,27.2,.577,9.0,7.0,20.1,4.3,24.9,14.6,18.72,18.72,161.1,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6459,Nikola Mirotic
76,"Paul George, OKC",79,36.6,.570,13.2,10.6,25.3,2.7,14.9,8.6,18.71,18.71,354.0,11.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4251,Paul George
77,"Bradley Beal, WSH",82,36.3,.564,16.7,9.6,26.8,2.3,11.5,6.9,18.51,18.51,355.7,11.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
78,"Otto Porter Jr., WSH",77,31.6,.602,13.4,6.4,17.7,4.8,18.1,11.4,18.37,18.37,285.6,9.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
79,"John Collins, ATL",74,24.1,.620,11.8,12.7,17.0,11.0,22.8,16.9,18.33,18.33,181.8,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3908845,John Collins
80,"Brice Johnson, LAC/MEM",18,5.4,.486,3.9,9.8,16.8,10.3,25.7,17.9,18.25,18.25,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2982330,Brice Johnson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Daniel Hamilton, OKC",6,4.7,.545,38.1,9.5,22.5,0.0,20.5,9.9,18.25,18.25,3.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3147351,Daniel Hamilton
82,"Devin Booker, PHX",54,34.5,.561,15.4,11.8,30.7,1.5,12.7,7.0,18.12,18.12,212.0,7.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3136193,Devin Booker
83,"Mangok Mathiang, CHA",4,5.0,.538,0.0,0.0,14.7,16.0,38.5,27.1,18.08,18.08,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991054,Mangok Mathiang
84,"Rudy Gay, SA",57,21.6,.545,9.7,10.4,23.4,6.8,19.5,13.1,18.03,18.03,138.3,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3005,Rudy Gay
85,"Jordan Bell, GS",57,14.2,.641,28.5,14.3,14.0,8.9,19.0,14.3,18.00,18.00,89.3,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3064427,Jordan Bell
86,"Trey Lyles, DEN",73,19.1,.591,11.9,8.0,20.4,4.5,23.5,14.0,17.95,17.95,134.0,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3136196,Trey Lyles
87,"Michael Beasley, NY",74,22.3,.556,10.8,12.5,25.8,6.5,21.2,13.9,17.89,17.89,182.4,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3418,Michael Beasley
88,"Jrue Holiday, NO",81,36.1,.570,23.7,10.4,22.8,2.4,10.8,6.8,17.87,17.87,300.0,10.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3995,Jrue Holiday
89,"J.J. Barea, DAL",69,23.2,.545,33.1,10.9,26.0,1.0,13.4,7.0,17.84,17.84,163.5,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
90,"Kelly Olynyk, MIA",76,23.4,.612,19.4,13.8,21.3,5.6,21.6,13.6,17.82,17.82,167.8,5.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2489663,Kelly Olynyk
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
91,"Salah Mejri, DAL",61,12.0,.644,14.6,16.2,12.1,12.5,25.4,18.7,17.81,17.81,78.5,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2968458,Salah Mejri
,"Meyers Leonard, POR",33,7.7,.676,15.5,9.1,15.6,5.2,24.7,15.0,17.81,17.81,27.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6605,Meyers Leonard
93,"T.J. Warren, PHX",65,33.0,.541,6.3,6.2,23.3,6.1,10.5,8.3,17.71,17.71,230.5,7.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2982334,T.J. Warren
94,"Al Horford, BOS",72,31.6,.575,26.6,10.3,18.7,5.0,20.3,12.8,17.63,17.63,208.4,6.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3213,Al Horford
95,"Willie Cauley-Stein, SAC",73,28.0,.529,14.8,9.4,21.0,7.0,22.0,14.2,17.61,17.61,213.8,7.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991282,Willie Cauley-Stein
96,"Domantas Sabonis, IND",74,24.5,.567,14.4,13.1,21.2,10.4,25.2,17.8,17.57,17.57,188.6,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3155942,Domantas Sabonis
97,"Kosta Koufos, SAC",71,19.6,.566,15.6,8.8,14.7,11.7,27.6,19.3,17.56,17.56,144.6,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3444,Kosta Koufos
,"Jarrett Allen, BKN",72,20.0,.636,8.3,13.8,15.3,10.5,18.1,14.3,17.56,17.56,149.7,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4066328,Jarrett Allen
99,"Jakob Poeltl, TOR",82,18.6,.662,10.0,14.9,14.0,12.4,16.4,14.4,17.55,17.55,158.1,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3134908,Jakob Poeltl
100,"Kenneth Faried, DEN",32,14.4,.552,8.5,10.9,17.4,16.7,20.7,18.7,17.48,17.48,41.1,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6433,Kenneth Faried
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
101,"Richaun Holmes, PHI",48,15.5,.585,17.3,7.1,16.2,8.6,21.4,15.2,17.47,17.47,66.5,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2993370,Richaun Holmes
102,"Khris Middleton, MIL",82,36.4,.577,16.8,9.8,23.5,1.8,15.0,8.4,17.45,17.45,309.4,10.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6609,Khris Middleton
103,"Marc Gasol, MEM",73,33.0,.532,18.2,11.5,25.1,3.7,25.3,14.2,17.42,17.42,244.9,8.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3206,Marc Gasol
104,"Zach Randolph, SAC",59,25.6,.529,12.1,11.0,26.4,7.0,23.7,15.0,17.41,17.41,133.0,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1017,Zach Randolph
,"Dennis Schroder, ATL",67,31.0,.515,22.4,9.8,30.2,2.4,8.8,5.6,17.41,17.41,198.7,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3032979,Dennis Schroder
106,"Lucas Nogueira, TOR",49,8.5,.661,16.9,12.3,11.0,4.9,18.1,11.7,17.33,17.33,42.0,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3032980,Lucas Nogueira
107,"Johnathan Motley, DAL",11,16.0,.550,6.8,8.7,22.9,8.5,22.9,15.5,17.31,17.31,15.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3059306,Johnathan Motley
108,"Tobias Harris, DET/LAC",80,33.4,.565,11.9,6.5,22.0,2.4,15.8,9.0,17.20,17.20,266.8,8.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6440,Tobias Harris
109,"Jabari Parker, MIL",31,24.0,.550,12.8,9.8,22.9,6.6,17.1,11.9,17.19,17.19,63.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
110,"Jeremy Lamb, CHA",80,24.6,.559,15.5,7.7,21.7,2.7,15.4,8.9,17.08,17.08,193.1,6.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
111,"Paul Millsap, DEN",38,30.1,.549,15.4,10.7,21.6,6.4,17.6,12.1,17.06,17.06,95.0,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3015,Paul Millsap
112,"Cheick Diallo, NO",52,11.2,.619,7.5,11.1,16.0,9.1,29.6,19.7,17.05,17.05,48.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3919335,Cheick Diallo
113,"Zaza Pachulia, GS",69,14.1,.612,22.4,14.8,16.6,11.0,25.0,18.5,17.00,17.00,92.9,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
,"CJ McCollum, POR",81,36.1,.536,13.3,7.4,25.6,2.0,9.9,6.0,17.00,17.00,283.7,9.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2490149,CJ McCollum
,"Mason Plumlee, DEN",74,19.5,.586,20.6,14.8,16.6,10.4,20.8,15.6,17.00,17.00,137.5,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2488653,Mason Plumlee
116,"Rondae Hollis-Jefferson, BKN",68,28.3,.548,14.5,10.5,21.3,5.5,20.0,12.7,16.90,16.90,183.6,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3064291,Rondae Hollis-Jefferson
117,"Dirk Nowitzki, DAL",77,24.7,.575,12.3,5.2,19.3,1.2,25.2,12.8,16.76,16.76,174.7,5.8,http://insider.espn.go.com/nba/players/hollinger?playerId=609,Dirk Nowitzki
118,"Donovan Mitchell, UTAH",79,33.4,.541,14.6,10.8,27.9,2.3,10.4,6.4,16.74,16.74,245.8,8.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3908809,Donovan Mitchell
119,"Dante Exum, UTAH",14,16.8,.566,26.3,12.2,23.4,2.0,10.5,6.3,16.72,16.72,20.1,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3102528,Dante Exum
120,"Deyonta Davis, MEM",62,15.2,.621,11.0,8.8,14.6,9.0,22.0,15.3,16.69,16.69,85.7,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3937101,Deyonta Davis
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
121,"Myles Turner, IND",65,28.2,.567,9.5,10.5,18.9,5.8,19.8,12.8,16.65,16.65,165.7,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3133628,Myles Turner
122,"Ivan Rabb, MEM",36,14.3,.599,13.6,14.9,16.9,11.6,24.1,17.7,16.64,16.64,39.6,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3917378,Ivan Rabb
,"Goran Dragic, MIA",75,31.7,.543,20.9,9.7,25.4,2.5,11.9,7.2,16.64,16.64,200.0,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3423,Goran Dragic
124,"Gary Harris, DEN",67,34.4,.597,15.0,9.2,20.3,1.8,6.8,4.3,16.60,16.60,209.9,7.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2999547,Gary Harris
,"Elfrid Payton, ORL/PHX",63,28.7,.538,30.2,12.9,22.6,3.8,12.8,8.3,16.60,16.60,151.0,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
126,"Wade Baldwin IV, POR",7,11.4,.748,14.5,11.6,15.7,1.4,9.5,5.5,16.59,16.59,6.7,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3136696,Wade Baldwin IV
